"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.310208432E1,5.139476657E-1,9.810523033E0,2.261648417E0
1.311875026E1,9.998391271E-1,9.378275871E0,2.182224989E0
1.313541620E1,1.073478341E0,9.102297783E0,1.559091210E0
1.315208214E1,7.534923553E-1,9.006050110E0,1.192023873E0
1.316874807E1,2.649378479E-1,9.218944550E0,1.644658566E0
1.318541401E1,1.171938255E-1,9.409224510E0,2.137301207E0
1.320207995E1,4.583043158E-1,9.517817497E0,2.061146975E0
1.321874589E1,7.693994641E-1,9.541370392E0,1.556774974E0
1.323541182E1,8.940003514E-1,9.508202553E0,9.690801501E-1
1.325207776E1,7.934017777E-1,9.548274994E0,7.810762525E-1
1.326874370E1,5.462964177E-1,9.482748032E0,1.248617649E0
1.328540964E1,5.010820627E-1,9.469242096E0,1.546899796E0
1.330207557E1,5.512569547E-1,9.701781273E0,1.348367333E0
1.331874151E1,4.579547644E-1,1.001444912E1,1.010370135E0
1.333540745E1,3.174206913E-1,1.001229954E1,1.035622597E0
1.335207339E1,2.011593729E-1,9.598029137E0,1.537323117E0
1.336873932E1,5.416522622E-1,9.422733307E0,1.823778272E0
1.338540526E1,1.043248773E0,9.688476562E0,1.555741429E0
1.340207120E1,1.054620385E0,1.015517521E1,7.915424705E-1
1.341873714E1,8.227121234E-1,1.053938961E1,5.000939369E-1
1.343540307E1,6.624265313E-1,1.075813293E1,1.112849593E0
1.345206901E1,7.286219597E-1,1.120983028E1,1.310049653E0
1.346873495E1,5.709558129E-1,1.185903835E1,1.048475862E0
1.348540089E1,1.680986881E-1,1.235731983E1,1.048933029E0
1.350206682E1,9.492633492E-2,1.250370407E1,6.961098313E-1
1.351873276E1,4.669999182E-1,1.264407825E1,5.219037533E-1
1.353539870E1,4.785732031E-1,1.327865124E1,9.252465367E-1
1.355206464E1,3.342135251E-1,1.436165619E1,1.105428219E0
1.356873057E1,1.733261198E-1,1.570426464E1,7.757530212E-1
1.358539651E1,-5.024616793E-2,1.652542305E1,1.120780587E0
1.360206245E1,-4.811898172E-1,1.568515873E1,1.960725427E0
1.361872839E1,-4.234380722E-1,1.353822231E1,2.061985970E0
1.363539432E1,-2.812399864E-1,1.147342396E1,1.704976559E0
1.365206026E1,-4.464508593E-1,9.822780609E0,1.606080890E0
1.366872620E1,-9.633560181E-1,8.829407692E0,1.773196697E0
1.368539214E1,-2.090364456E0,8.671990395E0,2.491939545E0
1.370205807E1,-3.238249779E0,9.245038033E0,3.274459124E0
1.371872401E1,-2.468718290E0,9.967604637E0,2.284096479E0
1.373538995E1,-9.545192719E-1,1.074085236E1,8.830893040E-1
1.375205589E1,-4.104750454E-1,1.138708496E1,1.052221417E0
1.376872182E1,-6.019521356E-1,1.095614910E1,2.205559492E0
1.378538776E1,-8.386556059E-2,1.007437611E1,1.635733604E0
1.380205370E1,8.313717842E-1,9.254975319E0,1.097798109E0
1.381871964E1,7.706092000E-1,8.777293205E0,2.946895361E0
1.383538557E1,-1.691504866E-1,8.669453621E0,6.107180119E0
1.385205151E1,-7.209191322E-1,8.181165695E0,7.097956181E0
1.386871745E1,-2.588848770E-1,7.365564823E0,5.114716053E0
1.388538339E1,3.631663695E-2,6.907900333E0,2.872661352E0
1.390204932E1,1.840514988E-1,6.784251690E0,2.349202633E0
1.391871526E1,3.029694259E-1,6.774507999E0,3.159990549E0
1.393538120E1,4.955485761E-1,6.951160431E0,4.847663879E0
1.395204714E1,7.731976509E-1,7.220438480E0,5.946961880E0
1.396871307E1,9.748721123E-1,7.166482449E0,5.834116459E0
1.398537901E1,8.934791088E-1,6.874097347E0,5.599742889E0
1.400204495E1,4.012354612E-1,6.621248722E0,4.666439533E0
1.401871089E1,1.503803432E-1,6.203381062E0,3.172824144E0
1.403537682E1,3.680479527E-1,5.620599270E0,2.518185616E0
1.405204276E1,1.080870152E0,5.287565231E0,2.745732546E0
1.406870870E1,1.504358411E0,5.249772549E0,3.904702902E0
1.408537464E1,1.173251987E0,5.393229008E0,5.697756290E0
1.410204057E1,6.693210006E-1,5.670423508E0,7.875144482E0
1.411870651E1,4.364950657E-1,6.002971649E0,6.806791782E0
1.413537245E1,7.668374181E-1,5.714047909E0,4.141746044E0
1.415203839E1,1.436692357E0,5.345019817E0,4.357469082E0
1.416870432E1,1.443747163E0,5.010243416E0,6.415490627E0
1.418537026E1,8.902666569E-1,4.647759914E0,6.065470219E0
1.420203620E1,6.709923744E-1,4.439732075E0,5.219604492E0
1.421870214E1,7.761537433E-1,4.530669212E0,6.400297642E0
1.423536807E1,1.469796777E0,4.978475094E0,8.101031303E0
1.425203401E1,2.720764875E0,5.649590969E0,8.432106972E0
1.426869995E1,3.246027708E0,6.401615620E0,8.109086990E0
1.428536589E1,3.375399828E0,7.585386276E0,9.915626526E0
1.430203182E1,2.438007593E0,1.031012726E1,9.159750938E0
1.431869776E1,2.061042786E0,1.213900757E1,7.436630726E0
1.433536370E1,1.417251587E0,1.203786564E1,3.962000847E0
1.435202964E1,1.495155334E0,1.220279694E1,5.892041683E0
1.436869557E1,1.590353966E0,1.271289730E1,7.184227467E0
1.438536151E1,1.359210849E0,1.206876469E1,4.823361874E0
1.440202745E1,9.803187251E-1,1.107081890E1,3.560419798E0
1.441869339E1,8.312272429E-1,1.036163998E1,3.631177902E0
1.443535932E1,7.766558528E-1,9.815839767E0,3.815206528E0
1.445202526E1,1.000581264E0,8.659780502E0,4.264596462E0
1.446869120E1,1.367124438E0,7.287500858E0,4.175991058E0
1.448535714E1,1.759256482E0,6.402278900E0,3.744877577E0
1.450202307E1,1.820278525E0,6.245923996E0,3.821512938E0
1.451868901E1,1.213318944E0,7.019743443E0,4.208721638E0
1.453535495E1,6.677663922E-1,8.081943512E0,4.285262585E0
1.455202089E1,7.153890729E-1,9.129877090E0,3.777458429E0
1.456868682E1,6.962931156E-1,9.530900002E0,3.338826418E0
1.458535276E1,8.689821362E-1,9.182500839E0,3.226009607E0
1.460201870E1,1.361215949E0,8.573040962E0,3.329201698E0
1.461868464E1,1.443734527E0,8.353711128E0,3.518995523E0
1.463535057E1,1.238979936E0,8.479580879E0,3.610727072E0
1.465201651E1,1.097072721E0,8.789016724E0,3.433687925E0
1.466868245E1,9.743048549E-1,9.083271980E0,3.145527840E0
1.468534839E1,8.394154906E-1,9.120936394E0,3.014326096E0
1.470201432E1,1.060049653E0,8.786298752E0,3.176420212E0
1.471868026E1,1.138047338E0,8.541446686E0,3.040889025E0
1.473534620E1,9.993500710E-1,8.489391327E0,2.562670231E0
1.475201214E1,9.186971784E-1,8.435154915E0,2.167060614E0
1.476867807E1,9.051110148E-1,8.228734016E0,2.184103966E0
1.478534401E1,8.102612495E-1,8.020827293E0,2.408390284E0
1.480200995E1,6.979901195E-1,8.015333176E0,2.509530067E0
1.481867589E1,5.188110471E-1,8.241930962E0,2.643922567E0
1.483534182E1,5.709098577E-1,8.609968185E0,2.906144381E0
1.485200776E1,8.432049751E-1,8.805809975E0,3.058970213E0
1.486867370E1,1.022537947E0,8.813323021E0,2.894379377E0
1.488533964E1,1.293980241E0,8.928616524E0,2.441118479E0
1.490200557E1,1.714612961E0,9.194026947E0,2.051378489E0
1.491867151E1,1.784176469E0,9.429080009E0,2.145738840E0
1.493533745E1,1.698941112E0,9.634708405E0,2.546026945E0
1.495200339E1,1.658698440E0,9.773911476E0,2.939149141E0
1.496866932E1,1.662445426E0,9.828156471E0,3.153347015E0
1.498533526E1,1.636890888E0,9.875786781E0,2.604566813E0
1.500200120E1,1.590868354E0,9.950232506E0,2.017869711E0
1.501866714E1,1.614247799E0,1.011375046E1,1.837876797E0
1.503533307E1,1.515687466E0,1.039430332E1,1.803572297E0
1.505199901E1,1.344344735E0,1.108862591E1,1.735930085E0
1.506866495E1,1.134427905E0,1.201921082E1,1.681415915E0
1.508533089E1,8.369757533E-1,1.271052265E1,1.571488380E0
1.510199682E1,5.398426652E-1,1.312591076E1,1.445588112E0
1.511866276E1,1.242397726E-1,1.345120716E1,2.139508247E0
1.513532870E1,-3.747782707E-1,1.394964504E1,2.772810698E0
1.515199464E1,-9.087800980E-1,1.465362072E1,2.674816847E0
1.516866057E1,-1.615475059E0,1.466909790E1,2.174630404E0
1.518532651E1,-1.418311119E0,1.344471836E1,8.489639163E-1
1.520199245E1,-5.791876316E-1,1.215548611E1,-2.424025387E-1
1.521865839E1,-4.701676369E-1,1.131521130E1,4.148193598E-1
1.523532432E1,-8.120757937E-1,1.057988262E1,1.878934264E0
1.525199026E1,-1.064095378E0,9.562548637E0,3.358139038E0
1.526865620E1,-1.301597238E0,8.748162270E0,4.390999317E0
1.528532214E1,-1.370997429E0,8.580864906E0,4.325616360E0
1.530198807E1,-1.089218497E0,8.940495491E0,3.549216509E0
1.531865401E1,-9.139873385E-1,9.497725487E0,2.789319277E0
1.533531995E1,-5.311858654E-1,1.002876949E1,2.228915215E0
1.535198589E1,1.054699197E-1,1.019722176E1,2.153295040E0
1.536865182E1,5.906282067E-1,1.025674534E1,1.940785527E0
1.538531776E1,7.732483745E-1,1.010965252E1,1.735843658E0
1.540198370E1,6.348375082E-1,9.527125359E0,2.176935911E0
1.541864964E1,5.539022088E-1,8.726601601E0,3.052251577E0
1.543531557E1,6.145209670E-1,8.112389565E0,4.219308853E0
1.545198151E1,-1.480417419E-2,7.962857723E0,5.698692322E0
1.546864745E1,-7.762081623E-1,7.834084988E0,6.227838039E0
1.548531339E1,-4.144902527E-1,7.595571518E0,5.173645496E0
1.550197932E1,9.918891639E-2,7.250492096E0,4.054884434E0
1.551864526E1,3.720831871E-1,7.032838821E0,3.715614319E0
1.553531120E1,1.850157976E-1,7.229545593E0,4.816974163E0
1.555197714E1,-5.370922014E-2,7.669297695E0,5.662593842E0
1.556864307E1,1.198132262E-1,7.917350292E0,5.392569065E0
1.558530901E1,7.435504794E-1,7.390842915E0,4.209414482E0
1.560197495E1,1.389700532E0,6.579118252E0,3.201716423E0
1.561864089E1,1.748535037E0,6.167736530E0,2.550150156E0
1.563530682E1,1.923520088E0,6.101953983E0,2.647286177E0
1.565197276E1,2.043499708E0,6.259706020E0,3.166646242E0
1.566863870E1,2.085164785E0,6.499871731E0,4.198084354E0
1.568530464E1,1.851697564E0,6.785814285E0,5.639420033E0
1.570197057E1,1.556732535E0,6.791436672E0,6.634884357E0
1.571863651E1,1.508862376E0,6.397741318E0,6.467833042E0
1.573530245E1,1.737616420E0,6.026508331E0,5.691100597E0
1.575196839E1,2.039563179E0,5.696126938E0,5.324219227E0
1.576863432E1,2.266269684E0,5.392767429E0,5.510290623E0
1.578530026E1,2.366729736E0,5.056689739E0,5.892009258E0
1.580196620E1,2.102381468E0,4.845341682E0,6.418727875E0
1.581863214E1,1.806717515E0,4.884156704E0,7.032867432E0
1.583529807E1,1.793052554E0,4.942170620E0,7.455923557E0
1.585196401E1,2.072391272E0,5.010031223E0,7.460618973E0
1.586862995E1,2.414291382E0,5.221986771E0,7.238239288E0
1.588529589E1,2.712698698E0,5.761890411E0,7.162446499E0
1.590196182E1,3.059268236E0,6.647214413E0,6.799322605E0
1.591862776E1,2.992388487E0,7.438836575E0,5.347185135E0
1.593529370E1,2.184575796E0,7.914753437E0,6.607982635E0
1.595195964E1,1.024617329E-1,1.047541237E1,9.533815384E0
1.596862557E1,2.009887934E0,1.237841511E1,1.082870388E1
1.598529151E1,3.386069536E0,1.054592419E1,7.398052692E0
1.600195745E1,1.627821922E0,1.038768864E1,6.699016094E0
1.601862339E1,4.759203494E-1,1.076132298E1,6.766916275E0
1.603528932E1,6.385528445E-1,1.070100403E1,2.684964418E0
1.605195526E1,1.639180541E0,1.061246872E1,1.720679283E0
1.606862120E1,2.121366262E0,1.068520832E1,4.378664494E0
1.608528714E1,1.744449735E0,1.073016453E1,5.085948467E0
1.610195307E1,1.194065928E0,1.003484726E1,3.812522173E0
1.611861901E1,8.573133349E-1,8.537148476E0,3.178282022E0
1.613528495E1,8.513622880E-1,7.079494476E0,3.112272263E0
1.615195089E1,1.163604975E0,6.311777592E0,3.758042574E0
1.616861682E1,1.260198116E0,6.407072067E0,4.678386688E0
1.618528276E1,8.151203990E-1,7.246767044E0,4.896668434E0
1.620194870E1,5.394186378E-1,8.284347534E0,4.081033230E0
1.621861464E1,6.063931584E-1,8.764451981E0,3.313269377E0
1.623528057E1,5.032839775E-1,8.599769592E0,3.184082985E0
1.625194651E1,5.168572664E-1,8.161674500E0,3.275094986E0
1.626861245E1,1.132010579E0,7.918878555E0,3.450310946E0
1.628527839E1,1.577406287E0,8.218723297E0,3.488071442E0
1.630194432E1,1.472258568E0,8.612815857E0,3.029210329E0
1.631861026E1,1.410100102E0,8.966469765E0,2.626099825E0
1.633527620E1,1.446427345E0,9.230209351E0,2.705089331E0
1.635194214E1,1.399661183E0,9.157156944E0,3.073876143E0
1.636860807E1,1.359269619E0,8.953579903E0,3.140081167E0
1.638527401E1,1.489995956E0,8.816668510E0,2.882559776E0
1.640193995E1,1.753058314E0,8.767838478E0,2.526949167E0
1.641860589E1,1.907946229E0,8.795029640E0,2.424502134E0
1.643527182E1,1.625694156E0,8.826424599E0,2.426060677E0
1.645193776E1,1.227865338E0,8.839867592E0,2.468516111E0
1.646860370E1,1.030592322E0,8.723525047E0,2.809361458E0
1.648526964E1,9.563723207E-1,8.536074638E0,3.108242035E0
1.650193557E1,9.838930964E-1,8.541785240E0,2.625217199E0
1.651860151E1,9.694202542E-1,8.712509155E0,2.096189737E0
1.653526745E1,9.694692492E-1,9.011311531E0,2.287302017E0
1.655193339E1,9.924938083E-1,9.245976448E0,2.815127611E0
1.656859932E1,1.162040114E0,9.369589806E0,2.906935930E0
1.658526526E1,1.372842908E0,9.379867554E0,2.646086931E0
1.660193120E1,1.387548566E0,9.466132164E0,2.395947218E0
1.661859714E1,1.441485286E0,9.571315765E0,2.413205147E0
1.663526307E1,1.572975755E0,9.713539124E0,2.549425840E0
1.665192901E1,1.513846993E0,9.758113861E0,2.488692522E0
1.666859495E1,1.382182479E0,9.657535553E0,2.286235332E0
1.668526089E1,1.244206429E0,9.506389618E0,2.155424118E0
1.670192682E1,1.293246269E0,9.420357704E0,2.144399405E0
1.671859276E1,1.383027196E0,9.435611725E0,2.290727377E0
1.673525870E1,1.445143342E0,9.574302673E0,2.143942833E0
1.675192464E1,1.335551858E0,9.889194489E0,2.215754271E0
1.676859057E1,1.187156796E0,1.030460262E1,2.630447626E0
1.678525651E1,1.200380206E0,1.076805115E1,2.063979149E0
1.680192245E1,1.272774100E0,1.132415485E1,1.208435655E0
1.681858839E1,1.597650170E0,1.168727112E1,1.108072519E0
1.683525432E1,1.419457078E0,1.225068188E1,1.710509419E0
1.685192026E1,7.131854892E-1,1.321568680E1,2.345626831E0
1.686858620E1,-2.137319595E-1,1.435258198E1,2.200974703E0
1.688525214E1,-1.291387916E0,1.531107426E1,1.199562550E0
1.690191807E1,-2.425865650E0,1.563233185E1,1.604271531E-1
1.691858401E1,-2.787437439E0,1.485961914E1,-2.936105989E-2
1.693524995E1,-1.455794215E0,1.318738651E1,8.466672897E-1
1.695191589E1,-5.825360417E-1,1.173055172E1,2.117479563E0
1.696858182E1,-6.749095917E-1,1.037534904E1,3.407618761E0
1.698524776E1,-9.529061317E-1,9.159521103E0,4.564957142E0
1.700191370E1,-1.204495668E0,8.552927971E0,5.292037964E0
1.701857964E1,-1.414434791E0,8.919487953E0,5.330693245E0
1.703524557E1,-1.054914355E0,9.674533844E0,4.377338409E0
1.705191151E1,-2.064182758E-1,1.002709103E1,2.831166267E0
1.706857745E1,5.849454403E-1,9.924282074E0,1.308893442E0
1.708524339E1,8.841723800E-1,9.707050323E0,2.831445932E-1
1.710190932E1,7.301742435E-1,9.529806137E0,-2.035594434E-1
1.711857526E1,4.047117233E-1,9.337892532E0,4.685925543E-1
1.713524120E1,3.446038663E-1,9.463874817E0,2.920239210E0
1.715190714E1,4.286513329E-1,9.655964851E0,5.728008270E0
1.716857307E1,5.499145016E-2,9.297341347E0,6.646173477E0
1.718523901E1,-1.830743998E-1,8.629692078E0,4.999566555E0
1.720190495E1,2.771315873E-1,8.286644936E0,2.482943296E0
1.721857089E1,1.058275342E0,8.277632713E0,1.142054558E0
1.723523682E1,1.272876143E0,8.742532730E0,1.402124047E0
1.725190276E1,9.032115340E-1,9.453228951E0,1.808318257E0
1.726856870E1,9.015610814E-1,9.213877678E0,2.352012396E0
1.728523464E1,8.913445473E-1,7.167928696E0,4.004262924E0
1.730190057E1,8.935453296E-1,5.403671265E0,5.326669693E0
1.731856651E1,6.103584170E-1,4.955117702E0,4.923301697E0
1.733523245E1,2.239536196E-1,5.144508362E0,4.571836948E0
1.735189839E1,-3.952432051E-2,5.481564045E0,4.924347401E0
1.736856432E1,-1.509142518E-1,5.771835327E0,4.894371510E0
1.738523026E1,1.435329169E-1,5.914468288E0,4.695449352E0
1.740189620E1,7.755153775E-1,5.994202137E0,4.911171436E0
1.741856214E1,1.228374958E0,6.147846222E0,5.166141033E0
1.743522807E1,1.329853892E0,6.328809261E0,5.432817936E0
1.745189401E1,1.362558722E0,6.272962093E0,5.482080460E0
1.746855995E1,1.610357642E0,5.946088314E0,4.993186951E0
1.748522589E1,2.147495985E0,5.478708744E0,4.418231487E0
1.750189182E1,2.656250715E0,5.083304882E0,4.621685505E0
1.751855776E1,3.110404730E0,4.799631596E0,5.714807987E0
1.753522370E1,3.460062981E0,4.541965961E0,7.314800262E0
1.755188964E1,3.444498062E0,4.442600727E0,8.426174164E0
1.756855557E1,2.951719999E0,4.730332375E0,8.441704750E0
1.758522151E1,3.379302263E0,5.033959389E0,8.297855377E0
1.760188745E1,3.634516954E0,5.261015415E0,7.362415791E0
1.761855339E1,2.813982010E0,5.930840015E0,6.126779079E0
1.763521932E1,9.689891338E-1,8.314328194E0,6.876823425E0
1.765188526E1,2.110829115E0,1.067731380E1,1.165051746E1
1.766855120E1,3.729711533E0,1.054925919E1,5.596960068E0
1.768521714E1,2.617413044E0,1.086372375E1,2.524730444E0
1.770188307E1,2.059767485E0,1.189382935E1,3.666120291E0
1.771854901E1,2.678387403E0,1.337053776E1,6.858820438E0
1.773521495E1,2.364612341E0,1.259007740E1,7.980982304E0
1.775188089E1,2.350321054E0,1.127532101E1,5.233831882E0
1.776854682E1,2.614385366E0,1.156547070E1,1.489519715E0
1.778521276E1,2.534759760E0,1.150900364E1,7.421237826E-1
1.780187870E1,2.329535246E0,1.021741009E1,1.793492675E0
1.781854464E1,2.331459761E0,8.441898346E0,3.306407690E0
1.783521057E1,2.132481337E0,7.153732300E0,4.959105492E0
1.785187651E1,1.684450746E0,6.964511871E0,5.442687511E0
1.786854245E1,1.057934403E0,7.557508945E0,4.488649845E0
1.788520839E1,9.622481465E-1,8.450104713E0,3.193738937E0
1.790187432E1,1.170411110E0,8.836608887E0,2.752591848E0
1.791854026E1,1.330424666E0,8.400778770E0,3.077330589E0
1.793520620E1,1.365923285E0,7.992048264E0,3.108767748E0
1.795187214E1,1.231853127E0,7.985364914E0,2.795209885E0
1.796853807E1,1.106283069E0,8.310627937E0,2.609309435E0
1.798520401E1,1.236119270E0,8.699791908E0,2.660290003E0
1.800186995E1,1.161107302E0,8.963129997E0,2.690162420E0
1.801853589E1,6.936255097E-1,9.006320000E0,2.781549454E0
1.803520182E1,5.939607024E-1,8.823462486E0,2.926118851E0
1.805186776E1,1.046642542E0,8.540484428E0,2.880432367E0
1.806853370E1,1.554961562E0,8.391911507E0,2.747546911E0
1.808519964E1,1.504974723E0,8.430937767E0,2.541357994E0
1.810186557E1,1.279839873E0,8.344976425E0,2.179853916E0
1.811853151E1,1.335304141E0,8.245287895E0,1.698441386E0
1.813519745E1,1.461700916E0,8.106099129E0,1.370424867E0
1.815186339E1,1.674458504E0,8.053172112E0,1.387445092E0
1.816852932E1,1.607275844E0,8.287239075E0,1.900339723E0
1.818519526E1,1.457734108E0,8.872635841E0,2.491671801E0
1.820186120E1,1.404370427E0,9.431378365E0,2.655084610E0
1.821852714E1,1.455072522E0,9.558362007E0,2.492159843E0
1.823519307E1,1.544620633E0,9.569446564E0,2.154155731E0
1.825185901E1,1.531658769E0,9.716506004E0,1.820438743E0
1.826852495E1,1.441458106E0,9.880379677E0,1.654622912E0
1.828519089E1,1.334810257E0,9.807155609E0,1.866880774E0
1.830185682E1,1.277019620E0,9.601089478E0,1.947316766E0
1.831852276E1,1.221545577E0,9.472698212E0,1.792496085E0
1.833518870E1,1.206988692E0,9.490807533E0,1.698863149E0
1.835185464E1,1.181312919E0,9.682143211E0,1.633900285E0
1.836852057E1,1.070174694E0,9.873236656E0,1.554659367E0
1.838518651E1,9.488763809E-1,9.916254997E0,1.734524131E0
1.840185245E1,8.729641438E-1,9.880313873E0,1.897825122E0
1.841851839E1,9.443529248E-1,9.919060707E0,1.776546001E0
1.843518432E1,9.602265358E-1,1.012116909E1,1.959148049E0
1.845185026E1,1.128610134E0,1.055158329E1,2.062557697E0
1.846851620E1,1.458453774E0,1.091087627E1,1.819677949E0
1.848518214E1,1.377997756E0,1.112984085E1,1.803378940E0
1.850184807E1,1.403351903E0,1.142788029E1,1.708989739E0
1.851851401E1,1.293487430E0,1.203742695E1,1.661431670E0
1.853517995E1,9.831731319E-1,1.285997105E1,1.911895394E0
1.855184589E1,8.448557854E-1,1.366257095E1,1.127756119E0
1.856851182E1,6.023069024E-1,1.424882030E1,2.872266769E-1
1.858517776E1,1.459664851E-1,1.445940399E1,6.001362801E-1
1.860184370E1,-1.910992861E-1,1.431046581E1,1.209541321E0
1.861850964E1,-3.353588581E-1,1.400351238E1,1.437648773E0
1.863517557E1,-3.764845431E-1,1.306994152E1,1.405127406E0
1.865184151E1,-2.612476349E-1,1.152448654E1,1.078940511E0
1.866850745E1,-9.242830426E-2,9.855670929E0,6.288610101E-1
1.868517339E1,-3.420089781E-1,8.658429146E0,3.164011538E-1
1.870183932E1,-1.057913899E0,8.564051628E0,5.349313617E-1
1.871850526E1,-1.668136716E0,9.618077278E0,1.190619826E0
1.873517120E1,-1.327405930E0,1.048886490E1,1.817862034E0
1.875183714E1,-4.061290324E-1,1.028678513E1,1.595534921E0
1.876850307E1,5.340413451E-1,9.748130798E0,1.256658912E0
1.878516901E1,9.232681394E-1,9.395222664E0,1.902115464E0
1.880183495E1,9.392118454E-1,9.175141335E0,3.421608686E0
1.881850089E1,7.159548402E-1,9.067410469E0,4.438005924E0
1.883516682E1,1.724361926E-1,8.791377068E0,3.443643570E0
1.885183276E1,-8.360031247E-2,8.097846031E0,2.242256880E0
1.886849870E1,-9.852383286E-2,7.609533310E0,1.409579754E0
1.888516464E1,-1.633542329E-1,7.554325581E0,1.835155845E0
1.890183057E1,-2.871300280E-1,7.702971935E0,3.072480202E0
1.891849651E1,-6.174191460E-2,7.799211979E0,3.165603876E0
1.893516245E1,7.314737439E-1,7.745100021E0,1.884117723E0
1.895182839E1,1.110945106E0,7.549326420E0,1.160674930E0
1.896849432E1,1.102866292E0,7.121719360E0,1.432683110E0
1.898516026E1,9.568505287E-1,6.695828915E0,2.160337687E0
1.900182620E1,6.485522389E-1,6.436008930E0,3.126897812E0
1.901849214E1,4.587701857E-1,6.192138672E0,3.614152908E0
1.903515807E1,1.743148118E-1,6.037291050E0,4.053431988E0
1.905182401E1,-4.221382141E-1,6.242724895E0,4.355118275E0
1.906848995E1,-6.880932450E-1,6.526828289E0,4.196985722E0
1.908515589E1,-3.458859026E-2,6.718766689E0,3.500878096E0
1.910182182E1,5.969284177E-1,6.914690018E0,2.935558558E0
1.911848776E1,8.125128746E-1,6.913908005E0,3.151917696E0
1.913515370E1,7.044317126E-1,6.794551849E0,3.852654696E0
1.915181964E1,8.285970092E-1,6.773492336E0,4.325990677E0
1.916848557E1,1.129540920E0,6.824742794E0,4.614688873E0
1.918515151E1,1.445021987E0,7.022919178E0,4.664391041E0
1.920181745E1,1.913973331E0,7.246393681E0,4.774513245E0
1.921848339E1,2.405812979E0,7.503732681E0,5.306860447E0
1.923514932E1,2.666765928E0,7.888576508E0,5.920590878E0
1.925181526E1,2.594082594E0,8.576118469E0,6.537945271E0
1.926848120E1,2.277107000E0,9.404822350E0,6.690977573E0
1.928514714E1,1.958981395E0,1.001320934E1,6.709844112E0
1.930181307E1,1.575975299E0,1.022070026E1,6.338643551E0
1.931847901E1,1.009669185E0,9.944343567E0,5.856410980E0
1.933514495E1,2.607230246E-1,9.564928055E0,6.129575253E0
1.935181089E1,6.832291186E-2,9.201844215E0,6.678303242E0
1.936847682E1,1.605238318E-1,9.018169403E0,6.621511936E0
1.938514276E1,5.213449597E-1,8.946499825E0,5.741537571E0
1.940180870E1,8.539987206E-1,9.562066078E0,5.138353825E0
1.941847464E1,1.212311864E0,1.118434143E1,4.776129723E0
1.943514057E1,1.382252693E0,1.227948284E1,3.812504530E0
1.945180651E1,1.078904986E0,1.261792088E1,2.552980661E0
1.946847245E1,9.392083287E-1,1.206140614E1,1.457025528E0
1.948513839E1,4.582268000E-1,1.090801239E1,1.084028721E0
1.950180432E1,-4.835454524E-1,9.803504944E0,1.251933575E0
1.951847026E1,-9.137663841E-1,9.037823677E0,1.978991508E0
1.953513620E1,-4.701373577E-1,8.255730629E0,2.539236069E0
1.955180214E1,4.502202272E-1,7.416410923E0,1.761740327E0
1.956846807E1,1.057566166E0,6.675149918E0,8.020703197E-1
1.958513401E1,6.545271277E-1,6.594011784E0,3.690820038E-1
1.960179995E1,-5.741364360E-1,7.450407505E0,3.664032519E-1
1.961846589E1,-1.367467523E0,8.811684608E0,1.656342000E-1
1.963513182E1,-9.935261607E-1,9.815560341E0,2.825673521E-1
1.965179776E1,1.487711817E-1,1.033931351E1,1.770096183E0
1.966846370E1,1.083265424E0,1.063577652E1,3.066703796E0
1.968512964E1,1.373422623E0,1.085435200E1,3.347011805E0
1.970179557E1,1.491473556E0,1.075086689E1,3.036521673E0
1.971846151E1,1.660256982E0,1.043687439E1,2.373547792E0
1.973512745E1,1.567810059E0,9.862648010E0,2.079271555E0
1.975179339E1,1.316565871E0,9.124370575E0,2.204186201E0
1.976845932E1,1.030749440E0,8.530077934E0,2.155214787E0
1.978512526E1,7.324555516E-1,8.332768440E0,1.913950920E0
1.980179120E1,6.086797118E-1,8.444427490E0,1.721314788E0
1.981845714E1,6.263703704E-1,8.891685486E0,1.839458108E0
1.983512307E1,8.153060079E-1,9.397286415E0,2.159893751E0
1.985178901E1,1.145015359E0,9.526892662E0,2.449541092E0
1.986845495E1,1.334178329E0,9.477943420E0,2.630408287E0
1.988512089E1,1.679326177E0,9.324854851E0,2.544886589E0
1.990178682E1,1.890475273E0,9.165125847E0,2.363659620E0
1.991845276E1,1.876370549E0,9.140911102E0,2.259811163E0
1.993511870E1,1.672488570E0,9.282836914E0,2.276440859E0
1.995178464E1,1.312989354E0,9.434369087E0,2.369262934E0
1.996845057E1,1.162449241E0,9.356026649E0,2.560311079E0
1.998511651E1,1.248491645E0,9.314723969E0,2.498976469E0
2.000178245E1,1.317419052E0,9.351876259E0,2.186760664E0
2.001844839E1,1.307910085E0,9.330431938E0,2.008505583E0
2.003511432E1,1.188458323E0,9.381066322E0,2.144956350E0
2.005178026E1,1.090250850E0,9.395483971E0,2.303253174E0
2.006844620E1,8.704988360E-1,9.513547897E0,2.325481176E0
2.008511214E1,7.295777798E-1,9.833118439E0,1.852242589E0
2.010177807E1,7.085728645E-1,1.047948074E1,1.039418340E0
2.011844401E1,6.058311462E-1,1.180387592E1,3.084270954E-1
2.013510995E1,1.926573515E-1,1.311657619E1,2.163489610E-1
2.015177589E1,-1.453162450E-2,1.471893406E1,7.135018706E-1
2.016844182E1,2.744987309E-1,1.586269093E1,1.488359809E0
2.018510776E1,1.187002063E0,1.542981720E1,1.446926713E0
