"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.053421745E1,1.740966201E0,9.653880119E0,3.400332689E0
4.055088339E1,9.228547215E-1,8.745100975E0,3.256121397E0
4.056754932E1,7.341894507E-1,7.742121220E0,4.014965534E0
4.058421526E1,1.246237874E0,6.865385532E0,4.809612751E0
4.060088120E1,1.569531083E0,6.079815388E0,5.100802898E0
4.061754714E1,8.674497604E-1,5.882709503E0,4.735303402E0
4.063421307E1,-3.966531530E-2,6.212213993E0,4.019218922E0
4.065087901E1,4.173939228E-1,6.573642254E0,3.709561586E0
4.066754495E1,1.162222743E0,6.860517025E0,3.777454376E0
4.068421089E1,1.645618320E0,6.999980450E0,3.890375853E0
4.070087682E1,1.807033896E0,7.236524582E0,4.205755234E0
4.071754276E1,1.580109239E0,7.809378147E0,4.764514446E0
4.073420870E1,1.316262126E0,8.446534157E0,5.269865513E0
4.075087464E1,1.333066821E0,8.803523064E0,5.471089840E0
4.076754057E1,1.474575400E0,8.683303833E0,5.684035778E0
4.078420651E1,1.437297463E0,8.246188164E0,6.051091671E0
4.080087245E1,1.445949912E0,7.975309849E0,6.123264790E0
4.081753839E1,1.503491879E0,8.067012787E0,5.576077938E0
4.083420432E1,1.472697735E0,8.205588341E0,5.077962875E0
4.085087026E1,1.545707822E0,8.302890778E0,5.010854244E0
4.086753620E1,1.720587611E0,8.327247620E0,5.319910049E0
4.088420214E1,1.918633103E0,8.330168724E0,5.770786285E0
4.090086807E1,2.013407469E0,8.497954369E0,5.855667114E0
4.091753401E1,1.815704346E0,8.757989883E0,5.527764797E0
4.093419995E1,1.459735513E0,9.205344200E0,5.583004475E0
4.095086589E1,8.943402171E-1,1.057388687E1,5.934051514E0
4.096753182E1,5.952386856E-1,1.126384449E1,6.121334553E0
4.098419776E1,6.029317379E-1,1.177668667E1,5.413838863E0
4.100086370E1,7.066509128E-1,1.262057018E1,4.128396034E0
4.101752964E1,4.633457661E-1,1.308226299E1,3.171733856E0
4.103419557E1,6.648777127E-1,1.226002598E1,2.777087450E0
4.105086151E1,1.382831693E0,1.054536724E1,3.138432503E0
4.106752745E1,1.770572662E0,8.973759651E0,2.954993010E0
4.108419339E1,1.792240500E0,7.892621517E0,1.904108644E0
4.110085932E1,1.578684330E0,7.303348541E0,7.940950990E-1
4.111752526E1,1.168805242E0,6.982345104E0,3.874875605E-1
4.113419120E1,3.220347166E-1,6.797449589E0,7.672357559E-1
4.115085714E1,-1.184661269E0,7.141273499E0,2.113802910E0
4.116752307E1,-1.693696022E0,8.278441429E0,2.704332352E0
4.118418901E1,-3.885345459E-1,8.877140045E0,1.891056061E0
4.120085495E1,1.185719147E-1,9.180668831E0,1.394105792E0
4.121752089E1,8.784669042E-1,9.622828484E0,1.922713876E0
4.123418682E1,1.815078139E0,1.017695427E1,3.467243910E0
4.125085276E1,2.208464146E0,1.064108181E1,4.347434998E0
4.126751870E1,1.986658096E0,1.062850380E1,3.587892532E0
4.128418464E1,1.445100307E0,1.037656307E1,2.490103722E0
4.130085057E1,1.258770347E0,9.945902824E0,1.932032585E0
4.131751651E1,1.370045304E0,9.320002556E0,1.781832576E0
4.133418245E1,1.428842545E0,8.575953484E0,1.855490088E0
4.135084839E1,1.264555454E0,8.086626053E0,1.785595536E0
4.136751432E1,8.452739716E-1,8.143107414E0,1.759065032E0
4.138418026E1,7.213625908E-1,8.587063789E0,1.872919440E0
4.140084620E1,9.204099178E-1,9.179009438E0,2.195755720E0
4.141751214E1,9.081581235E-1,9.598861694E0,2.193775415E0
4.143417807E1,1.044872284E0,9.649485588E0,2.090852022E0
4.145084401E1,1.325003266E0,9.583872795E0,2.144646883E0
4.146750995E1,1.470129848E0,9.613418579E0,2.439684153E0
4.148417589E1,1.523156524E0,9.646928787E0,2.598356009E0
4.150084182E1,1.623545170E0,9.531780243E0,2.407188654E0
4.151750776E1,1.736732125E0,9.264427185E0,2.107990026E0
4.153417370E1,1.847602248E0,8.980210304E0,2.016498327E0
4.155083964E1,1.874999404E0,8.823948860E0,2.254213095E0
4.156750557E1,1.685168743E0,8.939290047E0,2.496359825E0
4.158417151E1,1.304113984E0,9.443472862E0,2.417975426E0
4.160083745E1,1.344741464E0,9.935959816E0,2.194990396E0
4.161750339E1,1.432352066E0,1.015949154E1,2.190375328E0
4.163416932E1,1.331768036E0,1.027941227E1,2.120535612E0
4.165083526E1,1.072953105E0,1.027782059E1,2.157984018E0
4.166750120E1,8.036342263E-1,1.020512104E1,2.469951391E0
4.168416714E1,6.442169547E-1,9.948428154E0,3.048007250E0
4.170083307E1,8.326325417E-1,9.552062988E0,3.239853621E0
4.171749901E1,1.251879573E0,9.274600029E0,1.760855675E0
4.173416495E1,1.175226808E0,1.004665470E1,9.124975801E-1
4.175083089E1,1.203592777E0,1.139950085E1,1.709618568E0
4.176749682E1,1.174665093E0,1.235227203E1,1.991848469E0
4.178416276E1,1.025509715E0,1.299774170E1,1.464870453E0
4.180082870E1,7.520573735E-1,1.330637360E1,1.097783089E0
4.181749464E1,9.951939583E-1,1.330785656E1,2.130007744E0
4.183416057E1,1.814508080E0,1.268153763E1,3.338948011E0
4.185082651E1,2.107363939E0,1.133863354E1,2.247892380E0
4.186749245E1,5.453002453E-1,9.876694679E0,1.743896484E0
4.188415839E1,-7.114468515E-2,8.517148018E0,2.383630037E0
4.190082432E1,2.551155388E-1,7.439856052E0,2.859021425E0
4.191749026E1,7.162739635E-1,7.343865871E0,2.858691454E0
4.193415620E1,7.200648189E-1,8.478320122E0,2.595757246E0
4.195082214E1,-2.586040199E-1,1.017770481E1,3.241555929E0
4.196748807E1,-1.696085334E0,1.135713196E1,4.985435009E0
4.198415401E1,-2.357542753E0,1.142682362E1,5.992063046E0
4.200081995E1,-3.853472173E-1,1.022217560E1,4.294135094E0
4.201748589E1,1.380015731E0,8.684433937E0,1.702666640E0
4.203415182E1,1.192321420E0,7.904159069E0,7.095101476E-1
4.205081776E1,3.874669373E-1,7.584514618E0,1.048359632E0
4.206748370E1,-1.510661244E-1,7.340726376E0,2.322428942E0
4.208414964E1,2.187038958E-2,7.036504269E0,4.037326336E0
4.210081557E1,6.832013130E-1,6.889314651E0,5.128590107E0
4.211748151E1,1.178755403E0,6.807530880E0,5.096738815E0
4.213414745E1,1.279042363E0,6.662442684E0,4.197511673E0
4.215081339E1,1.140693069E0,6.569442272E0,3.179696798E0
4.216747932E1,1.117731452E0,6.578514576E0,2.594307423E0
4.218414526E1,1.548320413E0,6.880138874E0,2.792329073E0
4.220081120E1,2.051135063E0,7.473599911E0,3.989987135E0
4.221747714E1,1.793457508E0,8.011181831E0,5.213539124E0
4.223414307E1,1.623575568E0,8.127211571E0,5.667142391E0
4.225080901E1,1.891804814E0,8.124091148E0,5.683926105E0
4.226747495E1,2.069599390E0,8.307378769E0,5.501253605E0
4.228414089E1,1.938521385E0,8.775505066E0,5.057431698E0
4.230080682E1,1.686582088E0,9.219449043E0,4.648919582E0
4.231747276E1,1.680356145E0,9.068093300E0,4.911970615E0
4.233413870E1,2.024685621E0,8.640486717E0,5.363741398E0
4.235080464E1,2.249433756E0,8.710087776E0,5.399487972E0
4.236747057E1,2.269366026E0,9.023514748E0,5.202375889E0
4.238413651E1,2.076513529E0,9.308910370E0,5.115766048E0
4.240080245E1,1.619614124E0,9.376624107E0,5.627867222E0
4.241746839E1,9.287455678E-1,1.021856213E1,6.475526333E0
4.243413432E1,8.366568089E-1,1.166364002E1,6.092516422E0
4.245080026E1,4.702135623E-1,1.286029148E1,5.472018719E0
4.246746620E1,3.627530038E-1,1.331804752E1,3.081867218E0
4.248413214E1,5.395587683E-1,1.242098904E1,1.686224937E0
4.250079807E1,8.052641749E-1,1.152324390E1,1.931723595E0
4.251746401E1,6.930320859E-1,1.092653751E1,3.826259375E0
4.253412995E1,4.860257208E-1,9.696307182E0,5.124696255E0
4.255079589E1,8.167078495E-1,8.541790962E0,3.142497063E0
4.256746182E1,1.092760563E0,7.810852051E0,5.331586003E-1
4.258412776E1,6.917368770E-1,7.228630066E0,-1.125671640E-1
4.260079370E1,1.012257710E-1,6.662683487E0,4.816976488E-1
4.261745964E1,-4.328018427E-1,6.705516815E0,5.950559974E-1
4.263412557E1,-9.746255875E-1,7.967539310E0,-4.522773623E-2
4.265079151E1,-1.648276925E0,9.191851616E0,2.166317701E-1
4.266745745E1,-1.301417828E0,9.369850159E0,1.113047481E0
4.268412339E1,1.913698763E-1,9.381253242E0,2.264571190E0
4.270078932E1,1.579922318E0,1.010510349E1,3.765559435E0
4.271745526E1,2.196622610E0,1.095017147E1,4.093255520E0
4.273412120E1,1.939089656E0,1.108566189E1,3.811422348E0
4.275078714E1,1.554857254E0,1.041518116E1,3.223042727E0
4.276745307E1,1.588816524E0,9.556131363E0,2.453290224E0
4.278411901E1,1.796797395E0,8.636484146E0,2.078852415E0
4.280078495E1,1.839083552E0,7.964143276E0,1.796491027E0
4.281745089E1,1.418864846E0,8.103692055E0,1.458126187E0
4.283411682E1,8.265504837E-1,8.803435326E0,1.519659638E0
4.285078276E1,8.593189120E-1,9.301400185E0,1.992384911E0
4.286744870E1,1.243183732E0,9.553123474E0,2.452350378E0
4.288411464E1,1.544041753E0,9.597577095E0,2.781078577E0
4.290078057E1,1.645507216E0,9.548928261E0,2.516106606E0
4.291744651E1,1.613898158E0,9.470584869E0,2.002186537E0
4.293411245E1,1.612467408E0,9.156857491E0,2.127271414E0
4.295077839E1,1.746108413E0,8.869494438E0,2.561415195E0
4.296744432E1,1.831765532E0,8.799687386E0,2.778575659E0
4.298411026E1,1.791115880E0,9.001551628E0,2.415541887E0
4.300077620E1,1.438124180E0,9.371688843E0,1.918277144E0
4.301744214E1,1.099495769E0,9.534572601E0,1.799393535E0
4.303410807E1,1.062034249E0,9.472252846E0,1.964924812E0
4.305077401E1,1.170854211E0,9.560254097E0,1.969075203E0
4.306743995E1,1.239839196E0,9.733999252E0,1.893479347E0
4.308410589E1,1.398177624E0,1.025054646E1,1.763790727E0
4.310077182E1,1.756204486E0,1.027934647E1,2.243700743E0
4.311743776E1,1.694168687E0,1.038724899E1,2.662477255E0
4.313410370E1,1.163584590E0,1.121066952E1,2.691415548E0
4.315076964E1,1.016739845E0,1.202433014E1,2.211880922E0
4.316743557E1,1.131320119E0,1.270200348E1,1.335280061E0
4.318410151E1,1.109489083E0,1.335722351E1,1.420910835E0
4.320076745E1,1.143658042E0,1.373167133E1,1.388859630E0
4.321743339E1,1.342316628E0,1.301760578E1,9.296083450E-1
4.323409932E1,1.124662042E0,1.139778805E1,5.780890584E-1
4.325076526E1,8.977245688E-1,1.003198719E1,1.333078980E0
4.326743120E1,7.237033248E-1,8.965892792E0,2.857873917E0
4.328409714E1,7.147248387E-1,8.022404671E0,2.905505896E0
4.330076307E1,4.988904893E-1,7.307757854E0,2.564438581E0
4.331742901E1,-2.202299833E-1,7.327747822E0,2.627153158E0
4.333409495E1,-9.603321552E-1,7.953418732E0,2.673335791E0
4.335076089E1,-2.260271788E0,9.232954979E0,2.750784636E0
4.336742682E1,-3.457776308E0,1.071926785E1,3.167734861E0
4.338409276E1,-2.744184732E0,1.153833389E1,3.441408873E0
4.340075870E1,9.844982624E-2,1.114464283E1,3.274972916E0
4.341742464E1,1.562062740E0,1.000191116E1,2.851846457E0
4.343409057E1,5.332186818E-1,8.940608025E0,2.032955170E0
4.345075651E1,-5.592793822E-1,8.551305771E0,1.697541356E0
4.346742245E1,-8.346076608E-1,8.112447739E0,2.097388268E0
4.348408839E1,-4.133725464E-1,7.654178143E0,3.173497200E0
4.350075432E1,1.952334642E-1,7.517023087E0,4.342108250E0
4.351742026E1,6.044589877E-1,7.666909695E0,4.665375233E0
4.353408620E1,6.238257289E-1,7.866312027E0,3.848887444E0
4.355075214E1,4.753240645E-1,7.767141342E0,2.914032221E0
4.356741807E1,3.421131372E-1,7.457262516E0,2.421584845E0
4.358408401E1,2.859292030E-1,7.398092270E0,2.135972261E0
4.360074995E1,4.146390855E-1,7.754793167E0,2.286082506E0
4.361741589E1,8.125824332E-1,8.199010849E0,3.163895369E0
4.363408182E1,1.376811028E0,8.719685555E0,4.301620960E0
4.365074776E1,1.410175681E0,9.201619148E0,5.174147606E0
4.366741370E1,7.695002556E-1,9.563968658E0,5.330858231E0
4.368407964E1,7.032497525E-1,9.476538658E0,4.878438950E0
4.370074557E1,8.149926662E-1,9.186321259E0,4.238872051E0
4.371741151E1,7.817458510E-1,8.810368538E0,4.036858559E0
4.373407745E1,7.209496498E-1,8.956328392E0,4.080584526E0
4.375074339E1,9.651252627E-1,9.282006264E0,3.976967096E0
4.376740932E1,1.162944436E0,9.378184319E0,3.773045301E0
4.378407526E1,1.168887377E0,9.168021202E0,3.634522200E0
4.380074120E1,1.287188053E0,8.949021339E0,3.670134306E0
4.381740714E1,1.513965011E0,8.515659332E0,3.858919859E0
4.383407307E1,1.399802566E0,8.760306358E0,3.707641602E0
4.385073901E1,7.442032695E-1,1.019515514E1,2.432542562E0
4.386740495E1,-3.042319976E-2,1.209869099E1,1.463153839E0
4.388407089E1,-2.695693076E-1,1.358135319E1,1.572963715E0
4.390073682E1,-4.877898097E-2,1.365442181E1,2.023948431E0
4.391740276E1,6.063684821E-1,1.253405762E1,1.945649624E0
4.393406870E1,1.384710789E0,1.104548359E1,1.661253333E0
4.395073464E1,1.805534959E0,9.892639160E0,1.176041842E0
4.396740057E1,1.318556666E0,8.927384377E0,6.934183240E-1
4.398406651E1,4.755546153E-1,8.037377357E0,3.809204102E-1
4.400073245E1,9.053402394E-2,7.459908009E0,2.840901613E-1
4.401739839E1,1.618989706E-1,7.639962673E0,4.007183015E-1
4.403406432E1,1.811165214E-1,8.559615135E0,6.538398862E-1
4.405073026E1,2.868428230E-1,9.636408806E0,9.227983356E-1
4.406739620E1,6.547046304E-1,1.020223713E1,1.470675588E0
4.408406214E1,1.089141130E0,1.004198837E1,2.198549032E0
4.410072807E1,1.227964163E0,9.631760597E0,2.125087023E0
4.411739401E1,1.145593286E0,9.653823853E0,1.175310016E0
4.413405995E1,1.277352214E0,1.016323376E1,3.967157900E-1
4.415072589E1,2.569749594E0,9.129305840E0,-1.773061603E-1
4.416739182E1,1.606702924E0,1.063544369E1,5.411121845E-1
4.418405776E1,7.832428813E-1,1.134919643E1,1.214866042E0
4.420072370E1,5.798354745E-1,1.073249817E1,1.215674281E0
4.421738964E1,2.964529991E-1,1.052372265E1,1.011491656E0
4.423405557E1,1.417612553E0,9.885579109E0,2.975543737E0
4.425072151E1,1.683535695E0,8.488829613E0,1.738021731E0
4.426738745E1,1.576323152E0,8.340476036E0,6.810799986E-2
4.428405339E1,1.419887066E0,9.375139236E0,-6.282529980E-2
4.430071932E1,1.604386806E0,1.001580811E1,3.699325025E-1
4.431738526E1,1.633888364E0,9.792386055E0,1.085964561E0
4.433405120E1,1.680344224E0,9.553681374E0,2.102258444E0
4.435071714E1,1.986220360E0,9.857936859E0,2.871765137E0
4.436738307E1,2.596155167E0,1.019941521E1,2.020841599E0
4.438404901E1,1.187253833E0,1.044006634E1,8.597311378E-1
4.440071495E1,7.718778253E-1,9.548884392E0,1.417353302E-1
4.441738089E1,1.355395675E0,9.320258141E0,-3.590334579E-2
4.443404682E1,1.689082503E0,1.005577946E1,-7.955714129E-3
4.445071276E1,1.299055457E0,1.070194626E1,1.832194328E-1
4.446737870E1,7.619931102E-1,1.038643742E1,3.265943229E-1
4.448404464E1,6.406689882E-1,9.814898491E0,1.592635512E-1
4.450071057E1,8.336874843E-1,9.691212654E0,-1.061430201E-1
4.451737651E1,1.131579995E0,9.581515312E0,4.247428104E-2
4.453404245E1,1.699982285E0,9.101010323E0,3.416328132E-1
4.455070839E1,2.087299347E0,8.478065491E0,5.492653251E-1
4.456737432E1,2.251896858E0,8.614369392E0,7.573742270E-1
4.458404026E1,2.303977013E0,9.391833305E0,1.848175645E0
4.460070620E1,2.195064783E0,9.889457703E0,2.485615969E0
4.461737214E1,2.155450344E0,9.928709984E0,1.884058952E0
4.463403807E1,2.042920828E0,9.920098305E0,1.235842347E0
4.465070401E1,1.972159028E0,1.002838993E1,1.117959619E0
4.466736995E1,2.057776690E0,9.836592674E0,9.046440721E-1
4.468403589E1,2.269351244E0,9.309342384E0,3.658093214E-1
4.470070182E1,2.786354780E0,9.026988983E0,-8.087080121E-1
4.471736776E1,3.639466524E0,8.883953094E0,-2.841380358E0
4.473403370E1,3.859774351E0,8.793929100E0,-3.978135824E0
4.475069964E1,2.470810175E0,9.583763123E0,-1.524816036E0
4.476736557E1,1.543510556E0,1.046684361E1,-3.634890616E-1
4.478403151E1,1.597777724E0,1.001931953E1,-7.912468910E-1
4.480069745E1,1.920692444E0,9.849619865E0,-1.002828240E0
4.481736339E1,2.150192499E0,9.837255478E0,-9.582154155E-1
4.483402932E1,2.235603094E0,9.802874565E0,-6.173408628E-1
4.485069526E1,1.984133363E0,9.644165993E0,-6.660733223E-1
4.486736120E1,1.630027771E0,9.453342438E0,-6.597872972E-1
4.488402714E1,1.528979897E0,9.556582451E0,-6.620759368E-1
4.490069307E1,1.780565739E0,9.903642654E0,-6.783988476E-1
4.491735901E1,2.237990379E0,9.963734627E0,-9.699245095E-1
4.493402495E1,2.461252928E0,9.824921608E0,-1.240795732E0
4.495069089E1,2.423116446E0,9.778576851E0,-8.553562760E-1
4.496735682E1,2.425956964E0,9.938861847E0,-2.803147137E-1
4.498402276E1,2.692761660E0,9.771629333E0,-5.113573074E-1
4.500068870E1,2.754885435E0,9.605219841E0,-8.079588413E-1
4.501735464E1,2.532146692E0,9.405396461E0,-9.901692867E-1
4.503402057E1,2.199868441E0,9.165039062E0,-1.083208680E0
4.505068651E1,2.121193409E0,9.202719688E0,-9.340264201E-1
4.506735245E1,2.104047060E0,9.313025475E0,-6.712325215E-1
4.508401839E1,2.027324915E0,9.545322418E0,-3.236145377E-1
4.510068432E1,1.966255188E0,9.590514183E0,-3.553243577E-1
4.511735026E1,1.844989777E0,9.308005333E0,-7.498366237E-1
4.513401620E1,1.909194350E0,9.085963249E0,-1.278373122E0
4.515068214E1,2.037132025E0,8.963486671E0,-1.378626347E0
4.516734807E1,2.103173018E0,8.964114189E0,-1.175746918E0
4.518401401E1,2.024311066E0,9.278320312E0,-1.105665565E0
4.520067995E1,1.842493653E0,9.811354637E0,-1.152633548E0
4.521734589E1,1.853477120E0,9.932112694E0,-1.413076401E0
4.523401182E1,2.111536741E0,9.659210205E0,-1.405707717E0
4.525067776E1,2.323075056E0,9.579356194E0,-9.424971938E-1
4.526734370E1,2.253608942E0,9.800604820E0,-1.011826634E0
4.528400964E1,2.761889219E0,9.837412834E0,-2.207589865E0
4.530067557E1,3.201567888E0,9.758423805E0,-1.458502173E0
4.531734151E1,3.085991621E0,1.011843395E1,-1.705050468E0
4.533400745E1,2.708826065E0,1.025390720E1,-1.152853847E0
4.535067339E1,2.138817549E0,1.031532764E1,-8.596099019E-1
4.536733932E1,1.826237202E0,1.088020802E1,-4.376502335E-1
4.538400526E1,1.743569493E0,1.124642658E1,-1.975214481E-2
4.540067120E1,1.721722603E0,1.104888916E1,-6.515364051E-1
4.541733714E1,1.713069320E0,1.087927532E1,-1.291044593E0
4.543400307E1,1.955554366E0,1.058375835E1,-1.628311038E0
4.545066901E1,2.340409040E0,9.809821129E0,-1.852860451E0
4.546733495E1,3.134336710E0,8.950893402E0,-1.076359510E0
4.548400089E1,4.241494656E0,8.588171959E0,-2.682782710E-1
4.550066682E1,3.594510317E0,9.055499077E0,-1.039147973E-1
4.551733276E1,2.871608019E0,9.369791985E0,-5.670874715E-1
4.553399870E1,3.185356379E0,8.992360115E0,-9.389512539E-1
4.555066464E1,2.714538574E0,8.408490181E0,-3.930501044E-1
4.556733057E1,1.469880462E0,8.767594337E0,3.769525588E-1
4.558399651E1,7.294442058E-1,9.958426476E0,-4.391572177E-1
4.560066245E1,2.441426516E0,9.830968857E0,-2.335979223E0
4.561732839E1,3.260018110E0,8.865868568E0,-1.698835015E0
4.563399432E1,2.647155046E0,8.591921806E0,-1.484614968E0
4.565066026E1,3.065931320E0,9.143236160E0,5.232549310E-1
4.566732620E1,3.128399611E0,1.029595661E1,1.750549674E0
4.568399214E1,2.937209368E0,1.004374218E1,-1.605198979E-1
4.570065807E1,3.361239195E0,9.848467827E0,-1.536401629E0
4.571732401E1,3.695264816E0,9.818911552E0,-6.043694019E-1
4.573398995E1,3.180013895E0,9.616278648E0,4.788125753E-1
4.575065589E1,3.130100965E0,9.580582619E0,8.052501678E-1
4.576732182E1,3.003984690E0,9.513106346E0,1.080146194E0
4.578398776E1,2.832903624E0,9.544944763E0,9.219319224E-1
4.580065370E1,2.792845964E0,9.515159607E0,7.145202160E-1
4.581731964E1,2.519614697E0,9.451446533E0,1.465237290E-1
4.583398557E1,2.342853308E0,9.525891304E0,-3.703393638E-1
4.585065151E1,2.740066528E0,9.547767639E0,-1.900546104E-1
4.586731745E1,2.880788565E0,9.611046791E0,2.786927521E-1
4.588398339E1,2.667839766E0,9.661538124E0,8.943818212E-1
4.590064932E1,2.609392405E0,9.840649605E0,1.441732764E0
4.591731526E1,2.680310965E0,9.656572342E0,1.777883887E0
4.593398120E1,2.899455786E0,9.671868324E0,1.026385799E-1
4.595064714E1,2.618865728E0,9.701339722E0,-9.609538913E-1
4.596731307E1,2.887506485E0,9.745823860E0,3.208569586E-1
4.598397901E1,3.029638052E0,1.002811909E1,1.068121314E0
4.600064495E1,3.179037809E0,1.016025257E1,1.037986994E0
4.601731089E1,3.107722044E0,1.012017822E1,6.552946568E-1
4.603397682E1,3.001576662E0,9.978325844E0,2.086122781E-1
4.605064276E1,2.899307251E0,1.003866768E1,-1.152218804E-1
4.606730870E1,2.875130415E0,1.001147938E1,3.202706873E-1
4.608397464E1,2.899417162E0,1.009805584E1,3.137371242E-1
4.610064057E1,2.885568380E0,1.020440674E1,-4.235516489E-1
4.611730651E1,3.071759462E0,1.014958191E1,-6.978216171E-1
4.613397245E1,3.150106192E0,1.010777664E1,-7.842129469E-2
4.615063839E1,2.966615677E0,9.958137512E0,2.287963778E-1
4.616730432E1,2.807523966E0,9.920596123E0,3.648881614E-1
4.618397026E1,3.120843172E0,9.986717224E0,1.014217973E0
4.620063620E1,2.773635149E0,9.953100204E0,1.378225684E0
4.621730214E1,2.732830763E0,9.704020500E0,1.651408970E-1
4.623396807E1,2.464771986E0,9.616052628E0,-6.985660195E-1
4.625063401E1,2.773744583E0,9.368275642E0,-1.250228435E-1
4.626729995E1,2.855896711E0,9.368960381E0,3.869464099E-1
4.628396589E1,3.198966980E0,9.403004646E0,5.341827273E-1
4.630063182E1,3.221190691E0,9.654251099E0,2.269371897E-1
4.631729776E1,3.334076166E0,9.797402382E0,1.206296310E-1
4.633396370E1,3.157990456E0,9.942416191E0,4.707352221E-1
4.635062964E1,3.398780584E0,9.890048981E0,1.143425822E0
4.636729557E1,3.532163382E0,9.613694191E0,1.715731502E0
4.638396151E1,3.373464823E0,9.557021141E0,2.185111284E0
4.640062745E1,3.568375587E0,9.654216766E0,1.402068019E0
4.641729339E1,3.604030371E0,9.942292213E0,7.432100177E-1
4.643395932E1,3.945292234E0,1.005891705E1,9.090263247E-1
4.645062526E1,3.867771149E0,9.870397568E0,1.721137881E0
4.646729120E1,4.086780548E0,9.584254265E0,1.699922085E0
4.648395714E1,4.322789669E0,9.639215469E0,7.718196511E-1
4.650062307E1,4.360805511E0,9.776953697E0,9.173685908E-1
4.651728901E1,4.363656044E0,9.526649475E0,1.453123093E0
4.653395495E1,4.657862186E0,9.228030205E0,2.120696306E0
4.655062089E1,4.590703964E0,9.164258003E0,1.062859058E0
4.656728682E1,4.522006512E0,9.364234924E0,7.750235498E-2
4.658395276E1,4.184426785E0,9.009173393E0,2.998940945E-1
4.660061870E1,4.464802265E0,8.837242126E0,6.002727151E-1
4.661728464E1,4.264536381E0,9.108201981E0,7.489037514E-1
4.663395057E1,4.594169617E0,8.984953880E0,8.244740963E-1
4.665061651E1,4.324036598E0,8.770948410E0,3.133378923E-1
4.666728245E1,4.261396408E0,8.649464607E0,-3.155946434E-1
4.668394839E1,4.405494213E0,8.494660378E0,-2.322553843E-1
4.670061432E1,3.921740294E0,8.504776955E0,6.621476263E-2
4.671728026E1,3.686776161E0,8.374636650E0,-3.684956133E-1
4.673394620E1,4.066321850E0,8.145466805E0,-9.939651489E-1
4.675061214E1,3.458180189E0,8.439061165E0,-9.078335166E-1
4.676727807E1,3.345350266E0,9.022244453E0,8.111783117E-2
4.678394401E1,3.810405016E0,9.285676003E0,9.095983505E-1
4.680060995E1,3.680390596E0,9.649369240E0,5.063557029E-1
4.681727589E1,3.426400900E0,9.857047081E0,1.097526908E0
4.683394182E1,3.816500902E0,9.473977089E0,1.991609573E0
4.685060776E1,3.762197495E0,9.530914307E0,1.450956821E0
4.686727370E1,3.610860825E0,9.487978935E0,5.984787941E-1
4.688393964E1,3.442840576E0,9.335746765E0,4.768320620E-1
4.690060557E1,3.383297205E0,9.323063850E0,7.976757884E-1
4.691727151E1,3.313694954E0,9.428181648E0,9.254341722E-1
4.693393745E1,3.295281172E0,9.402454376E0,7.597169280E-1
4.695060339E1,3.176516294E0,9.303359985E0,1.160244107E0
4.696726932E1,3.365917444E0,9.399888039E0,1.098150969E0
4.698393526E1,3.323424101E0,9.766704559E0,6.411435008E-1
4.700060120E1,3.298039675E0,9.792501450E0,8.307008743E-1
4.701726714E1,3.073979616E0,9.470615387E0,1.360248566E0
4.703393307E1,2.915972710E0,9.467329025E0,1.260012507E0
4.705059901E1,2.942181826E0,9.729175568E0,1.215206146E0
4.706726495E1,2.767935038E0,9.619486809E0,1.340618730E0
4.708393089E1,2.686478376E0,9.393927574E0,1.405342698E0
4.710059682E1,2.846423864E0,9.525879860E0,9.802942276E-1
4.711726276E1,2.739614248E0,9.749741554E0,8.918886781E-1
4.713392870E1,2.747231722E0,9.574562073E0,1.612994075E0
4.715059464E1,2.674045801E0,9.598633766E0,2.183485270E0
4.716726057E1,2.587005377E0,9.677744865E0,2.056630373E0
4.718392651E1,2.340413094E0,9.602855682E0,2.177259684E0
4.720059245E1,2.260430574E0,9.351169586E0,1.807799935E0
4.721725839E1,2.126750231E0,9.250026703E0,1.552363515E0
4.723392432E1,2.072124004E0,9.451123238E0,1.453244567E0
4.725059026E1,1.857023239E0,9.405470848E0,1.677804828E0
4.726725620E1,1.896496177E0,9.103617668E0,2.088151932E0
4.728392214E1,1.734669328E0,9.001491547E0,1.454855919E0
4.730058807E1,1.844639659E0,9.250094414E0,1.041096449E0
4.731725401E1,1.731234193E0,9.244739532E0,1.633003712E0
4.733391995E1,1.837945342E0,9.189290047E0,2.096991539E0
4.735058589E1,1.640538216E0,9.058316231E0,2.481171846E0
4.736725182E1,1.575497746E0,9.218321800E0,1.981552243E0
4.738391776E1,1.481669784E0,9.384387016E0,1.443059921E0
4.740058370E1,1.406271458E0,9.397838593E0,2.116806507E0
4.741724964E1,1.158693552E0,9.363391876E0,2.575839996E0
4.743391557E1,1.292133451E0,9.147339821E0,2.926979780E0
4.745058151E1,1.458077788E0,8.950363159E0,2.141132355E0
4.746724745E1,1.474125028E0,8.761816978E0,1.297188878E0
4.748391339E1,1.549407840E0,8.736644745E0,1.618439555E0
4.750057932E1,1.459965587E0,8.875765800E0,2.475139380E0
4.751724526E1,1.424912810E0,9.016990662E0,2.779133081E0
4.753391120E1,1.417843223E0,9.075031281E0,2.013948441E0
4.755057714E1,1.385855675E0,9.124923706E0,1.697122216E0
4.756724307E1,1.353319764E0,9.246963501E0,2.393296242E0
4.758390901E1,1.214187980E0,9.277318001E0,2.629610062E0
4.760057495E1,1.175366998E0,9.145802498E0,2.349612713E0
