"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.358539651E1,-6.059690118E-1,5.579662919E-1,-1.699734479E-3
1.360206245E1,-7.939359546E-1,5.556893945E-1,1.088610590E-1
1.361872839E1,-9.017193317E-1,3.376391232E-1,2.238841057E-1
1.363539432E1,-1.024549603E0,-7.416931447E-3,2.731513381E-1
1.365206026E1,-1.150069833E0,-3.905259371E-1,2.845437527E-1
1.366872620E1,-1.246630311E0,-7.770889401E-1,3.043297529E-1
1.368539214E1,-1.287138581E0,-1.073501706E0,4.062395990E-1
1.370205807E1,-1.171247363E0,-1.068155646E0,6.578897238E-1
1.371872401E1,-1.028999686E0,-4.971828163E-1,8.872395754E-1
1.373538995E1,-1.143519163E0,4.252668023E-1,8.592449427E-1
1.375205589E1,-1.540655732E0,1.141565084E0,6.544958353E-1
1.376872182E1,-1.984367728E0,1.190835834E0,4.679999948E-1
1.378538776E1,-2.432077646E0,9.980823994E-1,3.438958824E-1
1.380205370E1,-2.877967358E0,1.287097573E0,1.885192990E-1
1.381871964E1,-3.079103231E0,1.802987814E0,7.441088557E-2
1.383538557E1,-2.782683372E0,1.800436735E0,1.498029232E-1
1.385205151E1,-2.168814898E0,9.808707833E-1,4.382506013E-1
1.386871745E1,-1.663166881E0,-3.912308440E-2,7.229266167E-1
1.388538339E1,-1.445055127E0,-5.856316090E-1,8.990529776E-1
1.390204932E1,-1.363150477E0,-6.396495104E-1,9.997792840E-1
1.391871526E1,-1.195952177E0,-4.871278107E-1,1.030923128E0
1.393538120E1,-8.284559846E-1,-3.098896146E-1,1.002209306E0
1.395204714E1,-3.461933732E-1,-1.640216857E-1,9.104474187E-1
1.396871307E1,7.730385289E-3,-1.013243757E-2,7.853376865E-1
1.398537901E1,5.858828127E-2,-4.727195576E-2,6.950056553E-1
1.400204495E1,-2.633087635E-1,-4.317986369E-1,7.104998827E-1
1.401871089E1,-7.893033624E-1,-6.712215543E-1,8.218038678E-1
1.403537682E1,-1.188076615E0,-3.277901411E-1,9.249480963E-1
1.405204276E1,-1.409795880E0,3.270175457E-1,9.319350719E-1
1.406870870E1,-1.437249899E0,9.060201049E-1,8.399276733E-1
1.408537464E1,-1.207950711E0,1.212391615E0,7.990828156E-1
1.410204057E1,-7.188251019E-1,1.120428085E0,9.251321554E-1
1.411870651E1,-2.261300534E-1,5.728089213E-1,1.156957746E0
1.413537245E1,2.249404043E-2,1.013954580E-1,1.321865201E0
1.415203839E1,1.633110642E-1,-5.225540604E-3,1.249497175E0
1.416870432E1,2.706487477E-1,-1.344443858E-1,9.718598127E-1
1.418537026E1,3.177694380E-1,-7.834439725E-2,6.793348193E-1
1.420203620E1,2.507572770E-1,3.866446018E-1,4.399465919E-1
1.421870214E1,2.254991680E-1,9.218330979E-1,2.411853075E-1
1.423536807E1,4.140644372E-1,1.129388928E0,1.304216385E-1
1.425203401E1,6.993764043E-1,1.040441036E0,4.805384949E-2
1.426869995E1,1.051589251E0,8.242378235E-1,-2.178027853E-2
1.428536589E1,1.317447782E0,1.632843167E-1,-1.095554605E-1
1.430203182E1,1.286268711E0,-1.159497857E0,-3.849844635E-2
1.431869776E1,1.399329782E0,-8.182482123E-1,2.826368213E-1
1.433536370E1,1.341040730E0,1.961041391E-1,2.619075179E-1
1.435202964E1,1.249257803E0,8.943919539E-1,1.249878295E-2
1.436869557E1,1.164150119E0,3.411602378E-1,-3.358054459E-1
1.438536151E1,9.919947982E-1,3.854563832E-2,-6.195156574E-1
1.440202745E1,7.622315884E-1,3.491640091E-1,-7.199234366E-1
1.441869339E1,5.365467072E-1,8.487764001E-1,-6.507623196E-1
1.443535932E1,3.325259089E-1,1.331419826E0,-4.785027504E-1
1.445202526E1,2.298254371E-1,1.498690844E0,-2.645926178E-1
1.446869120E1,2.732484043E-1,1.266245246E0,-8.965086192E-2
1.448535714E1,3.935336471E-1,8.735167980E-1,-5.886528641E-3
1.450202307E1,5.310461521E-1,4.400474727E-1,-1.634744927E-2
1.451868901E1,7.154005170E-1,4.438862577E-2,-4.749788344E-2
1.453535495E1,9.486241937E-1,-1.650559753E-1,-3.630570322E-2
1.455202089E1,1.133772254E0,-1.596256346E-1,-4.140858352E-2
1.456868682E1,1.216920137E0,-1.156700030E-2,-7.542893291E-2
1.458535276E1,1.224071026E0,1.437111348E-1,-1.085110232E-1
1.460201870E1,1.195492625E0,1.995683163E-1,-1.743426323E-1
1.461868464E1,1.147783995E0,8.414908499E-2,-2.424611151E-1
1.463535057E1,1.080566645E0,-1.932526380E-1,-2.434920967E-1
1.465201651E1,9.852449894E-1,-4.735422432E-1,-1.977162063E-1
1.466868245E1,8.696548939E-1,-6.255095601E-1,-1.477735639E-1
1.468534839E1,7.544230819E-1,-6.462237239E-1,-1.057643369E-1
1.470201432E1,7.003225684E-1,-5.718398094E-1,-1.140485629E-1
1.471868026E1,7.316105366E-1,-4.231719375E-1,-1.763072312E-1
1.473534620E1,7.553578019E-1,-2.447651029E-1,-2.313076556E-1
1.475201214E1,7.176603675E-1,-1.559724659E-1,-2.630304098E-1
1.476867807E1,6.531639099E-1,-1.761521250E-1,-2.853954434E-1
1.478534401E1,6.345060468E-1,-2.506828308E-1,-2.994566262E-1
1.480200995E1,6.714977622E-1,-2.609775066E-1,-3.035565019E-1
1.481867589E1,7.247620225E-1,-2.037141174E-1,-2.911079824E-1
1.483534182E1,7.870126367E-1,-1.366125345E-1,-2.685120404E-1
1.485200776E1,8.246191144E-1,-1.537526399E-1,-2.831423879E-1
1.486867370E1,8.109615445E-1,-2.711389065E-1,-3.267952502E-1
1.488533964E1,7.220885754E-1,-3.776680231E-1,-3.750980794E-1
1.490200557E1,5.483310819E-1,-3.880915046E-1,-4.452030063E-1
1.491867151E1,3.484337926E-1,-3.512571156E-1,-5.088644028E-1
1.493533745E1,2.130731940E-1,-2.903978229E-1,-5.161983371E-1
1.495200339E1,1.557780057E-1,-2.638312578E-1,-4.846596718E-1
1.496866932E1,1.709643602E-1,-3.382565975E-1,-4.390794635E-1
1.498533526E1,1.873403490E-1,-4.558794498E-1,-3.998020589E-1
1.500200120E1,1.565112770E-1,-5.030297637E-1,-3.642589450E-1
1.501866714E1,1.458318383E-1,-4.537954330E-1,-3.380976021E-1
1.503533307E1,1.959024221E-1,-3.474543691E-1,-3.300392926E-1
1.505199901E1,2.881203294E-1,-1.876591742E-1,-3.343582749E-1
1.506866495E1,3.624402881E-1,-2.031168528E-2,-3.454509079E-1
1.508533089E1,3.849968314E-1,2.942764759E-2,-3.404091299E-1
1.510199682E1,3.225897551E-1,-7.221321762E-2,-3.030626476E-1
1.511866276E1,2.912694514E-1,-2.997137904E-1,-2.438080609E-1
1.513532870E1,3.719917536E-1,-6.241421700E-1,-1.661961973E-1
1.515199464E1,4.180249572E-1,-9.314832091E-1,-9.375115484E-2
1.516866057E1,3.339086175E-1,-1.001351237E0,1.149573736E-2
1.518532651E1,1.190737337E-1,-6.591759324E-1,1.370052993E-1
1.520199245E1,-2.452777475E-1,1.655334085E-1,1.656484604E-1
1.521865839E1,-6.773442626E-1,8.084898591E-1,1.222427785E-1
1.523532432E1,-1.071653008E0,7.277989388E-1,1.070977300E-1
1.525199026E1,-1.311497569E0,1.327441782E-1,1.605335027E-1
1.526865620E1,-1.317979932E0,-4.915242493E-1,2.748529911E-1
1.528532214E1,-1.188065767E0,-7.937230468E-1,4.069889188E-1
1.530198807E1,-1.076818824E0,-7.106350064E-1,4.729124606E-1
1.531865401E1,-1.065309167E0,-3.932858706E-1,4.748969674E-1
1.533531995E1,-1.184157372E0,5.192594603E-2,4.511647820E-1
1.535198589E1,-1.365231633E0,4.954831302E-1,3.925010562E-1
1.536865182E1,-1.594590068E0,8.201404214E-1,2.877868712E-1
1.538531776E1,-1.896265388E0,9.834231734E-1,1.806920171E-1
1.540198370E1,-2.168340206E0,9.516932964E-1,1.185843050E-1
1.541864964E1,-2.260516405E0,7.668406367E-1,1.253453493E-1
1.543531557E1,-2.092635632E0,5.380803943E-1,1.725208461E-1
1.545198151E1,-1.658299327E0,2.151096016E-1,2.799884081E-1
1.546864745E1,-1.048810840E0,-1.474242061E-1,5.208168626E-1
1.548531339E1,-5.143828988E-1,-3.386407495E-1,7.267096043E-1
1.550197932E1,-2.161201835E-1,-4.140965044E-1,8.030810952E-1
1.551864526E1,-1.137381047E-1,-5.265778899E-1,7.911484838E-1
1.553531120E1,-1.152885109E-1,-8.763499856E-1,7.619726658E-1
1.555197714E1,-2.336024493E-1,-1.497194409E0,7.563010454E-1
1.556864307E1,-5.458063483E-1,-2.069607258E0,7.628839612E-1
1.558530901E1,-8.754470944E-1,-1.931954265E0,7.628675103E-1
1.560197495E1,-1.065009356E0,-1.144733787E0,7.330279946E-1
1.561864089E1,-1.185615301E0,-2.229624093E-1,6.902707815E-1
1.563530682E1,-1.275907397E0,4.491379857E-1,6.505382061E-1
1.565197276E1,-1.382313490E0,6.542614102E-1,6.038139462E-1
1.566863870E1,-1.463428378E0,5.258964896E-1,5.705201626E-1
1.568530464E1,-1.392581820E0,3.628022373E-1,5.997295976E-1
1.570197057E1,-1.138810635E0,3.610414267E-1,6.931095719E-1
1.571863651E1,-8.535201550E-1,4.219640493E-1,7.669873238E-1
1.573530245E1,-7.057974935E-1,4.407273531E-1,7.643501759E-1
1.575196839E1,-6.711748242E-1,4.504463673E-1,6.956080198E-1
1.576863432E1,-6.245931983E-1,5.200279355E-1,5.917875767E-1
1.578530026E1,-5.288019776E-1,5.624249578E-1,4.643496573E-1
1.580196620E1,-3.800624609E-1,5.204368234E-1,3.282281458E-1
1.581863214E1,-1.586868465E-1,4.811826944E-1,2.214826941E-1
1.583529807E1,1.096371040E-1,4.490652084E-1,1.413766742E-1
1.585196401E1,4.017701447E-1,4.005685747E-1,6.373644620E-2
1.586862995E1,6.952247024E-1,3.761200607E-1,-3.723876178E-2
1.588529589E1,9.968268871E-1,4.133715332E-1,-1.370140910E-1
1.590196182E1,1.270079851E0,4.649076164E-1,-2.224645913E-1
1.591862776E1,1.480010152E0,6.016040444E-1,-2.842644155E-1
1.593529370E1,1.439535737E0,4.583414197E-1,-2.897802889E-1
1.595195964E1,7.343075871E-1,-1.069308043E0,-6.496208906E-2
1.596862557E1,5.709725022E-1,-6.855328083E-1,4.281732440E-1
1.598529151E1,1.057579756E0,3.992266655E-1,3.527685404E-1
1.600195745E1,1.649795294E0,1.053450942E0,7.844657451E-2
1.601862339E1,1.774201274E0,3.148216754E-2,-2.087686062E-1
1.603528932E1,1.530099630E0,-6.820172668E-1,-4.702303410E-1
1.605195526E1,1.127504706E0,-4.005836248E-1,-6.177591681E-1
1.606862120E1,8.493537903E-1,2.679413557E-1,-6.811820865E-1
1.608528714E1,7.638096809E-1,9.615480900E-1,-5.915532112E-1
1.610195307E1,6.078464985E-1,1.340673089E0,-3.508805335E-1
1.611861901E1,4.140902758E-1,1.225402713E0,-7.461942732E-2
1.613528495E1,2.723364234E-1,8.191050887E-1,1.524334848E-1
1.615195089E1,2.620805800E-1,3.639814556E-1,2.640988827E-1
1.616861682E1,4.239740670E-1,-3.447655123E-3,2.273709774E-1
1.618528276E1,6.915385723E-1,-2.509447038E-1,1.331977248E-1
1.620194870E1,8.948535323E-1,-3.500877917E-1,3.654464707E-2
1.621861464E1,9.599584937E-1,-2.720028162E-1,-8.874522895E-2
1.623528057E1,9.685113430E-1,-1.580505222E-1,-2.169482410E-1
1.625194651E1,9.670410752E-1,-1.613133997E-1,-3.037777245E-1
1.626861245E1,9.590432048E-1,-2.924889326E-1,-3.975074887E-1
1.628527839E1,9.278115630E-1,-5.192953944E-1,-5.374653935E-1
1.630194432E1,8.431196809E-1,-7.259216309E-1,-6.387607455E-1
1.631861026E1,7.079046369E-1,-7.382860184E-1,-6.635640860E-1
1.633527620E1,5.716197491E-1,-5.430541635E-1,-6.375846267E-1
1.635194214E1,4.776653051E-1,-3.538110554E-1,-5.770435929E-1
1.636860807E1,4.261195064E-1,-2.979680896E-1,-4.809634686E-1
1.638527401E1,3.889361024E-1,-3.257866204E-1,-3.763927817E-1
1.640193995E1,3.478920460E-1,-3.156591058E-1,-2.883342803E-1
1.641860589E1,3.268654048E-1,-2.442479134E-1,-2.386763394E-1
1.643527182E1,3.384469748E-1,-1.563878953E-1,-1.847615540E-1
1.645193776E1,3.635084927E-1,-1.381229013E-1,-9.888308495E-2
1.646860370E1,4.292500317E-1,-1.889525205E-1,-6.684146821E-3
1.648526964E1,5.649359822E-1,-2.603433132E-1,5.083389580E-2
1.650193557E1,6.788687706E-1,-2.573155165E-1,5.630210787E-2
1.651860151E1,6.791741252E-1,-1.429479867E-1,1.659743674E-2
1.653526745E1,6.375429630E-1,1.196131948E-2,-3.983864188E-2
1.655193339E1,6.585785747E-1,7.847280800E-2,-1.033278629E-1
1.656859932E1,6.835364699E-1,-1.948268898E-2,-1.755118668E-1
1.658526526E1,6.228832006E-1,-2.289755642E-1,-2.610891759E-1
1.660193120E1,4.977602363E-1,-3.744871616E-1,-3.277001083E-1
1.661859714E1,3.818258643E-1,-3.384679854E-1,-3.538008034E-1
1.663526307E1,3.168886006E-1,-2.156335413E-1,-3.678527772E-1
1.665192901E1,2.704470158E-1,-1.843448132E-1,-3.636183143E-1
1.666859495E1,2.138668448E-1,-2.847781181E-1,-3.341346383E-1
1.668526089E1,1.698433757E-1,-3.702443838E-1,-2.741468847E-1
1.670192682E1,1.856790930E-1,-3.298838437E-1,-2.107069492E-1
1.671859276E1,2.733840346E-1,-1.678455919E-1,-1.850559115E-1
1.673525870E1,3.682767153E-1,-4.815270659E-3,-1.992157102E-1
1.675192464E1,3.739108443E-1,1.273450702E-1,-2.355939746E-1
1.676859057E1,3.444867432E-1,1.397998184E-1,-2.596424818E-1
1.678525651E1,2.472046167E-1,-3.677263111E-2,-2.969567478E-1
1.680192245E1,1.352132484E-2,-3.126265407E-1,-3.332650959E-1
1.681858839E1,-2.018460333E-1,-5.806755424E-1,-4.109123647E-1
1.683525432E1,-2.447655797E-1,-7.672689557E-1,-5.232173204E-1
1.685192026E1,-5.997533351E-2,-8.515968919E-1,-5.828291178E-1
1.686858620E1,2.541384399E-1,-7.014038563E-1,-5.633005500E-1
1.688525214E1,4.994710088E-1,-2.095504254E-1,-4.388675988E-1
1.690191807E1,5.417065024E-1,4.414432645E-1,-1.749211550E-1
1.691858401E1,3.992679119E-1,1.075166583E0,1.992679834E-1
1.693524995E1,1.809726059E-1,1.534547567E0,4.304021895E-1
1.695191589E1,-3.663268313E-2,1.719964385E0,4.300110936E-1
1.696858182E1,-2.106844485E-1,1.546622634E0,3.798680604E-1
1.698524776E1,-3.212091327E-1,9.734941125E-1,3.670645058E-1
1.700191370E1,-3.640868664E-1,1.545361727E-1,3.779282272E-1
1.701857964E1,-3.914000988E-1,-6.232798696E-1,4.076643884E-1
1.703524557E1,-4.607479274E-1,-1.016097426E0,4.095602632E-1
1.705191151E1,-6.557322145E-1,-8.628378510E-1,3.321996629E-1
1.706857745E1,-1.041531682E0,-3.637213707E-1,1.926037669E-1
1.708524339E1,-1.558880568E0,1.530838460E-1,6.544075161E-2
1.710190932E1,-2.104439735E0,4.411673546E-1,-1.483076066E-2
1.711857526E1,-2.533593655E0,3.540787399E-1,-5.218046904E-2
1.713524120E1,-2.646893978E0,-2.149525434E-1,-4.764901102E-2
1.715190714E1,-2.260045528E0,-9.449447989E-1,3.576863557E-3
1.716857307E1,-1.550034881E0,-1.633609176E0,1.360132098E-1
1.718523901E1,-8.988447785E-1,-1.985943675E0,3.602389693E-1
1.720190495E1,-5.712277293E-1,-1.649699092E0,5.598564148E-1
1.721857089E1,-5.666072965E-1,-8.372909427E-1,6.474465132E-1
1.723523682E1,-8.003064990E-1,-1.757957488E-1,6.272639036E-1
1.725190276E1,-1.183924317E0,4.198485240E-2,6.047940850E-1
1.726856870E1,-1.655514836E0,3.882944211E-2,6.109549999E-1
1.728523464E1,-1.924354196E0,2.163157240E-2,6.369316578E-1
1.730190057E1,-1.752598882E0,1.166518107E-1,6.999545097E-1
1.731856651E1,-1.340460181E0,5.020447969E-1,7.783353925E-1
1.733523245E1,-9.783914089E-1,9.088814855E-1,8.251539469E-1
1.735189839E1,-8.237436414E-1,8.059339523E-1,8.049433827E-1
1.736856432E1,-9.919415116E-1,-1.486661285E-2,7.562929392E-1
1.738523026E1,-1.229506373E0,-7.550957799E-1,7.349566221E-1
1.740189620E1,-1.266028166E0,-8.898558021E-1,7.298884988E-1
1.741856214E1,-1.109328866E0,-5.402122140E-1,7.226288319E-1
1.743522807E1,-8.835511208E-1,-1.423427314E-1,7.469364405E-1
1.745189401E1,-6.630553603E-1,5.376071483E-2,8.065749407E-1
1.746855995E1,-5.069623590E-1,8.088263869E-2,8.521853089E-1
1.748522589E1,-4.500093460E-1,1.636382192E-1,8.026633263E-1
1.750189182E1,-4.451392293E-1,2.965027690E-1,6.671141386E-1
1.751855776E1,-3.826729059E-1,3.727484345E-1,4.968421161E-1
1.753522370E1,-1.716932356E-1,3.727859259E-1,3.046075404E-1
1.755188964E1,2.127491236E-1,3.479328752E-1,1.072981209E-1
1.756855557E1,6.606774926E-1,3.046072721E-1,1.922629774E-3
1.758522151E1,1.095297456E0,2.153695077E-1,-4.451499134E-2
1.760188745E1,1.494555831E0,9.872785211E-2,-1.385609508E-1
1.761855339E1,1.509358287E0,-4.129166007E-1,-2.382041812E-1
1.763521932E1,9.243769646E-1,-1.589679599E0,-2.666004002E-4
1.765188526E1,8.583865166E-1,-9.061601162E-1,5.087335706E-1
1.766855120E1,1.333638549E0,7.494285107E-1,4.549245536E-1
1.768521714E1,1.459845901E0,1.558489084E0,1.442871392E-1
1.770188307E1,1.076240659E0,8.343654871E-2,-2.126962543E-1
1.771854901E1,9.838389754E-1,-9.969650507E-1,-6.276444197E-1
1.773521495E1,1.396138549E0,-9.433965087E-1,-9.565204382E-1
1.775188089E1,1.692756057E0,-1.240110621E-1,-1.021916986E0
1.776854682E1,1.435064435E0,6.076135039E-1,-8.885591030E-1
1.778521276E1,8.701371551E-1,1.176763296E0,-6.542696953E-1
1.780187870E1,4.383924305E-1,1.608296514E0,-3.939153850E-1
1.781854464E1,2.643973231E-1,1.867610097E0,-1.859847307E-1
1.783521057E1,3.315982819E-1,1.724899530E0,-8.036272228E-2
1.785187651E1,5.561485291E-1,1.179216266E0,-3.763546050E-2
1.786854245E1,7.591208816E-1,5.895318985E-1,-1.412607357E-2
1.788520839E1,8.186456561E-1,2.050246894E-1,-1.578767970E-2
1.790187432E1,7.732616067E-1,1.027778238E-1,-8.214792609E-2
1.791854026E1,7.758913636E-1,1.341616958E-1,-1.966073811E-1
1.793520620E1,8.569394946E-1,1.375911087E-1,-3.135907948E-1
1.795187214E1,9.213538766E-1,8.171162754E-2,-3.888061941E-1
1.796853807E1,9.412716031E-1,3.671478853E-2,-4.094954133E-1
1.798520401E1,9.319018722E-1,-4.695824161E-2,-4.056652486E-1
1.800186995E1,8.906598091E-1,-2.070522010E-1,-4.026075304E-1
1.801853589E1,8.465275168E-1,-3.189453781E-1,-3.505265415E-1
1.803520182E1,8.255841732E-1,-3.925237954E-1,-2.594485581E-1
1.805186776E1,8.163759112E-1,-5.110164285E-1,-2.204656005E-1
1.806853370E1,7.841554284E-1,-6.364818215E-1,-2.913149893E-1
1.808519964E1,7.052164674E-1,-8.074075580E-1,-4.173555672E-1
1.810186557E1,5.618805885E-1,-1.052503943E0,-5.061964989E-1
1.811853151E1,3.696610332E-1,-1.244265199E0,-5.607460737E-1
1.813519745E1,1.883924156E-1,-1.219432116E0,-5.911980271E-1
1.815186339E1,9.505342692E-2,-9.219973683E-1,-5.930471420E-1
1.816852932E1,1.348707378E-1,-5.231125951E-1,-5.606442094E-1
1.818519526E1,2.590436339E-1,-3.897120357E-1,-4.823846221E-1
1.820186120E1,4.053965807E-1,-4.570634663E-1,-3.954623044E-1
1.821852714E1,5.239432454E-1,-5.151502490E-1,-3.096928895E-1
1.823519307E1,6.016945839E-1,-5.274038911E-1,-2.497851551E-1
1.825185901E1,6.318615079E-1,-4.592137337E-1,-1.973945200E-1
1.826852495E1,6.288718581E-1,-3.018841147E-1,-1.430945396E-1
1.828519089E1,6.377612948E-1,-1.047445685E-1,-8.690814674E-2
1.830185682E1,6.704455614E-1,2.201548778E-4,-3.416077793E-2
1.831852276E1,6.672775149E-1,-8.365482092E-3,-5.368795246E-3
1.833518870E1,6.228255630E-1,-7.502727211E-2,-9.712424129E-3
1.835185464E1,5.602667332E-1,-1.716605872E-1,-5.239037424E-2
1.836852057E1,4.836706519E-1,-2.200648040E-1,-1.196022555E-1
1.838518651E1,4.138497710E-1,-2.265456021E-1,-1.946034431E-1
1.840185245E1,3.888757229E-1,-2.772755921E-1,-2.623999417E-1
1.841851839E1,3.800993562E-1,-3.640146852E-1,-3.276304603E-1
1.843518432E1,3.920930624E-1,-4.190576077E-1,-3.783818185E-1
1.845185026E1,4.464260340E-1,-3.959860802E-1,-3.975337446E-1
1.846851620E1,4.397867918E-1,-3.391047120E-1,-4.202759862E-1
1.848518214E1,3.644115329E-1,-3.209650815E-1,-4.295707643E-1
1.850184807E1,2.765162587E-1,-3.577321768E-1,-4.189462960E-1
1.851851401E1,1.872912049E-1,-4.116145372E-1,-4.069756567E-1
1.853517995E1,1.674127281E-1,-4.664307833E-1,-3.691640794E-1
1.855184589E1,1.452429444E-1,-4.566477537E-1,-3.251896203E-1
1.856851182E1,-1.682086661E-2,-3.712922633E-1,-2.866300046E-1
1.858517776E1,-1.709578633E-1,-3.329440951E-1,-2.193790674E-1
1.860184370E1,-1.735990047E-1,-4.327799678E-1,-1.388095915E-1
1.861850964E1,-8.011779934E-2,-6.588002443E-1,-7.462257892E-2
1.863517557E1,-8.313120343E-4,-9.159101844E-1,-4.072763026E-2
1.865184151E1,5.097275134E-3,-1.117642164E0,-2.347410470E-2
1.866850745E1,-5.741165578E-2,-1.206202149E0,-3.677329421E-2
1.868517339E1,-1.622266322E-1,-1.073862076E0,-3.243051469E-2
1.870183932E1,-2.882210612E-1,-6.597767472E-1,5.469809473E-2
1.871850526E1,-4.354590178E-1,-1.111866161E-1,2.383794785E-1
1.873517120E1,-6.771271229E-1,2.643749118E-1,4.179101586E-1
1.875183714E1,-1.029962301E0,4.270419776E-1,4.832496941E-1
1.876850307E1,-1.440026641E0,6.996200681E-1,4.276236594E-1
1.878516901E1,-1.757350564E0,1.043673754E0,3.087824583E-1
1.880183495E1,-1.902013898E0,1.186760545E0,1.878190041E-1
1.881850089E1,-1.855909109E0,9.626471400E-1,1.163356155E-1
1.883516682E1,-1.873786330E0,3.844687641E-1,1.492856294E-1
1.885183276E1,-2.026717186E0,-2.741601169E-1,2.712969184E-1
1.886849870E1,-2.167629719E0,-5.965014100E-1,4.031249881E-1
1.888516464E1,-2.096869230E0,-4.046438932E-1,5.299032927E-1
1.890183057E1,-1.667458653E0,-2.217846923E-4,6.792279482E-1
1.891849651E1,-1.058409572E0,3.430558145E-1,8.289766908E-1
1.893516245E1,-6.741478443E-1,6.325727105E-1,8.666647077E-1
1.895182839E1,-6.679813266E-1,7.884534001E-1,7.687934041E-1
1.896849432E1,-8.529675007E-1,6.929007173E-1,6.291596293E-1
1.898516026E1,-1.031113744E0,3.916371465E-1,5.088170171E-1
1.900182620E1,-1.081487417E0,7.401463576E-3,4.431947768E-1
1.901849214E1,-1.007547140E0,-3.964837790E-1,4.179028571E-1
1.903515807E1,-8.128371835E-1,-7.034570575E-1,4.096058905E-1
1.905182401E1,-4.951227307E-1,-8.492161632E-1,4.326595962E-1
1.906848995E1,-3.148111701E-2,-3.471902907E-1,5.052323937E-1
1.908515589E1,4.076744914E-1,5.652541518E-1,4.805995822E-1
1.910182182E1,6.304466128E-1,1.171676874E0,3.101577461E-1
1.911848776E1,6.588473916E-1,1.206789494E0,9.521338344E-2
1.913515370E1,6.326105595E-1,8.292002678E-1,-4.475442320E-2
1.915181964E1,6.270200610E-1,4.634874463E-1,-9.577970952E-2
1.916848557E1,6.369533539E-1,3.553180397E-1,-1.143190488E-1
1.918515151E1,6.216887832E-1,4.698373079E-1,-1.121135280E-1
1.920181745E1,5.416495800E-1,6.832290292E-1,-1.192700788E-1
1.921848339E1,4.619694352E-1,8.779903054E-1,-1.764189005E-1
1.923514932E1,4.220545292E-1,9.839423299E-1,-2.775303423E-1
1.925181526E1,4.431433976E-1,9.502778053E-1,-3.652423024E-1
1.926848120E1,4.742696285E-1,8.635922074E-1,-3.904547393E-1
1.928514714E1,4.623712599E-1,8.156606555E-1,-3.348604143E-1
1.930181307E1,3.653873503E-1,7.639253139E-1,-1.950802803E-1
1.931847901E1,1.637586057E-1,6.051221490E-1,3.289771453E-2
1.933514495E1,4.242573678E-2,3.809653223E-1,3.295065761E-1
1.935181089E1,1.748217642E-1,2.151220888E-1,5.968565941E-1
1.936847682E1,4.567131996E-1,1.414922625E-1,7.358822823E-1
1.938514276E1,6.385904551E-1,1.197161525E-1,7.280580997E-1
1.940180870E1,6.209595799E-1,1.383296102E-1,5.761235356E-1
1.941847464E1,5.352683067E-1,1.313979775E-1,3.445486724E-1
1.943514057E1,3.762970269E-1,3.414312005E-2,3.536856174E-2
1.945180651E1,1.837154329E-1,-1.435165703E-1,-2.063763738E-1
1.946847245E1,5.831314716E-3,-2.864784896E-1,-3.410987258E-1
1.948513839E1,-4.065303132E-2,-2.956233323E-1,-3.661468327E-1
1.950180432E1,1.181280334E-2,-2.937189043E-1,-2.089108527E-1
1.951847026E1,1.177504137E-1,-3.790335059E-1,7.660937309E-2
1.953513620E1,2.980040610E-1,-6.154188514E-1,2.745924294E-1
1.955180214E1,4.787043333E-1,-7.520684600E-1,2.633761764E-1
1.956846807E1,5.674373507E-1,-6.055824757E-1,5.492943525E-2
1.958513401E1,6.023681164E-1,-3.093026578E-1,-2.009027004E-1
1.960179995E1,6.178351045E-1,-3.848511726E-2,-2.862889767E-1
1.961846589E1,5.444334745E-1,1.581448466E-1,-1.399237514E-1
1.963513182E1,3.813340068E-1,4.420900047E-1,7.149858773E-2
1.965179776E1,3.087431490E-1,7.699593902E-1,1.513666213E-1
1.966846370E1,3.885490298E-1,8.996515870E-1,5.390911549E-2
1.968512964E1,4.725777507E-1,8.079372048E-1,-9.112869948E-2
1.970179557E1,4.869118035E-1,6.199523807E-1,-1.688661575E-1
1.971846151E1,4.428599477E-1,5.004709959E-1,-1.888149977E-1
1.973512745E1,3.928021789E-1,4.557414651E-1,-1.612462103E-1
1.975179339E1,3.757345974E-1,2.741488814E-1,-9.397681803E-2
1.976845932E1,4.032410383E-1,-6.795173045E-3,-1.296123490E-2
1.978512526E1,4.617375731E-1,-1.738477051E-1,6.422110647E-2
1.980179120E1,5.268093944E-1,-1.681438982E-1,1.018391699E-1
1.981845714E1,5.527183414E-1,-1.197203472E-1,6.136707962E-2
1.983512307E1,5.343924165E-1,-1.373649389E-1,-3.823127598E-2
1.985178901E1,5.391638279E-1,-8.713056147E-2,-1.633589268E-1
1.986845495E1,5.891448855E-1,7.783116400E-2,-2.681936920E-1
1.988512089E1,6.052960753E-1,2.204720229E-1,-3.542221487E-1
1.990178682E1,5.609577894E-1,2.621705532E-1,-4.355807602E-1
1.991845276E1,5.216167569E-1,2.352504432E-1,-4.734385014E-1
1.993511870E1,5.395058990E-1,2.003250867E-1,-4.427470863E-1
1.995178464E1,6.054878235E-1,1.900518984E-1,-3.357852399E-1
1.996845057E1,6.956484914E-1,1.807226092E-1,-2.016240358E-1
1.998511651E1,7.510697842E-1,9.816802293E-2,-1.234138682E-1
2.000178245E1,6.948327422E-1,-4.780152813E-2,-1.356165409E-1
2.001844839E1,5.694706440E-1,-1.851265877E-1,-2.232874334E-1
