"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.031756026E1,-9.404396415E-1,5.301216841E-1,1.455819905E-1
4.033422620E1,-1.225776434E0,6.410766244E-1,3.415770531E-1
4.035089214E1,-1.718209147E0,8.515141010E-1,4.684675336E-1
4.036755807E1,-2.149959564E0,9.309330583E-1,6.071039438E-1
4.038422401E1,-2.395404816E0,8.593966365E-1,7.236955762E-1
4.040088995E1,-2.565535545E0,6.416003108E-1,7.790661454E-1
4.041755589E1,-2.774647713E0,3.131820560E-1,7.606592774E-1
4.043422182E1,-2.838056087E0,-3.258866668E-1,7.527881861E-1
4.045088776E1,-2.586484909E0,-9.127920270E-1,7.268233299E-1
4.046755370E1,-2.377654791E0,-1.120764017E0,6.303572655E-1
4.048421964E1,-2.029997826E0,-1.333357573E0,6.392573118E-1
4.050088557E1,-1.381116152E0,-1.231346846E0,7.740995884E-1
4.051755151E1,-7.399654984E-1,-6.408844590E-1,7.069967389E-1
4.053421745E1,-2.654635906E-1,4.544110894E-1,3.995105624E-1
4.055088339E1,1.678609699E-1,1.655511260E0,2.324634194E-1
4.056754932E1,4.194797873E-1,2.069890976E0,1.880050004E-1
4.058421526E1,4.763150513E-1,1.654270768E0,8.784184605E-2
4.060088120E1,4.436145127E-1,9.339761138E-1,-7.480278611E-2
4.061754714E1,3.807015717E-1,3.582217395E-1,-1.580209434E-1
4.063421307E1,3.128183484E-1,1.258571893E-1,-8.813999593E-3
4.065087901E1,2.565895915E-1,1.788995713E-1,2.127667367E-1
4.066754495E1,2.444610745E-1,3.013984859E-1,3.065604270E-1
4.068421089E1,2.670277655E-1,3.429700136E-1,2.620966733E-1
4.070087682E1,2.978642583E-1,2.369621098E-1,1.201415583E-1
4.071754276E1,3.653988838E-1,7.982970774E-2,-2.587797865E-2
4.073420870E1,4.723755121E-1,1.143709756E-3,-1.005047932E-1
4.075087464E1,5.771471858E-1,2.816336043E-2,-1.101290211E-1
4.076754057E1,6.541255713E-1,1.097519472E-1,-9.553635865E-2
4.078420651E1,7.240517139E-1,2.125546038E-1,-6.995108724E-2
4.080087245E1,7.802715898E-1,3.244227767E-1,-4.094714671E-2
4.081753839E1,7.415241599E-1,4.405978918E-1,-3.059431911E-2
4.083420432E1,5.833855271E-1,4.530197382E-1,-3.275336325E-2
4.085087026E1,4.010486007E-1,3.210192323E-1,-4.366565496E-2
4.086753620E1,3.091012836E-1,1.775941551E-1,-5.320120603E-2
4.088420214E1,3.656143248E-1,1.646838039E-1,-4.756150395E-2
4.090086807E1,5.222227573E-1,2.476822436E-1,-2.943253517E-2
4.091753401E1,6.431030631E-1,2.787783146E-1,6.162574515E-3
4.093419995E1,6.312885284E-1,6.308932602E-2,5.801559240E-2
4.095086589E1,5.707530379E-1,-3.337294459E-1,1.264808774E-1
4.096753182E1,5.506963134E-1,-7.097713351E-1,2.255564928E-1
4.098419776E1,5.440396667E-1,-7.761671543E-1,3.029723763E-1
4.100086370E1,4.354757071E-1,-4.550190270E-1,3.604618907E-1
4.101752964E1,2.427235842E-1,-4.893869534E-2,4.387873709E-1
4.103419557E1,4.959343374E-2,9.641188383E-2,5.006657839E-1
4.105086151E1,-3.444034234E-2,-2.227680534E-1,3.813308775E-1
4.106752745E1,-1.296472270E-2,-8.814311624E-1,8.290060610E-2
4.108419339E1,-1.669095829E-2,-1.541834474E0,-2.715416551E-1
4.110085932E1,-8.166778833E-2,-1.888889194E0,-6.067999005E-1
4.111752526E1,-1.201597676E-1,-1.840905905E0,-8.594147563E-1
4.113419120E1,-5.816219747E-2,-1.447540045E0,-9.840808511E-1
4.115085714E1,2.127846628E-1,-7.634053230E-1,-8.709906340E-1
4.116752307E1,6.436795592E-1,1.749823540E-1,-5.023940206E-1
4.118418901E1,8.048878312E-1,8.684272170E-1,-1.991941631E-1
4.120085495E1,6.360973716E-1,1.004862547E0,-4.974342138E-2
4.121752089E1,4.064353108E-1,8.610582948E-1,1.502713375E-2
4.123418682E1,3.942273259E-1,7.409123778E-1,-2.519410104E-2
4.125085276E1,6.127093434E-1,5.717555881E-1,-1.231973395E-1
4.126751870E1,7.925031185E-1,2.996626496E-1,-1.924822927E-1
4.128418464E1,7.621791363E-1,-1.351433434E-2,-1.785461009E-1
4.130085057E1,6.034170389E-1,-2.976175845E-1,-1.182863340E-1
4.131751651E1,4.412795901E-1,-4.551032186E-1,-8.242042363E-2
4.133418245E1,3.416031003E-1,-4.992269576E-1,-1.032566950E-1
4.135084839E1,3.060330153E-1,-4.538107514E-1,-1.578872204E-1
4.136751432E1,3.069571853E-1,-3.730891049E-1,-1.926415265E-1
4.138418026E1,3.338407576E-1,-3.034626842E-1,-1.917356253E-1
4.140084620E1,3.944196701E-1,-2.716995478E-1,-2.256588042E-1
4.141751214E1,4.549409747E-1,-3.078938425E-1,-2.752968669E-1
4.143417807E1,4.833385348E-1,-3.005346656E-1,-3.094351590E-1
4.145084401E1,5.112140775E-1,-1.580341160E-1,-3.457301557E-1
4.146750995E1,5.474141240E-1,4.788223282E-2,-3.727165759E-1
4.148417589E1,5.728481412E-1,1.580007523E-1,-3.742917180E-1
4.150084182E1,5.670461059E-1,1.912471503E-1,-3.647983372E-1
4.151750776E1,5.328958035E-1,1.998001039E-1,-3.665634096E-1
4.153417370E1,4.760431349E-1,1.811828315E-1,-3.872861564E-1
4.155083964E1,4.356801808E-1,9.345218539E-2,-4.235526919E-1
4.156750557E1,4.184468389E-1,-8.227254450E-2,-4.515016377E-1
4.158417151E1,3.951908350E-1,-2.144462764E-1,-4.231272340E-1
4.160083745E1,3.400543332E-1,-1.916766614E-1,-3.589887321E-1
4.161750339E1,2.845280468E-1,-8.185916394E-2,-2.962360978E-1
4.163416932E1,2.560669780E-1,-2.410241589E-2,-2.181113660E-1
4.165083526E1,2.368873954E-1,-1.783279888E-2,-1.140480116E-1
4.166750120E1,2.348588705E-1,-3.086112067E-2,-2.505164593E-3
4.168416714E1,2.491158396E-1,-1.204099581E-1,8.187359571E-2
4.170083307E1,2.871123850E-1,-2.968423367E-1,9.405402839E-2
4.171749901E1,2.003571987E-1,-3.792879581E-1,-1.128422841E-2
4.173416495E1,-6.515784562E-2,-2.874923348E-1,-1.575981677E-1
4.175083089E1,-3.054108918E-1,-2.181071192E-1,-2.250491679E-1
4.176749682E1,-4.514263570E-1,-2.156930715E-1,-2.244340479E-1
4.178416276E1,-6.801517606E-1,8.697450161E-3,-1.399210095E-1
4.180082870E1,-1.021626234E0,4.022764862E-1,4.686827958E-2
4.181749464E1,-1.394698501E0,7.613679767E-1,3.091210723E-1
4.183416057E1,-1.614932775E0,9.130224586E-1,5.182464719E-1
4.185082651E1,-1.857079744E0,1.128324270E0,6.042302251E-1
4.186749245E1,-2.219804764E0,1.364027381E0,6.972247958E-1
4.188415839E1,-2.479158401E0,1.230990171E0,8.776119351E-1
4.190082432E1,-2.535681963E0,6.891527772E-1,9.632294774E-1
4.191749026E1,-2.382288694E0,1.046194136E-1,9.288247228E-1
4.193415620E1,-2.165712357E0,-2.266499847E-1,7.939310074E-1
4.195082214E1,-1.988080859E0,-6.293910742E-1,6.774300337E-1
4.196748807E1,-1.704627872E0,-1.357988954E0,6.890449524E-1
4.198415401E1,-1.194676042E0,-2.215152264E0,8.025361300E-1
4.200081995E1,-6.114748120E-1,-2.552878857E0,7.386494875E-1
4.201748589E1,-2.183721662E-1,-1.837086797E0,3.641807139E-1
4.203415182E1,-3.963576257E-2,-5.255107880E-1,-3.537882119E-3
4.205081776E1,3.729104623E-2,6.916234493E-1,-1.783401966E-1
4.206748370E1,7.442186028E-2,1.419128656E0,-1.973926425E-1
4.208414964E1,1.591564119E-1,1.576006651E0,-1.529363692E-1
4.210081557E1,3.295801878E-1,1.418504000E0,-1.358149648E-1
4.211748151E1,4.984480739E-1,1.213239074E0,-1.383101344E-1
4.213414745E1,5.827536583E-1,1.115493059E0,-9.993012995E-2
4.215081339E1,5.638707280E-1,1.141006827E0,1.605315506E-2
4.216747932E1,4.399516881E-1,1.113758445E0,1.795158088E-1
4.218414526E1,2.225861251E-1,8.484292626E-1,2.738682926E-1
4.220081120E1,6.615687162E-2,3.904504478E-1,2.404037118E-1
4.221747714E1,1.161755249E-1,-4.660464078E-2,1.719493270E-1
4.223414307E1,3.052695096E-1,-2.547774911E-1,1.366589516E-1
4.225080901E1,5.143235326E-1,-1.734363735E-1,7.843799889E-2
4.226747495E1,6.542306542E-1,8.230008185E-2,-2.352694422E-2
4.228414089E1,6.739692092E-1,3.699524105E-1,-1.034545228E-1
4.230080682E1,5.651091933E-1,6.014425159E-1,-9.674114734E-2
4.231747276E1,4.318459332E-1,7.389376760E-1,-6.017651409E-3
4.233413870E1,4.050003588E-1,7.556283474E-1,1.052228510E-1
4.235080464E1,4.618002772E-1,7.481365204E-1,2.004445195E-1
4.236747057E1,5.224105716E-1,7.254552245E-1,2.697977126E-1
4.238413651E1,5.074548721E-1,5.909596086E-1,2.958751023E-1
4.240080245E1,4.063086808E-1,2.326742262E-1,2.794749439E-1
4.241746839E1,3.488911986E-1,-2.439255714E-1,2.874750793E-1
4.243413432E1,3.217136264E-1,-5.078188777E-1,3.362703919E-1
4.245080026E1,2.748567462E-1,-5.018945336E-1,4.054843485E-1
4.246746620E1,1.025968567E-1,-2.829524130E-2,5.096644759E-1
4.248413214E1,-1.467649937E-1,7.797896266E-1,6.022772789E-1
4.250079807E1,-3.044036329E-1,1.248930812E0,5.872594118E-1
4.251746401E1,-3.032869101E-1,8.988566995E-1,4.564767778E-1
4.253412995E1,-6.345541775E-2,-1.579998583E-1,2.572786808E-1
4.255079589E1,1.171462685E-1,-1.194372654E0,-6.569046527E-3
4.256746182E1,1.922635734E-2,-1.557393909E0,-3.145713210E-1
4.258412776E1,-1.399489492E-1,-1.475027919E0,-5.661134124E-1
4.260079370E1,-1.171166450E-1,-1.370242953E0,-7.065657973E-1
4.261745964E1,1.108321622E-1,-1.135306239E0,-7.501168251E-1
4.263412557E1,3.653399348E-1,-4.964925945E-1,-6.580690742E-1
4.265079151E1,4.815704226E-1,3.106580675E-1,-4.002446234E-1
4.266745745E1,5.103519559E-1,7.260342240E-1,-7.894454896E-2
4.268412339E1,5.828118920E-1,9.357936382E-1,8.942224085E-2
4.270078932E1,7.957746983E-1,1.082861543E0,7.408038527E-2
4.271745526E1,9.949285388E-1,1.118595600E0,-2.378508076E-2
4.273412120E1,9.894454479E-1,8.748627305E-1,-8.831240237E-2
4.275078714E1,8.336891532E-1,3.528904617E-1,-7.069577277E-2
4.276745307E1,6.402155161E-1,-1.130216345E-1,-4.077346623E-2
4.278411901E1,4.818688035E-1,-4.197697937E-1,-6.405976415E-2
4.280078495E1,4.034390748E-1,-6.268170476E-1,-1.531514525E-1
4.281745089E1,3.650401831E-1,-6.969718933E-1,-2.459728122E-1
4.283411682E1,3.527956605E-1,-6.268772483E-1,-2.609363198E-1
4.285078276E1,4.054626226E-1,-5.116808414E-1,-2.461280227E-1
4.286744870E1,4.959521890E-1,-4.411981404E-1,-2.913838327E-1
4.288411464E1,5.857395530E-1,-4.076738954E-1,-3.832519352E-1
4.290078057E1,6.424770355E-1,-2.969111502E-1,-4.561346173E-1
4.291744651E1,6.083707213E-1,-4.588826746E-2,-4.708107710E-1
4.293411245E1,5.291162133E-1,1.879769415E-1,-4.412042201E-1
4.295077839E1,5.016677976E-1,2.730004191E-1,-4.005808234E-1
4.296744432E1,5.180089474E-1,2.493028194E-1,-3.572656810E-1
4.298411026E1,4.987004995E-1,1.586387753E-1,-3.044908941E-1
4.300077620E1,3.933514655E-1,5.106348172E-2,-2.260993123E-1
4.301744214E1,2.711156905E-1,-6.803511828E-2,-1.136050448E-1
4.303410807E1,2.272282988E-1,-2.397409976E-1,-3.821826726E-2
4.305077401E1,2.596101761E-1,-3.849963546E-1,-2.672591805E-2
4.306743995E1,3.170744479E-1,-4.498812258E-1,-6.853458285E-2
4.308410589E1,2.934926748E-1,-4.717623293E-1,-1.444202065E-1
4.310077182E1,1.655546278E-1,-5.915512443E-1,-2.781545818E-1
4.311743776E1,3.825180605E-2,-8.139927983E-1,-4.153791964E-1
4.313410370E1,-2.001920342E-2,-8.571593761E-1,-4.090798795E-1
4.315076964E1,-5.288399756E-2,-6.525591016E-1,-2.464469969E-1
4.316743557E1,-2.179802060E-1,-2.850005031E-1,-4.806931317E-2
4.318410151E1,-4.499418139E-1,3.885132819E-2,1.543351561E-1
4.320076745E1,-6.529262066E-1,2.696610689E-1,3.654960692E-1
4.321743339E1,-9.088553786E-1,4.660246968E-1,5.282126665E-1
4.323409932E1,-1.264081120E0,6.053992510E-1,5.774816275E-1
4.325076526E1,-1.629544020E0,6.370669603E-1,5.357413292E-1
4.326743120E1,-1.789128065E0,5.028765202E-1,4.152655005E-1
4.328409714E1,-1.813518643E0,2.952733934E-1,2.426852584E-1
4.330076307E1,-1.842085242E0,7.736165822E-2,4.004181921E-2
4.331742901E1,-1.816168427E0,-2.002014816E-1,-9.999283403E-2
4.333409495E1,-1.703583479E0,-5.366362929E-1,-1.290119886E-1
4.335076089E1,-1.549662232E0,-8.875876069E-1,-1.440546662E-2
4.336742682E1,-1.347992539E0,-1.310836792E0,3.098646998E-1
4.338409276E1,-1.062649012E0,-1.641838908E0,6.576597691E-1
4.340075870E1,-7.219082713E-1,-1.548965573E0,6.218210459E-1
4.341742464E1,-4.233056307E-1,-1.062752128E0,1.698515117E-1
4.343409057E1,-2.760078311E-1,-4.516878128E-1,-2.170374095E-1
4.345075651E1,-2.217828929E-1,2.059524953E-1,-2.950024605E-1
4.346742245E1,-1.777687520E-1,7.591790557E-1,-1.775574684E-1
4.348408839E1,-8.956750482E-2,1.052477956E0,-6.107412279E-2
4.350075432E1,9.885787219E-2,1.051031470E0,-2.802812308E-2
4.351742026E1,3.309732080E-1,8.329077363E-1,-6.385429204E-2
4.353408620E1,4.943447113E-1,6.386713982E-1,-9.725754708E-2
4.355075214E1,5.686365962E-1,6.713835001E-1,-6.449915469E-2
4.356741807E1,6.008531451E-1,8.498644233E-1,2.188511565E-2
4.358408401E1,5.959772468E-1,9.717501998E-1,1.162313074E-1
4.360074995E1,5.034868717E-1,8.478407264E-1,1.715326309E-1
4.361741589E1,3.992809653E-1,4.475707710E-1,1.443041712E-1
4.363408182E1,4.109637141E-1,-5.144276097E-2,1.362463087E-2
4.365074776E1,5.631554723E-1,-4.303339720E-1,-1.682111025E-1
4.366741370E1,7.883913517E-1,-5.472557545E-1,-2.465894222E-1
4.368407964E1,9.907527566E-1,-3.524245322E-1,-2.056028843E-1
4.370074557E1,1.100249052E0,1.155418456E-1,-1.292377412E-1
4.371741151E1,1.147297978E0,5.860300660E-1,-3.161337972E-2
4.373407745E1,1.133740783E0,7.412471175E-1,6.390682608E-2
4.375074339E1,1.017191887E0,5.473758578E-1,1.271895915E-1
4.376740932E1,8.173118234E-1,2.099206299E-1,1.449562013E-1
4.378407526E1,6.263133883E-1,-1.170816869E-1,1.617460847E-1
4.380074120E1,5.126776099E-1,-3.347589374E-1,1.893217862E-1
4.381740714E1,5.200201869E-1,-4.375812411E-1,1.986570954E-1
4.383407307E1,6.014819741E-1,-5.075681210E-1,2.049844563E-1
4.385073901E1,5.897853374E-1,-4.486594200E-1,2.822547853E-1
4.386740495E1,4.182240963E-1,-1.760359854E-1,4.670325816E-1
4.388407089E1,1.649513990E-1,1.730904430E-1,6.660332084E-1
4.390073682E1,-7.549620233E-3,4.750756919E-1,7.993292809E-1
4.391740276E1,-4.879668355E-2,7.367411256E-1,8.274455070E-1
4.393406870E1,-2.773397788E-2,9.282746911E-1,7.010006905E-1
4.395073464E1,-7.643475384E-2,9.189313054E-1,4.277197421E-1
4.396740057E1,-2.207811177E-1,7.173119187E-1,1.444850266E-1
4.398406651E1,-3.765899837E-1,4.951526821E-1,1.225077920E-2
4.400073245E1,-4.747280777E-1,3.018181026E-1,6.567744538E-3
4.401739839E1,-4.797174633E-1,1.269911230E-1,2.011422813E-2
4.403406432E1,-3.805674314E-1,-6.112468895E-3,1.952996850E-2
4.405073026E1,-1.901668608E-1,-5.780915916E-2,1.779418997E-2
4.406739620E1,8.712185174E-2,-1.523855142E-2,1.909929328E-2
4.408406214E1,4.571250677E-1,1.023301389E-2,6.829164922E-4
4.410072807E1,8.284833431E-1,-2.138684690E-2,-3.959009796E-2
4.411739401E1,1.071304440E0,5.577398092E-2,-3.179553896E-2
4.413405995E1,1.126627684E0,3.291661739E-1,1.613245718E-2
4.415072589E1,9.228270054E-1,3.312472999E-1,9.284034371E-3
4.416739182E1,5.952697396E-1,-5.441274866E-2,2.508018166E-3
4.418405776E1,2.784467936E-1,-6.128572822E-1,1.168230176E-1
4.420072370E1,1.638748124E-2,-1.083895922E0,2.647890449E-1
4.421738964E1,-2.954367399E-1,-1.629554033E0,3.676662147E-1
4.423405557E1,-2.589881420E-1,-1.560709715E0,3.350158334E-1
4.425072151E1,1.164828688E-1,-6.371421218E-1,1.622537971E-1
4.426738745E1,2.138588428E-1,5.651169643E-2,4.287771881E-2
4.428405339E1,1.661642492E-1,4.872041345E-1,-1.861262694E-2
4.430071932E1,1.087665111E-1,6.095727086E-1,-3.205756098E-2
4.431738526E1,5.962055922E-2,2.364713103E-1,-3.076988459E-2
4.433405120E1,-2.811038867E-2,-9.531002641E-1,1.116853207E-3
4.435071714E1,2.094300687E-1,-1.514041185E0,7.686640322E-2
4.436738307E1,5.913900733E-1,-1.068063617E0,6.798246503E-2
4.438404901E1,8.035135865E-1,-5.036250353E-1,1.927240752E-2
4.440071495E1,7.917937636E-1,-2.172580808E-1,5.279204249E-2
4.441738089E1,6.620505452E-1,-6.688351929E-2,-4.349618405E-2
4.443404682E1,4.839787483E-1,7.093951851E-2,-2.439802587E-1
4.445071276E1,2.897390723E-1,1.855143756E-1,-3.659622967E-1
4.446737870E1,1.067914888E-1,1.985298842E-1,-2.799185812E-1
4.448404464E1,-5.901844800E-2,1.639590710E-1,-7.750058919E-2
4.450071057E1,-2.101197094E-1,1.759431213E-1,1.408441216E-1
4.451737651E1,-3.140735030E-1,2.059082836E-1,3.535723984E-1
4.453404245E1,-3.408279121E-1,1.932171732E-1,4.902310669E-1
4.455070839E1,-3.067272902E-1,1.251624525E-1,4.864962399E-1
4.456737432E1,-2.387518585E-1,-1.406372339E-2,3.898862898E-1
4.458404026E1,-1.004767865E-1,-3.554893732E-1,2.936559916E-1
4.460070620E1,1.627535969E-1,-9.972505569E-1,2.643363178E-1
4.461737214E1,4.509933293E-1,-1.619682908E0,2.591099143E-1
4.463403807E1,7.026742101E-1,-2.019747257E0,2.417029738E-1
4.465070401E1,9.661648273E-1,-2.276627541E0,2.506017685E-1
4.466736995E1,1.259497762E0,-2.402611017E0,2.726231217E-1
4.468403589E1,1.544853449E0,-2.299157619E0,2.596992850E-1
4.470070182E1,1.766842961E0,-1.814604878E0,2.054572105E-1
4.471736776E1,1.787760854E0,-8.723678589E-1,1.189620346E-1
4.473403370E1,1.523134470E0,2.793380022E-1,2.982001752E-3
4.475069964E1,9.841840267E-1,7.731150985E-1,-4.269249737E-2
4.476736557E1,2.049864531E-1,2.281254977E-1,4.349635169E-2
4.478403151E1,-3.362577856E-1,-1.173163727E-1,1.124191657E-1
4.480069745E1,-5.395948887E-1,-9.108097851E-2,1.165649369E-1
4.481736339E1,-5.405075550E-1,1.059330851E-1,6.020098180E-2
4.483402932E1,-4.194734693E-1,2.780698240E-1,-4.270961881E-2
4.485069526E1,-2.546223402E-1,3.640902638E-1,-1.481206119E-1
4.486736120E1,-8.144410700E-2,3.805981278E-1,-1.811723411E-1
4.488402714E1,9.178069979E-2,3.265406191E-1,-1.726531982E-1
4.490069307E1,2.583392560E-1,2.082858533E-1,-1.557841897E-1
4.491735901E1,3.727452755E-1,9.769795090E-2,-1.819400191E-1
4.493402495E1,4.031776190E-1,2.164174616E-2,-2.149254680E-1
4.495069089E1,3.213558197E-1,-1.609855592E-1,-1.582803130E-1
4.496735682E1,9.956176579E-2,-7.034515738E-1,6.568431854E-4
4.498402276E1,-1.259395480E-1,-1.178947806E0,1.327481568E-1
4.500068870E1,-2.401934713E-1,-1.237632155E0,1.650661528E-1
4.501735464E1,-2.453578711E-1,-9.723181129E-1,1.506675482E-1
4.503402057E1,-1.969324946E-1,-5.614745021E-1,1.432327181E-1
4.505068651E1,-1.098029092E-1,-1.811444312E-1,1.486627012E-1
4.506735245E1,1.419597771E-2,9.734106064E-2,1.453958154E-1
4.508401839E1,1.591724753E-1,2.140749544E-1,1.262177080E-1
4.510068432E1,2.648782730E-1,2.017389834E-1,9.222567081E-2
4.511735026E1,2.652548552E-1,1.232528165E-1,6.744115055E-2
4.513401620E1,1.579284817E-1,6.407489628E-2,5.316792428E-2
4.515068214E1,3.335927427E-2,6.200373918E-2,3.947745264E-2
4.516734807E1,-2.514500916E-2,2.773391828E-2,-7.318947464E-3
4.518401401E1,-1.434761751E-2,-4.902793095E-2,-5.278588831E-2
4.520067995E1,3.810786828E-2,-1.438294500E-1,-5.038321763E-2
4.521734589E1,8.911840618E-2,-2.026923448E-1,-1.946849748E-2
4.523401182E1,1.091667861E-1,-2.242962569E-1,-4.595581442E-3
4.525067776E1,1.141446978E-1,-2.872312069E-1,-1.032150537E-2
4.526734370E1,1.387178600E-1,-4.887655973E-1,3.591075540E-2
4.528400964E1,5.584863201E-2,-4.790179133E-1,9.861475974E-2
4.530067557E1,-2.569418773E-2,-3.699444830E-1,4.882819578E-2
4.531734151E1,-3.463372961E-2,-2.931661904E-1,-4.089437425E-2
4.533400745E1,-3.191376105E-2,-1.692062467E-1,-9.708058089E-3
4.535067339E1,8.725967258E-3,-1.801744998E-1,1.235578582E-1
4.536733932E1,1.886177063E-2,-4.131957293E-1,3.296272457E-1
4.538400526E1,4.213661328E-2,-1.080252886E0,4.760758281E-1
4.540067120E1,-1.286091190E-2,-1.540481806E0,5.596312284E-1
4.541733714E1,-1.408427358E-1,-1.592412591E0,6.548973322E-1
4.543400307E1,-3.357529342E-1,-1.367576718E0,7.627196312E-1
4.545066901E1,-6.038494706E-1,-9.895467162E-1,8.252485394E-1
4.546733495E1,-8.663060665E-1,-6.306932569E-1,7.562018633E-1
4.548400089E1,-1.012833953E0,-3.419879675E-1,4.512999654E-1
4.550066682E1,-1.134299159E0,-3.027130365E-1,1.161328033E-1
4.551733276E1,-1.315829873E0,-5.388554931E-1,1.831018738E-2
4.553399870E1,-1.495745897E0,-5.537615418E-1,-3.281544149E-2
4.555066464E1,-1.576885343E0,-4.777420759E-1,-9.768087417E-2
4.556733057E1,-1.451803088E0,-4.877817631E-1,-3.737581521E-2
4.558399651E1,-1.154426813E0,-2.171923369E-1,1.650583446E-1
4.560066245E1,-9.683434963E-1,4.686799049E-1,1.962203979E-1
4.561732839E1,-8.251287937E-1,8.415791988E-1,-1.896507144E-1
4.563399432E1,-5.237296224E-1,1.050443172E0,-5.234159827E-1
4.565066026E1,-5.439348519E-2,1.110131145E0,-5.675525665E-1
4.566732620E1,5.747398138E-1,6.638572812E-1,-3.640110791E-1
4.568399214E1,8.633161187E-1,2.676423192E-1,-2.081833035E-2
4.570065807E1,6.948866248E-1,3.487822711E-1,1.560403556E-1
4.571732401E1,4.018389583E-1,6.730409265E-1,8.331941068E-2
4.573398995E1,2.897355855E-1,8.976078033E-1,2.272978425E-2
4.575065589E1,2.990254462E-1,1.078183413E0,5.670753121E-2
4.576732182E1,3.314064145E-1,1.082298994E0,5.807767063E-2
4.578398776E1,3.690870106E-1,9.988939166E-1,7.256443799E-2
4.580065370E1,3.624061942E-1,8.550880551E-1,4.473876581E-2
4.581731964E1,3.389121890E-1,7.181887627E-1,1.222462766E-2
4.583398557E1,2.913670540E-1,7.784132957E-1,4.961712286E-2
4.585065151E1,2.398139983E-1,8.190410733E-1,4.518189654E-2
4.586731745E1,2.469628006E-1,7.621268630E-1,-3.068960458E-2
4.588398339E1,3.471005559E-1,6.516466141E-1,-7.125833631E-2
4.590064932E1,4.877957702E-1,3.221024275E-1,-2.857385576E-2
4.591731526E1,4.917054474E-1,-2.738297284E-1,3.766122460E-2
4.593398120E1,1.377539039E-1,-8.820130825E-1,4.122476280E-2
4.595064714E1,-3.478800058E-1,-9.899592996E-1,8.418554068E-2
4.596731307E1,-5.459805131E-1,-7.644918561E-1,1.646969318E-1
4.598397901E1,-4.309942126E-1,-5.888443589E-1,1.848533154E-1
4.600064495E1,-2.061161697E-1,-3.674117327E-1,1.295449883E-1
4.601731089E1,-2.265265211E-2,-2.298160344E-1,4.866562411E-2
4.603397682E1,3.952172026E-2,-1.400302351E-1,3.746379539E-2
4.605064276E1,4.175916780E-3,-4.382212088E-2,8.244676888E-2
4.606730870E1,-3.458691761E-2,1.308941096E-1,1.379912496E-1
4.608397464E1,-5.524560437E-2,1.949820966E-1,1.885606647E-1
4.610064057E1,-1.514029950E-1,2.536233068E-1,2.477174401E-1
4.611730651E1,-3.221850395E-1,3.013411760E-1,2.947673798E-1
4.613397245E1,-4.713655710E-1,1.878914535E-1,2.645055652E-1
4.615063839E1,-5.129206181E-1,-5.836072564E-2,2.388172746E-1
4.616730432E1,-4.643524587E-1,-1.874804646E-1,2.722229064E-1
4.618397026E1,-3.294783831E-1,-2.209747881E-1,3.107782304E-1
4.620063620E1,-1.042018756E-1,-3.401496410E-1,3.796725869E-1
4.621730214E1,1.418438181E-2,-3.935782313E-1,4.108704627E-1
4.623396807E1,-5.783870444E-2,-1.996680051E-1,4.125635326E-1
4.625063401E1,-2.132851928E-1,-8.813311905E-2,3.280556500E-1
4.626729995E1,-3.056478500E-1,-1.201393977E-1,2.202011347E-1
4.628396589E1,-3.099796772E-1,-1.894656718E-1,1.339924634E-1
4.630063182E1,-3.016934991E-1,-2.259785980E-1,1.188523397E-1
4.631729776E1,-3.337673545E-1,-1.889058053E-1,1.577758789E-1
4.633396370E1,-3.835331202E-1,-1.477440894E-1,2.288852036E-1
4.635062964E1,-3.900715113E-1,-1.547484696E-1,2.455065846E-1
4.636729557E1,-2.840043306E-1,-9.446032345E-2,2.150973976E-1
4.638396151E1,-7.362308353E-2,-7.734133303E-2,2.168030143E-1
4.640062745E1,1.172003523E-1,-7.100052387E-2,2.137979269E-1
4.641729339E1,1.635096967E-1,1.220501661E-1,1.976303458E-1
4.643395932E1,1.177733466E-1,3.017553091E-1,1.488413066E-1
4.645062526E1,1.583217680E-1,3.711994588E-1,1.068954095E-1
4.646729120E1,2.763567865E-1,2.959426045E-1,8.599531651E-2
4.648395714E1,3.277231455E-1,2.685216367E-1,8.433099091E-2
4.650062307E1,3.773226142E-1,3.766074181E-1,1.496752352E-1
4.651728901E1,5.388116241E-1,4.972914457E-1,3.071586788E-1
4.653395495E1,6.743139625E-1,4.799060225E-1,3.439112306E-1
4.655062089E1,6.569566727E-1,4.609502554E-1,3.074628711E-1
4.656728682E1,5.037040710E-1,6.272512078E-1,2.813553214E-1
4.658395276E1,4.259335101E-1,8.635663390E-1,3.132581413E-1
4.660061870E1,5.026075244E-1,1.107612967E0,3.451454341E-1
4.661728464E1,6.468946934E-1,1.289578795E0,3.479771316E-1
4.663395057E1,7.935591340E-1,1.275732160E0,2.469536662E-1
4.665061651E1,8.925094008E-1,1.247102857E0,1.215519011E-1
4.666728245E1,9.137642384E-1,1.492407203E0,1.038204134E-1
4.668394839E1,9.047420621E-1,1.825809240E0,1.080513895E-1
4.670061432E1,8.920730948E-1,2.229683638E0,1.735908985E-1
4.671728026E1,7.963771224E-1,2.506085634E0,1.788562834E-1
4.673394620E1,5.691092610E-1,2.641424656E0,-1.220592335E-1
4.675061214E1,3.573367596E-1,2.716714621E0,-4.298476577E-1
4.676727807E1,3.449619114E-1,2.817072630E0,-5.010879040E-1
