"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.661378394E1,-7.492003441E-1,3.255558014E-2,1.961312294E-1
2.663045061E1,-7.173746824E-1,1.068706512E-1,-1.339669824E0
2.664711727E1,-5.682084560E-1,1.059503555E-1,-1.668543458E0
2.666378394E1,-2.156023979E-1,9.391880035E-2,-8.097686768E-1
2.668045060E1,7.962481380E-1,2.775793076E-1,1.220017672E0
2.669711727E1,1.214572549E0,3.903341293E-1,2.377654076E0
2.671378394E1,8.544221520E-1,5.067253113E-2,1.137377739E0
2.673045060E1,1.866986156E-1,-4.124183655E-1,-1.423525810E-1
2.674711727E1,-1.191453338E0,-5.905408859E-1,-1.649240255E0
2.676378393E1,-1.159768343E0,-1.146979809E0,-3.178298235E0
2.678045060E1,-1.017121077E-1,-1.354799747E0,-3.025165081E0
2.679711727E1,3.830049038E-1,4.197826385E-1,7.132725716E-1
2.681378393E1,-4.254559278E-1,1.136284828E0,2.520672321E0
2.683045060E1,-1.489679694E0,-1.550407410E-1,1.778667450E0
2.684711726E1,-1.548535585E0,-1.253839016E0,-1.552000046E-1
2.686378393E1,-1.481102467E0,-1.832148552E0,-2.205987453E0
2.688045060E1,-1.417220473E0,-1.687685966E0,-2.220335007E0
2.689711726E1,-1.691914797E0,-1.362978458E0,-6.494030952E-1
2.691378393E1,-1.799084663E0,-1.777719975E0,-2.256491661E0
2.693045059E1,-1.550079703E0,-2.501940250E0,-3.080740452E0
2.694711726E1,-1.313760877E0,-2.457738876E0,-2.786842585E0
2.696378393E1,-1.276222467E0,-2.068656921E0,-1.326386929E0
2.698045059E1,-1.285933971E0,-1.948679924E0,-7.138504982E-1
2.699711726E1,-1.144764185E0,-1.984643459E0,-1.022143364E0
2.701378392E1,-8.398723602E-1,-1.940487862E0,-1.135454178E0
2.703045059E1,-1.378152370E-1,-1.743105412E0,-9.573469162E-1
2.704711726E1,4.889309406E-1,-1.715207577E0,-6.638407707E-1
2.706378392E1,7.906804085E-1,-1.768082142E0,-2.659955025E-1
2.708045059E1,7.963945866E-1,-1.661778927E0,-7.069015503E-2
2.709711725E1,1.149207354E0,-1.629899979E0,9.230866432E-1
2.711378392E1,1.420475006E0,-1.585311413E0,1.041411877E0
2.713045059E1,1.328380823E0,-1.381020069E0,-2.987246513E-1
2.714711725E1,1.062099934E0,-1.314217567E0,-1.666522503E0
2.716378392E1,7.547140121E-1,-1.001996040E0,-1.698150635E-1
2.718045058E1,-3.869230747E-1,9.851560593E-1,4.126959324E0
2.719711725E1,-7.543084621E-1,5.446495056E0,7.960951805E0
2.721378392E1,2.086799860E0,5.144566059E0,-6.623854637E-1
2.723045058E1,9.436678886E-1,3.978223801E0,-4.083406448E0
2.724711725E1,5.633063316E-1,3.976795197E0,1.154773712E0
2.726378391E1,5.611991882E-2,3.358381271E0,2.466044426E0
2.728045058E1,-5.449540615E-1,2.515350342E0,-3.034255266E0
2.729711725E1,-7.172731161E-1,2.229782104E0,-1.902720690E0
2.731378391E1,-9.336258173E-1,2.230012894E0,9.033055305E-1
2.733045058E1,-7.496281862E-1,1.613303185E0,5.524206161E-1
2.734711724E1,-1.946778297E-1,-1.232833862E-1,-1.071505785E0
2.736378391E1,6.792330742E-2,-1.488949776E0,-1.896222353E0
2.738045058E1,6.792330742E-2,-1.488949776E0,-1.896222353E0
2.739711724E1,-9.851598740E-2,-2.310223103E0,-1.505723715E0
2.741378391E1,-9.583574533E-1,-9.292416573E-1,-1.268847227E0
2.743045057E1,-1.206117630E0,-2.977600098E-1,-1.027196646E0
2.744711724E1,-1.014119625E0,-1.238899231E-1,-6.449241638E-1
2.746378391E1,-8.878282309E-1,-1.021547318E-1,-5.728850365E-1
2.748045057E1,-8.624727726E-1,-2.511978149E-1,-7.047488689E-1
2.749711724E1,-8.759831190E-1,-3.842763901E-1,-7.886679173E-1
2.751378390E1,-8.759831190E-1,-3.842763901E-1,-7.886679173E-1
2.753045057E1,3.315409422E-1,-1.143914700E0,-8.658256531E-1
2.754711724E1,2.889003754E-1,-9.527492523E-1,-9.645600319E-1
2.756378390E1,3.684055805E-2,-6.853303909E-1,-6.496138573E-1
2.758045057E1,-3.968763351E-2,-8.508481979E-1,8.614778519E-2
2.759711723E1,9.397435188E-2,-1.140108109E0,3.050546646E-1
2.761378390E1,4.396859407E-1,-1.202033043E0,-5.363464355E-2
2.763045057E1,7.041032314E-1,-1.084082603E0,-4.316999912E-1
2.764711723E1,7.041032314E-1,-1.084082603E0,-4.316999912E-1
2.764711723E1,7.005673647E-1,-8.626918793E-1,-7.536931038E-1
2.768045056E1,1.544339657E-1,-8.986778259E-1,-3.915967941E-1
2.769711723E1,1.659270525E-1,-8.263044357E-1,-2.211024761E-1
2.771378390E1,2.073061466E-2,-7.831764221E-1,-3.042078018E-2
2.773045056E1,-4.022324085E-2,-5.792808533E-1,4.568099976E-3
2.774711723E1,-3.629052639E-2,-2.694120407E-1,5.079889297E-2
2.776378389E1,9.655904770E-2,-2.216625214E-1,-3.399133682E-3
2.778045056E1,5.863347054E-1,-1.733694077E-1,2.474246025E-1
2.779711723E1,5.439673662E-1,4.631042480E-3,8.433804512E-1
2.781378389E1,3.515174389E-1,-8.180332184E-2,9.065067768E-1
2.783045056E1,5.012415648E-1,-3.858222961E-1,4.881699085E-1
2.784711722E1,6.120702028E-1,-4.703216553E-1,4.272410870E-1
2.786378389E1,7.098325491E-1,-3.766422272E-1,2.916805744E-1
2.788045056E1,5.441282988E-1,-2.414178848E-1,4.257993698E-1
2.789711722E1,5.918295383E-1,-1.460409164E-1,6.508491039E-1
2.791378389E1,6.339522600E-1,-1.874122620E-1,6.055953503E-1
2.793045055E1,8.451319933E-1,-1.039571762E-1,3.666356802E-1
2.794711722E1,1.274837852E0,2.222251892E-1,5.417703390E-1
2.796378389E1,1.779911160E0,7.488775253E-1,1.161590457E0
2.798045055E1,1.852325439E0,1.007407188E0,1.521132112E0
2.799711722E1,1.348503828E0,1.520976067E0,1.589532733E0
2.801378388E1,9.885355234E-1,1.995220184E0,1.267043829E0
2.803045055E1,1.102404714E0,2.897446632E0,7.521164417E-2
2.804711722E1,1.180872679E0,3.329796791E0,-2.899165154E-1
2.806378388E1,1.012849331E0,3.837631226E0,3.480279446E-1
2.808045055E1,7.409631014E-1,4.038326263E0,1.039272308E0
2.809711721E1,2.495912313E-1,4.303484917E0,1.074797153E0
2.811378388E1,-2.462354302E-1,4.219888687E0,1.085917950E-1
2.813045055E1,-1.115136147E0,3.365117073E0,-1.014883518E0
2.814711721E1,-1.246900320E0,2.406026840E0,-9.624290466E-1
2.816378388E1,-9.430019259E-1,9.500236511E-1,-2.238478661E-1
2.818045054E1,-7.007579803E-1,-2.684726715E-1,8.668062687E-1
2.819711721E1,-7.759989500E-1,-1.185119629E0,2.394618988E0
2.821378388E1,-1.237224817E0,-1.212233543E0,3.524406195E0
2.823045054E1,-1.424476504E0,-5.353822708E-1,2.896957397E0
2.824711721E1,-9.758324623E-1,-6.429195404E-2,1.327560663E0
2.826378387E1,-8.786439896E-3,6.352043152E-2,-4.322333336E-1
2.828045054E1,2.908448577E-1,-1.602344513E-1,-7.505500317E-1
2.829711721E1,1.296148300E-1,1.921005249E-1,-4.263968468E-1
2.831378387E1,-2.477769256E-1,7.431478500E-1,2.522945404E-3
2.833045054E1,-5.728363395E-1,5.847749710E-1,-7.700459957E-1
2.834711720E1,-5.929084420E-1,-3.563156128E-1,-2.036808729E0
2.836378387E1,-2.510707974E-1,-1.009855747E0,-2.372234583E0
2.838045054E1,1.178739071E-1,-1.118083000E0,-1.143435478E0
2.839711720E1,-2.310878038E-1,-9.314289093E-1,-1.066784859E0
2.841378387E1,-2.310878038E-1,-9.314289093E-1,-1.066784859E0
2.841378387E1,-4.502924681E-1,-8.388252258E-1,-1.715518236E0
2.844711720E1,-1.228629351E-1,-5.533881187E-1,1.094130039E0
2.846378387E1,-1.641058922E-2,-4.508380890E-1,2.542253494E0
2.848045053E1,-1.209247351E0,-6.985316277E-1,1.146691799E0
2.849711720E1,-1.992215514E0,-1.221192360E0,-3.380813599E-1
2.851378386E1,-2.467916250E0,-1.611504555E0,-1.160340786E0
2.853045053E1,-2.264246225E0,-1.846845627E0,-2.157695055E0
2.854711720E1,-1.570950508E0,-2.412094593E0,-3.648842335E0
2.856378386E1,-9.790471792E-1,-2.363045692E0,-3.933376312E0
2.858045053E1,-5.288827419E-1,-1.815314770E0,-2.734083652E0
2.859711719E1,-4.842543602E-1,-1.624055862E0,-1.492291927E0
2.861378386E1,-3.994710445E-1,-1.584314823E0,-3.760547638E-1
2.863045053E1,-2.043623924E-1,-1.671412468E0,1.636996269E-1
2.864711719E1,-9.851741791E-2,-1.639590263E0,5.511908531E-1
2.866378386E1,-4.577012062E-1,-1.510294914E0,5.613274574E-1
2.868045052E1,-8.140642643E-1,-1.306986332E0,6.707262993E-1
2.869711719E1,-5.466325283E-1,-1.286046982E0,8.457469940E-1
2.871378386E1,2.046165466E-1,-1.340752125E0,-7.907533646E-2
2.873045052E1,6.511664391E-1,-1.534836769E0,-7.893891335E-1
2.874711719E1,4.634842873E-1,-1.695713520E0,-5.487079620E-1
2.876378385E1,-1.476106644E-1,-1.648387432E0,-4.294919968E-1
2.878045052E1,-3.379733562E-1,-1.549141407E0,-1.190465927E0
2.879711719E1,-7.030189037E-1,-1.490853786E0,-2.065182924E0
2.881378385E1,-1.799360037E0,-7.052807808E-1,1.760959625E0
2.883045052E1,-1.823032498E0,2.661018848E0,1.210932541E1
2.884711718E1,1.001837254E0,4.651566505E0,3.599788666E0
2.886378385E1,1.188455582E0,3.409312248E0,-7.297811508E0
2.888045052E1,-1.882367134E-1,3.295025826E0,-4.747699738E0
2.889711718E1,-1.181595206E0,4.517490387E0,3.615168571E0
2.891378385E1,-1.046076894E0,4.037912369E0,1.893932819E0
2.893045051E1,-5.004247427E-1,2.937556267E0,1.767578125E-1
2.894711718E1,9.053802490E-2,2.555655479E0,2.317156792E-1
2.896378385E1,8.593329191E-1,2.519736290E0,-9.639737606E-1
2.898045051E1,9.419882298E-1,2.042620659E0,-1.732385635E0
2.899711718E1,5.851985216E-1,5.444869995E-1,-1.441282272E0
2.901378384E1,5.481576920E-1,-7.770614624E-1,-1.108182192E0
2.903045051E1,7.279912233E-1,-2.030874729E0,-1.046829462E0
2.904711718E1,7.584685087E-1,-2.077672958E0,-9.690124989E-1
2.906378384E1,1.160260439E-1,-1.193260193E0,-7.129724026E-1
2.908045051E1,-5.617601871E-1,-4.496154785E-1,-6.766817570E-1
2.909711717E1,-5.851815939E-1,-1.659994125E-1,-8.275012970E-1
2.911378384E1,-3.772870302E-1,-2.117624283E-1,-6.844277382E-1
2.913045051E1,2.593681812E-1,-4.842958450E-1,-9.587399960E-1
2.914711717E1,5.369030237E-1,-5.287580490E-1,-1.359140635E0
2.916378384E1,3.712644577E-1,-6.170253754E-1,-1.347601175E0
2.918045050E1,8.529174328E-2,-8.751363754E-1,-8.352499008E-1
2.919711717E1,-2.331192493E-1,-1.171957493E0,-3.887195587E-1
2.921378384E1,-1.487876177E-1,-1.206491947E0,-4.562916756E-1
2.923045050E1,1.419829130E-1,-9.630117416E-1,-5.351617336E-1
2.924711717E1,2.938657999E-1,-9.911489487E-1,-4.260640144E-1
2.926378383E1,3.306359053E-1,-1.129498482E0,-1.926643848E-1
2.928045050E1,3.223805428E-1,-1.234701157E0,-1.898181438E-1
2.929711717E1,3.890968561E-1,-1.307258606E0,-4.931542873E-1
2.931378383E1,5.129878521E-1,-1.051606178E0,-9.347212315E-1
2.933045050E1,4.606918097E-1,-8.830690384E-1,-8.282115459E-1
2.934711716E1,3.068485260E-1,-7.699241638E-1,9.887218475E-4
2.936378383E1,2.946640253E-1,-6.285791397E-1,7.716658115E-1
2.938045050E1,3.564673662E-1,-3.505773544E-1,7.658545971E-1
2.939711716E1,4.088692665E-1,-2.210493088E-1,1.696026325E-1
2.941378383E1,3.888827562E-1,-1.065664291E-1,-3.816167116E-1
2.943045049E1,4.134653807E-1,-5.349063873E-2,-3.736364841E-1
2.944711716E1,5.958684683E-1,-5.632400513E-2,4.078085423E-1
2.946378383E1,8.843580484E-1,-8.840179443E-2,6.773312092E-1
2.948045049E1,8.813191652E-1,-2.442121506E-1,9.010937214E-1
2.949711716E1,9.653800726E-1,-3.908615112E-1,7.704652548E-1
2.951378382E1,9.024180174E-1,-4.896287918E-1,2.622386217E-1
2.953045049E1,9.767025709E-1,-3.392210007E-1,1.440711021E-1
2.954711716E1,1.282831073E0,7.488918304E-2,3.392629623E-1
2.956378382E1,1.373060703E0,2.764244080E-1,3.785154819E-1
2.958045049E1,1.084835172E0,5.671815872E-1,2.335540056E-1
2.959711715E1,7.827287912E-1,8.353719711E-1,3.840428591E-1
2.961378382E1,1.051943302E0,8.433542252E-1,7.191323042E-1
2.963045049E1,1.271811962E0,7.105512619E-1,8.430963755E-1
2.964711715E1,1.250893116E0,8.666629791E-1,1.127472162E0
2.966378382E1,1.099161506E0,1.028676033E0,1.050242901E0
2.968045048E1,9.435528517E-1,1.665699005E0,8.505092859E-1
2.969711715E1,1.341108561E0,2.035152435E0,2.470372915E-1
2.971378382E1,1.644948125E0,2.701613426E0,4.160964489E-2
2.973045048E1,1.660048008E0,3.786559105E0,6.859145164E-1
2.974711715E1,1.264177084E0,5.255301476E0,1.018851280E0
2.976378381E1,5.954281092E-1,6.042468071E0,9.894788265E-2
2.978045048E1,-1.382238865E-1,6.137535095E0,-5.686717629E-1
2.979711715E1,-1.382238865E-1,6.137535095E0,-5.686717629E-1
2.981378381E1,-2.013488710E-1,2.768391609E0,6.950966120E-1
2.983045048E1,5.913335085E-2,1.433153152E-1,8.001825809E-1
2.984711714E1,-8.251863718E-2,-1.484961510E0,1.153801799E0
2.986378381E1,-7.205102444E-1,-2.772235394E0,1.261004686E0
2.988045048E1,-1.549346924E0,-2.793471336E0,8.156533241E-1
2.989711714E1,-3.080204964E0,-1.780474663E0,3.550851345E-2
2.991378381E1,-3.750162363E0,-9.403791428E-1,-3.431178331E-1
2.993045047E1,-1.093098044E0,-1.190131187E0,-7.552844882E-1
2.994711714E1,-8.053743839E-2,-1.709692001E0,-1.153899193E0
2.996378381E1,6.812214851E-4,-2.201480389E0,-1.466953635E0
2.998045047E1,-1.673262715E-1,-2.278001785E0,-1.236796498E0
2.999711714E1,-3.969851434E-1,-1.801965714E0,-5.829100609E-1
3.001378380E1,-3.773217797E-1,-1.199596405E0,-7.115244865E-2
3.003045047E1,1.238587499E-2,-6.653442383E-1,4.095904827E-1
3.004711714E1,4.177263081E-1,-7.367258072E-1,5.877687931E-1
3.006378380E1,1.261786461E0,-1.314712524E0,-2.316908836E-1
3.008045047E1,1.480579495E0,-1.628676414E0,-1.915484190E0
3.009711713E1,9.417061210E-1,-1.622435570E0,-3.545649052E0
3.011378380E1,6.242834330E-1,-1.667503357E0,-3.712725878E0
3.013045047E1,3.432815075E-1,-1.720918655E0,-3.136732101E0
3.014711713E1,-1.294830441E-2,-1.690195560E0,-2.232896566E0
3.016378380E1,-6.546024084E-1,-1.682481766E0,-6.121726036E-1
3.018045046E1,-1.071489811E0,-1.481228352E0,2.241511345E-1
3.019711713E1,-1.050624728E0,-1.079688549E0,3.285894394E-1
3.021378380E1,-6.816321611E-1,-7.653656006E-1,-1.554489136E-1
3.023045046E1,-2.511405349E-1,-3.677196503E-1,-7.819874287E-1
3.024711713E1,-1.207927465E-1,-1.018333435E-2,-1.157075644E0
3.026378379E1,6.155657768E-2,3.909254074E-1,-1.059566021E0
3.028045046E1,1.259592772E-1,6.292133331E-1,-4.314057827E-1
3.029711713E1,1.683101654E-1,5.996580124E-1,2.637825012E-1
3.031378379E1,1.631363630E-1,2.573680878E-1,4.909543991E-1
3.033045046E1,2.142834663E-2,-4.676055908E-2,3.569550514E-1
3.034711712E1,-3.048870564E-1,-3.449831009E-1,-1.514203548E-1
3.036378379E1,-4.537700415E-1,-4.399919510E-1,-6.931693554E-1
3.038045046E1,-4.193913937E-1,-5.227289200E-1,-1.248311281E0
3.039711712E1,-1.773124933E-1,-6.641378403E-1,-1.140380383E0
3.041378379E1,2.543368340E-1,-7.978029251E-1,-6.638960838E-1
3.043045045E1,4.509297609E-1,-8.260974884E-1,-2.057335377E-1
3.044711712E1,3.514472246E-1,-7.046976089E-1,9.495162964E-2
3.046378379E1,3.553310633E-1,-6.786203384E-1,1.482677460E-2
3.048045045E1,2.572342157E-1,-7.019052505E-1,-9.671878815E-2
3.049711712E1,2.288198471E-1,-8.972482681E-1,7.597446442E-3
3.051378378E1,3.552192450E-1,-1.056832790E0,2.933251858E-1
3.053045045E1,6.146769524E-1,-1.048161983E0,5.039236546E-1
3.054711712E1,6.895903349E-1,-8.322372437E-1,6.410567760E-1
3.056378378E1,5.753637552E-1,-6.240558624E-1,7.310063839E-1
3.058045045E1,4.475117922E-1,-5.071182251E-1,1.052349567E0
3.059711711E1,4.355013967E-1,-5.862388611E-1,1.231725454E0
3.061378378E1,8.205690980E-1,-6.717023849E-1,1.258785725E0
3.063045045E1,1.127331734E0,-6.433992386E-1,1.154413939E0
3.064711711E1,1.174384236E0,-2.837314606E-1,9.739677906E-1
3.066378378E1,1.081221342E0,-1.537599564E-1,6.901617050E-1
3.068045044E1,8.054979444E-1,-3.392667770E-1,3.772687912E-1
3.069711711E1,5.137172341E-1,-6.009492874E-1,3.439011574E-1
3.071378378E1,5.014287233E-1,-7.618970871E-1,1.820781231E-1
3.073045044E1,1.412330866E-1,-1.298446655E-1,9.897232056E-2
3.074711711E1,-3.506870866E-1,2.134230614E0,2.297117710E-1
3.076378377E1,-2.207715511E-1,3.773495674E0,6.328742504E-1
3.078045044E1,-4.599915445E-1,4.870347977E0,8.191013336E-1
3.079711711E1,-5.870643258E-1,4.531799316E0,3.781654835E-1
3.081378377E1,1.371836066E-1,2.390302658E0,-7.258963585E-1
3.083045044E1,1.110109448E0,-1.260013580E-1,-1.989650965E0
3.084711710E1,1.043895483E0,-1.083443642E0,-2.994105339E0
3.086378377E1,2.014616132E-1,-1.531386375E0,-3.405981302E0
3.088045044E1,-6.388107538E-1,-1.567582130E0,-2.952917337E0
3.089711710E1,-1.534529209E0,-1.345697880E0,-1.718562007E0
3.091378377E1,-1.536164999E0,-1.129279137E0,-1.434040308E0
3.093045043E1,-1.288356900E0,-4.840583801E-1,-2.229687691E0
3.094711710E1,-1.502393603E0,6.120395660E-2,-1.721903443E0
3.096378377E1,-1.172063947E0,1.977462769E-1,-1.041997671E0
3.098045043E1,-7.578951716E-1,-1.212501526E-2,-1.791780829E0
3.099711710E1,-4.672567844E-1,2.477903366E-1,-2.034920692E0
3.101378376E1,-8.774656057E-2,6.837682724E-1,-1.093045712E0
3.103045043E1,4.448068142E-1,1.359816551E0,2.853937149E-1
3.104711710E1,5.817012787E-1,1.533202171E0,5.177114010E-1
3.106378376E1,2.798523307E-1,9.942684174E-1,4.055314064E-1
3.108045043E1,2.474406958E-1,2.164916992E-1,5.403432846E-1
3.109711709E1,3.581905961E-1,-8.782062531E-1,3.432002068E-1
3.111378376E1,3.435238600E-1,-1.292353630E0,-2.483463287E-2
3.113045043E1,4.360121489E-1,-9.691762924E-1,-3.761487007E-1
3.114711709E1,4.496319294E-1,-3.421030045E-1,-3.073422909E-1
3.116378376E1,3.885247111E-1,5.424308777E-2,-3.777463436E-1
3.118045042E1,5.317999721E-1,3.784275055E-2,-3.748917580E-1
3.119711709E1,7.312901616E-1,-1.246576309E-1,-4.372634888E-1
3.121378376E1,8.330295086E-1,-1.765604019E-1,-5.634602308E-1
3.123045042E1,9.001867771E-1,2.470016479E-3,-6.731517315E-1
3.124711709E1,9.757853746E-1,6.244945526E-2,-5.446453094E-1
3.126378375E1,1.179139376E0,-8.451175690E-2,-1.290365458E-1
3.128045042E1,1.071611643E0,-1.415672302E-1,3.022769690E-1
3.129711709E1,6.744028330E-1,-2.243347168E-1,8.182106018E-1
3.131378375E1,8.418089747E-1,-2.650051117E-1,5.911680460E-1
3.133045042E1,9.801761508E-1,-1.417617798E-1,4.543488026E-1
3.134711708E1,1.012213349E0,1.520671844E-1,4.571000338E-1
3.136378375E1,9.858384132E-1,1.323738098E-1,6.041625738E-1
3.138045042E1,1.109991193E0,-1.694679260E-2,4.285928011E-1
3.139711708E1,1.072469115E0,-4.806041718E-2,1.586965322E-1
3.141378375E1,9.754485488E-1,-1.748485565E-1,2.875968218E-1
3.143045041E1,1.055517316E0,-3.596372604E-1,7.367092371E-1
3.144711708E1,1.470504284E0,-3.971118927E-1,7.341895103E-1
3.146378375E1,1.721010804E0,5.956745148E-2,1.209796667E-1
3.148045041E1,1.658009291E0,1.556644440E0,-1.190651655E-1
3.149711708E1,1.460157633E0,2.122117043E0,3.273837566E-1
3.151378374E1,1.644115686E0,2.486088753E0,-1.509360075E-1
3.153045041E1,1.552874565E0,3.108736992E0,-3.902925253E-1
3.154711708E1,9.297543764E-1,3.541520119E0,2.482813597E-1
3.156378374E1,3.785659671E-1,2.964622498E0,2.049542665E-1
3.158045041E1,2.291419804E-1,1.770187378E0,-1.035760522E0
3.159711707E1,2.031207383E-1,9.194507599E-1,-1.681645274E0
3.161378374E1,-6.377181411E-2,-2.036886215E-1,-1.614551544E0
3.163045041E1,-2.488216460E-1,-8.239755630E-1,-1.532022357E0
3.164711707E1,-5.474456549E-1,-1.503163338E0,-1.076566696E0
3.166378374E1,-7.128871083E-1,-1.793414116E0,-3.742814064E-1
3.168045040E1,-8.690011501E-1,-1.732195377E0,1.873853207E-1
3.169711707E1,-6.753200889E-1,-1.476330757E0,-6.849527359E-3
3.171378374E1,-1.661680639E-1,-6.620311737E-1,-7.147610188E-1
3.173045040E1,1.714854240E-1,1.785316467E-1,-1.246259212E0
3.174711707E1,3.530479074E-1,1.372780800E0,-2.328650713E0
3.176378373E1,3.994503617E-1,2.024284363E0,-2.544654846E0
3.178045040E1,5.381370187E-1,2.361122131E0,-1.513925076E0
3.179711707E1,7.756440043E-1,2.018166542E0,-5.119099617E-1
3.181378373E1,1.032522321E0,1.074843407E0,3.652238846E-2
3.183045040E1,7.600901127E-1,4.978179932E-1,-8.901379108E-1
3.184711706E1,4.924376607E-1,1.464853287E-1,-1.837908983E0
3.186378373E1,2.115755081E-1,-2.626485825E-1,-2.348220825E0
3.188045040E1,-4.220163822E-2,-4.547805786E-1,-2.172062159E0
3.189711706E1,-6.729544997E-1,-5.051250458E-1,-2.189969301E0
3.191378373E1,-7.929160595E-1,-6.425752640E-1,-2.287667274E0
3.193045039E1,-6.601408720E-1,-8.312511444E-1,-2.028827906E0
3.194711706E1,-6.080639958E-1,-8.261070251E-1,-1.711416483E0
3.196378373E1,-3.742907047E-1,-7.365331650E-1,-1.387735128E0
3.198045039E1,-3.132374287E-1,-5.660753250E-1,-1.336277485E0
3.199711706E1,-5.588263273E-1,-3.893823624E-1,-1.549992323E0
3.201378372E1,-5.492468476E-1,-5.038452148E-1,-1.513517141E0
3.203045039E1,-3.716368079E-1,-6.307153702E-1,-9.755089283E-1
3.204711706E1,-1.847651005E-1,-4.286136627E-1,-1.225214005E-1
3.206378372E1,2.460849285E-1,3.347492218E-2,9.721879959E-1
3.208045039E1,4.246919155E-1,3.478469849E-1,1.322385550E0
3.209711705E1,6.201788187E-1,6.317148209E-1,1.194479227E0
3.211378372E1,8.841840625E-1,8.803949356E-1,1.239260912E0
3.213045039E1,1.104557753E0,8.828372955E-1,1.194622755E0
3.214711705E1,8.274987340E-1,6.631889343E-1,1.214761734E-1
3.216378372E1,4.451731443E-1,9.255313873E-2,-1.093236923E0
3.218045038E1,8.403378725E-2,-3.146009445E-1,-8.079452515E-1
3.219711705E1,-1.502451301E-1,-6.458740234E-1,-3.488695621E-1
3.221378372E1,1.627364755E-1,-5.360431671E-1,-2.289719582E-1
3.223045038E1,2.268819213E-1,-2.239418030E-2,-2.005219460E-2
3.224711705E1,-6.704330444E-4,2.826032639E-1,-2.485656738E-1
3.226378371E1,7.594132423E-2,1.732969284E-1,-1.178698063E0
3.228045038E1,-2.981837392E-1,4.848928452E-1,-2.700086117E0
3.229711705E1,-1.244336009E0,1.632776260E0,-3.739881039E0
3.231378371E1,-8.801611662E-1,2.144880295E0,-3.321575880E0
3.233045038E1,-5.721900463E-1,2.739258766E0,-2.065482616E0
3.234711704E1,-1.050022602E0,3.482063293E0,2.638033867E0
3.236378371E1,-1.279170513E0,2.768408775E0,3.292581320E0
3.238045038E1,-2.592099905E-1,9.793500900E-1,-1.915062189E0
3.239711704E1,-4.238575697E-2,3.146362305E-1,-4.567093849E0
3.241378371E1,-6.292908192E-1,-3.380756378E-1,-4.474252701E0
3.243045037E1,-1.040089846E0,-9.219398499E-1,-3.083819389E0
3.244711704E1,-1.070819736E0,-1.323559761E0,-3.424508572E-1
3.246378371E1,7.679343224E-2,-1.299090385E0,1.399411678E0
3.248045037E1,7.679343224E-2,-1.299090385E0,1.399411678E0
3.249711704E1,3.790209293E-1,-2.775077820E-1,-1.449401021E0
3.251378370E1,1.333173513E-1,2.552919388E-1,-1.604934573E0
3.253045037E1,9.354106188E-1,3.761081696E-1,-3.250632286E-1
3.254711704E1,1.628283501E0,5.235214233E-1,6.984226704E-1
3.256378370E1,1.230689645E0,7.348375320E-1,-1.103250980E-1
3.258045037E1,8.206897974E-1,1.076870918E0,-9.274406433E-1
3.259711703E1,5.504509211E-1,9.505720139E-1,-8.115651608E-1
3.261378370E1,5.352878571E-1,4.303226471E-1,-3.685157299E-1
3.263045037E1,7.086538076E-1,4.578304291E-2,-3.310077190E-1
3.264711703E1,6.532624364E-1,-3.411750793E-1,-6.054719687E-1
3.266378370E1,3.811559081E-1,-4.999294281E-1,-8.526953459E-1
3.268045036E1,1.688002348E-1,-5.688323975E-1,-1.026583791E0
3.269711703E1,-1.268059015E-2,-4.492826462E-1,-1.118461132E0
3.271378370E1,-1.995814443E-1,-2.451791763E-1,-9.937288761E-1
3.273045036E1,7.829821110E-2,-1.155443192E-1,-6.794985533E-1
3.274711703E1,5.076130629E-1,-7.405185699E-2,-1.312235594E-1
3.276378369E1,6.052485704E-1,-1.031808853E-1,4.680660963E-1
3.278045036E1,8.001723289E-1,-9.863376617E-2,7.496068478E-1
3.279711703E1,8.859883547E-1,-5.055713654E-2,4.816732407E-1
3.281378369E1,7.675493360E-1,6.256103516E-4,1.965547800E-1
3.283045036E1,7.675493360E-1,6.256103516E-4,1.965547800E-1
3.284711702E1,6.715100408E-1,-9.284687042E-2,6.668026447E-1
3.286378369E1,4.371387959E-1,-6.795597076E-2,5.599694252E-1
3.288045036E1,2.295680642E-1,-1.489982605E-1,4.249775410E-1
3.289711702E1,1.117981076E-1,-2.994499207E-1,4.163168669E-1
3.291378369E1,1.571718454E-1,-2.321929932E-1,4.107587337E-1
3.293045035E1,2.193339467E-1,-1.819438934E-1,7.680548429E-1
3.294711702E1,4.479710460E-1,-1.452045441E-1,9.244744778E-1
3.296378369E1,7.733999491E-1,3.218364716E-2,6.186217070E-1
3.298045035E1,7.895418406E-1,1.017007828E-1,1.718689799E-1
3.299711702E1,7.512180209E-1,3.150968552E-1,-2.262740135E-1
3.301378368E1,7.435461879E-1,5.467453003E-1,9.504914284E-3
3.303045035E1,5.887936950E-1,9.287405014E-1,2.239136696E-1
3.304711702E1,5.223070383E-1,1.140220642E0,-1.883103251E-1
3.306378368E1,3.838223517E-1,1.443819046E0,-5.712025166E-1
3.308045035E1,5.669521093E-1,1.841252327E0,-2.437834740E-1
3.309711701E1,5.612058640E-1,2.813545227E0,2.843651772E-1
3.311378368E1,3.537151515E-1,3.393050194E0,3.541285396E-1
3.313045035E1,3.787484169E-1,3.880915642E0,7.932431102E-1
