"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.304711782E1,7.606126070E-1,5.853996277E-1,-7.254681587E-1
1.306378448E1,3.691113591E-1,5.807733536E-1,-2.240351677E0
1.308045115E1,1.432570815E-2,5.517835617E-1,-1.715496063E0
1.309711781E1,-1.357993484E-2,4.283666611E-1,-3.587720394E-1
1.311378448E1,3.863805830E-1,1.772842407E-1,1.528134346E-1
1.313045115E1,8.185619116E-1,-3.606739044E-1,-1.509118080E-1
1.314711781E1,7.311292887E-1,-5.090169907E-1,-6.937073469E-1
1.316378448E1,2.871848941E-1,-5.327224731E-1,-6.621730328E-1
1.318045114E1,-1.089975685E-1,-3.314094543E-1,-3.802299500E-3
1.319711781E1,-4.810407758E-3,-1.641464233E-1,4.945528507E-1
1.321378448E1,4.741077423E-1,-1.174831390E-1,2.711335421E-1
1.323045114E1,6.612180471E-1,-1.343717575E-1,-1.846278906E-1
1.324711781E1,7.206170559E-1,-1.704950333E-1,-5.984359384E-1
1.326378447E1,5.686248541E-1,-1.575269699E-1,-3.691899180E-1
1.328045114E1,3.918408155E-1,-2.585220337E-1,2.868382931E-1
1.329711781E1,4.505013824E-1,-2.133750916E-1,3.903964758E-1
1.331378447E1,5.018182993E-1,1.546735764E-1,7.173609734E-2
1.333045114E1,4.171354473E-1,3.906173706E-1,-1.372360587E-1
1.334711780E1,2.374732494E-1,8.383750916E-2,2.583620548E-1
1.336378447E1,2.145027816E-1,-2.960624695E-1,7.309134603E-1
1.338045114E1,8.619322181E-1,-2.220573425E-1,8.298765421E-1
1.339711780E1,1.142189622E0,8.525371552E-2,4.098321795E-1
1.341378447E1,9.915949702E-1,6.528415680E-1,-3.985391855E-1
1.343045113E1,7.765136361E-1,8.533306122E-1,-2.107474804E-1
1.344711780E1,7.918462157E-1,1.168317795E0,5.845241547E-1
1.346378447E1,8.478682637E-1,1.645763397E0,4.434732795E-1
1.348045113E1,5.755839348E-1,2.347019196E0,3.534355164E-1
1.349711780E1,2.708091736E-1,2.686658859E0,3.554710150E-1
1.351378446E1,6.316677332E-1,2.694922447E0,-5.775678158E-2
1.353045113E1,8.246335983E-1,2.942797661E0,2.529603243E-2
1.354711780E1,8.113304377E-1,3.863174438E0,5.975610614E-1
1.356378446E1,6.456329823E-1,4.913712502E0,4.290931821E-1
1.358045113E1,5.108027458E-1,6.347496033E0,1.191954017E-1
1.359711779E1,2.547540069E-1,6.699895859E0,6.502135992E-1
1.361378446E1,-1.822178364E-1,4.880030632E0,1.259723663E0
1.363045113E1,1.589289308E-2,2.972110748E0,9.411911964E-1
1.364711779E1,3.103256226E-3,7.560062408E-1,3.683786392E-1
1.366378446E1,-2.722737193E-1,-4.441022873E-1,2.302896976E-1
1.368045112E1,-1.119205356E0,-1.222960472E0,3.018685579E-1
1.369711779E1,-2.876212358E0,-8.984966278E-1,1.238475442E0
1.371378446E1,-3.329007864E0,-1.786851883E-1,1.154283285E0
1.373045112E1,-1.737173080E0,5.772409439E-1,-8.402550220E-1
1.374711779E1,-8.493652940E-1,1.489976883E0,-1.826811075E0
1.376378445E1,-8.676666021E-1,1.646451950E0,-8.259050846E-1
1.378045112E1,-9.640072584E-1,1.158443451E0,-7.141611576E-1
1.379711779E1,1.887965798E-1,2.190561295E-1,-2.411371231E0
1.381378445E1,6.737253070E-1,-1.962356567E-1,-2.441362381E0
1.383045112E1,1.893098503E-1,-2.614822388E-1,3.465557098E-1
1.384711778E1,-6.456719041E-1,-2.281570435E-1,2.344960690E0
1.386378445E1,-6.752698421E-1,-8.721957207E-1,1.334975719E0
1.388045112E1,-2.891527116E-1,-1.372215271E0,-1.118860722E0
1.389711778E1,-2.859371006E-1,-1.516467094E0,-3.141577721E0
1.391378445E1,-3.496451378E-1,-1.474745274E0,-3.127664328E0
1.393045111E1,-4.325169921E-1,-1.244022369E0,-1.817243338E0
1.394711778E1,-3.301387429E-1,-9.354104996E-1,-4.029579163E-1
1.396378445E1,-1.566946507E-1,-6.516470909E-1,1.583623886E-1
1.398045111E1,-1.427485943E-1,-8.684148788E-1,-7.762241364E-2
1.399711778E1,-5.552514791E-1,-1.184937000E0,-5.612163544E-1
1.401378444E1,-1.150368452E0,-1.318800926E0,-1.695001125E0
1.403045111E1,-1.400599599E0,-1.854148865E0,-3.286272049E0
1.404711778E1,-1.177700043E0,-2.129686832E0,-3.585191965E0
1.406378444E1,-3.817350864E-1,-2.171915531E0,-3.108322382E0
1.408045111E1,-2.550007105E-1,-1.954697132E0,-2.139435768E0
1.409711777E1,-8.127086163E-1,-1.585977077E0,1.521282196E-1
1.411378444E1,-1.137329102E0,-1.165230274E0,1.523991585E0
1.413045111E1,-1.336325884E0,-9.500460625E-1,-1.438079357E0
1.414711777E1,-9.467848539E-1,-1.310201645E0,-3.086290598E0
1.416378444E1,-4.867804050E-1,-1.622018337E0,-1.371962547E0
1.418045110E1,-8.619854450E-1,-1.925476551E0,3.549432755E-2
1.419711777E1,-1.570041895E0,-2.314851284E0,-1.169377804E0
1.421378444E1,-1.504352331E0,-2.396834850E0,-1.117848873E0
1.423045110E1,-1.261748314E0,-2.180794239E0,6.583909988E-1
1.424711777E1,1.515123844E-1,-1.567670822E0,1.825521469E0
1.426378443E1,1.167864442E0,-1.006478310E0,1.702780724E0
1.428045110E1,1.465562582E0,-2.893295288E-1,2.021330357E0
1.429711777E1,1.474561572E0,1.209033012E0,4.744695663E0
1.431378443E1,-1.444711685E-1,4.286938667E0,1.183777332E0
1.433045110E1,5.428099632E-2,4.788250923E0,6.497812271E-1
1.434711776E1,-8.912190199E-1,4.233693123E0,-1.731026649E0
1.436378443E1,-2.960575819E-1,4.702806950E0,1.703528404E0
1.438045110E1,-4.142336845E-1,4.557837486E0,3.639001846E-1
1.439711776E1,-6.140363216E-1,3.632917404E0,-1.315388203E0
1.441378443E1,-7.845230103E-1,2.473872185E0,-1.752783775E0
1.443045109E1,-7.085924149E-1,1.950447083E0,-1.639078379E0
1.444711776E1,-4.715397358E-1,1.080148697E0,-1.140974522E0
1.446378443E1,-6.052839756E-2,-1.506175995E-1,-9.189782143E-1
1.448045109E1,5.409064293E-1,-1.569193840E0,-1.267695665E0
1.449711776E1,8.601118326E-1,-2.138545036E0,-1.535119295E0
1.451378442E1,7.102612257E-1,-1.934179306E0,-1.110694170E0
1.453045109E1,-8.743107319E-3,-1.081344128E0,-6.578340530E-1
1.454711776E1,-2.985440493E-1,6.314373016E-2,-7.484230995E-1
1.456378442E1,-2.177804708E-1,7.456703186E-1,-1.075551271E0
1.458045109E1,-2.497072220E-1,7.391519547E-1,-1.232536554E0
1.459711775E1,9.603720903E-2,1.784543991E-1,-1.089906454E0
1.461378442E1,6.291106343E-1,-5.145902634E-1,-7.190444469E-1
1.463045109E1,5.346463919E-1,-6.264991760E-1,-4.124195576E-1
1.464711775E1,3.425955772E-1,-4.643630981E-1,-2.392048836E-1
1.466378442E1,2.625393867E-1,-2.295522690E-1,-2.793428898E-1
1.468045108E1,1.822876930E-2,-4.375457764E-3,-4.811818600E-1
1.469711775E1,1.434493065E-2,-1.302413940E-1,-3.702678680E-1
1.471378442E1,2.844313383E-1,-6.171884537E-1,-5.090832710E-2
1.473045108E1,2.155295610E-1,-7.932796478E-1,-3.345272541E-1
1.474711775E1,9.672695398E-2,-8.642578125E-1,-6.420652866E-1
1.476378441E1,1.306896806E-1,-1.029878616E0,-7.845823765E-1
1.476378441E1,9.672695398E-2,-8.642578125E-1,-6.420652866E-1
1.479711775E1,1.667481661E-2,-1.458650112E0,-1.775879860E-1
1.481378441E1,-6.461322308E-2,-1.379069328E0,-5.897712708E-2
1.483045108E1,-1.555082202E-1,-1.055390358E0,3.291246891E-1
1.484711774E1,2.695006132E-2,-7.754554749E-1,6.589019299E-1
1.486378441E1,3.726223707E-1,-7.198028564E-1,8.420207500E-1
1.488045108E1,5.175043941E-1,-7.368803024E-1,6.653981209E-1
1.489711774E1,1.026561856E0,-5.317773819E-1,1.986922026E-1
1.491378441E1,1.376028061E0,-3.245487213E-1,1.139349937E-1
1.493045107E1,1.357680559E0,-6.579589844E-2,5.262929201E-1
1.494711774E1,1.355670691E0,5.831241608E-2,8.625545502E-1
1.496378441E1,1.423928857E0,1.552104950E-1,1.362642407E0
1.498045107E1,1.465958595E0,2.061052322E-1,1.301697135E0
1.499711774E1,1.474043489E0,2.311220169E-1,5.043604374E-1
1.501378440E1,1.467145801E0,3.429737091E-1,1.944407225E-1
1.503045107E1,1.538039684E0,5.123777390E-1,1.312209368E-1
1.504711774E1,1.397873640E0,8.897829056E-1,1.311922073E-1
1.506378440E1,1.266196012E0,1.818755150E0,6.676077843E-2
1.508045107E1,1.103894114E0,2.601355553E0,1.344572306E-1
1.509711773E1,8.051587343E-1,3.200815201E0,-5.696463585E-2
1.511378440E1,5.876626968E-1,3.479082108E0,8.145964146E-2
1.513045107E1,4.056113958E-2,3.819577217E0,1.166474104E0
1.514711773E1,-3.166581392E-1,4.371438980E0,1.471746564E0
1.516378440E1,-1.078097343E0,5.026811600E0,1.224742413E0
1.518045106E1,-1.606950521E0,4.619926453E0,7.264603376E-1
1.519711773E1,-8.773753643E-1,2.969499588E0,-1.071543813E0
1.521378440E1,-2.631698251E-1,1.693476677E0,-1.382819533E0
1.523045106E1,-4.857586622E-1,1.200530052E0,-4.032463431E-1
1.524711773E1,-8.412730098E-1,2.125310898E-1,1.084049225E0
1.526378439E1,-1.082623243E0,-6.683893204E-1,2.123042822E0
1.528045106E1,-1.388293028E0,-1.226686478E0,2.483661413E0
1.529711773E1,-1.352921009E0,-1.048409462E0,1.856825352E0
1.531378439E1,-1.168289900E0,-4.775447845E-1,7.355325222E-1
1.533045106E1,-1.038086414E0,1.274957657E-1,-9.731459618E-2
1.534711772E1,-5.505650043E-1,5.680341721E-1,-6.035957336E-1
1.536378439E1,-1.495778561E-3,7.161149979E-1,-8.763592243E-1
1.538045106E1,4.112962484E-1,8.601236343E-1,-1.537273407E0
1.539711772E1,4.556956887E-1,6.111288071E-1,-1.730407953E0
1.541378439E1,2.928224206E-1,-3.771209717E-2,-1.322139263E0
1.543045105E1,3.184660077E-1,-5.710668564E-1,-8.101665974E-1
1.544711772E1,3.125752211E-1,-8.769869804E-1,4.089474678E-1
1.546378439E1,-7.439978719E-1,-8.162264824E-1,1.386810780E0
1.548045105E1,-1.074022412E0,-9.485726357E-1,9.771513939E-1
1.549711772E1,-7.048850060E-1,-1.101218700E0,-2.329554558E-1
1.551378438E1,-3.596516550E-1,-1.479948997E0,-1.369230509E0
1.553045105E1,-4.148023725E-1,-1.556643963E0,-1.031643152E0
1.554711772E1,-9.761201143E-1,-1.096726418E0,3.370628357E-1
1.556378438E1,-1.290916204E0,-6.698951721E-1,8.060913086E-1
1.558045105E1,-1.166661739E0,-5.940513611E-1,-1.750917435E-1
1.559711771E1,-7.592003345E-1,-1.217300415E0,-1.258384466E0
1.561378438E1,-3.328692913E-1,-1.878766060E0,-2.442427397E0
1.563045105E1,-2.134507895E-1,-1.960190773E0,-2.889541626E0
1.564711771E1,-9.249329567E-2,-1.744114876E0,-2.748477697E0
1.566378438E1,-3.424072266E-2,-1.464569569E0,-2.335178137E0
1.568045104E1,-9.098792076E-2,-9.268207550E-1,-1.171047211E0
1.569711771E1,-3.955514431E-1,-6.015205383E-1,-6.468105316E-2
1.571378438E1,-7.083401680E-1,-6.109151840E-1,5.023875237E-1
1.573045104E1,-6.485158205E-1,-9.879460335E-1,-4.006791115E-1
1.574711771E1,-4.380701780E-1,-1.154888630E0,-1.053461552E0
1.576378437E1,-1.640522480E-1,-1.405455112E0,-1.193992615E0
1.578045104E1,1.615357399E-2,-1.594712257E0,-1.027631760E0
1.579711771E1,-4.512429237E-2,-1.879796982E0,-6.167540550E-1
1.581378437E1,-3.352615833E-1,-1.886028767E0,-1.302046776E-1
1.583045104E1,-5.291142464E-1,-1.762779713E0,4.894785881E-1
1.584711770E1,-3.412059546E-1,-1.728956699E0,7.007822990E-1
1.586378437E1,8.739614487E-2,-1.662300110E0,5.427374840E-1
1.588045104E1,4.087684155E-1,-1.451746464E0,4.498338699E-1
1.589711770E1,8.389348984E-1,-7.682495117E-1,5.092577934E-1
1.591378437E1,1.150196433E0,-6.664323807E-2,-7.714033127E-2
1.593045103E1,8.216540813E-1,3.369765282E-1,-1.340867519E0
1.594711770E1,-1.546113491E-1,9.353351593E-1,2.176348686E0
1.596378437E1,-2.375755548E0,4.733664036E0,3.513458729E0
1.598045103E1,1.548104763E0,4.275741100E0,4.594072819E0
1.599711770E1,5.241661072E-1,2.561621666E0,3.180861473E-1
1.601378436E1,-9.285503626E-1,2.702627182E0,1.630379677E0
1.603045103E1,-1.501069069E0,2.743549347E0,-5.928244591E-1
1.604711770E1,-1.084099770E0,2.467874527E0,-3.604868889E0
1.606378436E1,2.065886259E-1,2.313328743E0,-2.356347084E0
1.608045103E1,3.526017666E-1,2.322120667E0,2.996897697E-1
1.609711769E1,-9.506630898E-2,2.137974739E0,-3.808135986E-1
1.611378436E1,-3.606570959E-1,1.066532135E0,-1.303207159E0
1.613045103E1,-4.883764982E-1,-7.742867470E-1,-1.753288507E0
1.614711769E1,-3.770071268E-1,-1.886258125E0,-1.545029879E0
1.616378436E1,2.865624428E-2,-2.398468971E0,-5.373892784E-1
1.618045102E1,-1.300717592E-1,-2.059993267E0,2.354269028E-1
1.619711769E1,-7.502917051E-1,-9.426722527E-1,1.304421425E-1
1.621378436E1,-7.829917669E-1,-7.558155060E-2,-8.499352932E-1
1.623045102E1,-7.832468748E-1,-1.021003723E-2,-1.053877592E0
1.624711769E1,-9.097596407E-1,-5.293579102E-1,-8.493070602E-1
1.626378435E1,-6.558729410E-1,-9.656524658E-1,-5.938320160E-1
1.628045102E1,2.475634813E-1,-9.903078079E-1,-2.199797630E-1
1.629711769E1,3.467332125E-1,-6.935997009E-1,-2.517440319E-1
1.631378435E1,2.396631241E-1,-3.369684219E-1,-7.309577465E-1
1.633045102E1,3.192244768E-1,-7.810974121E-2,-8.060920238E-1
1.634711768E1,3.192244768E-1,-7.810974121E-2,-8.060920238E-1
1.636378435E1,3.784783483E-1,-1.803264618E-1,-9.979009628E-3
1.638045102E1,4.792010188E-1,-4.368247986E-1,-5.079698563E-2
1.639711768E1,6.814465523E-1,-5.304231644E-1,-3.520839214E-1
1.641378435E1,1.057495594E0,-5.589399338E-1,-5.476300716E-1
1.643045101E1,1.021920681E0,-5.327749252E-1,-5.402011871E-1
1.644711768E1,5.778976083E-1,-5.301933289E-1,-4.674191475E-1
1.646378435E1,2.937746048E-1,-5.657234192E-1,-2.903375626E-1
1.648045101E1,1.439699531E-1,-7.872076035E-1,3.127710819E-1
1.649711768E1,8.713310957E-2,-9.114656448E-1,4.182336330E-1
1.651378434E1,1.230635047E-1,-8.562622070E-1,-2.330327034E-1
1.653045101E1,8.423560858E-2,-6.592960358E-1,-4.558942318E-1
1.654711768E1,1.065804362E-1,-3.658647537E-1,2.473077774E-1
1.656378434E1,1.600735784E-1,-2.132530212E-1,6.648740768E-1
1.658045101E1,4.540904760E-1,-1.525869370E-1,6.770374775E-1
1.659711767E1,6.395112872E-1,-1.873464584E-1,4.849307537E-1
1.661378434E1,6.062255502E-1,-9.715080261E-2,3.929127455E-1
1.663045101E1,7.894401550E-1,-1.024436951E-2,5.545374155E-1
1.664711767E1,8.953409195E-1,1.338653564E-1,7.155623436E-1
1.666378434E1,8.622995019E-1,1.256761551E-1,6.430009604E-1
1.668045100E1,7.036860585E-1,-6.502151489E-2,4.209070206E-1
1.669711767E1,6.325898170E-1,-1.851177216E-1,3.846750259E-1
1.671378434E1,7.770988941E-1,-2.411813736E-1,4.464175701E-1
1.673045100E1,8.325939178E-1,-1.886672974E-1,5.754073858E-1
1.674711767E1,8.711867332E-1,5.434989929E-3,3.890279531E-1
1.676378433E1,6.415167451E-1,4.469604492E-1,8.999304771E-1
1.678045100E1,6.957211494E-1,7.537708282E-1,1.040657043E0
1.679711767E1,7.113553286E-1,1.297291756E0,-7.629048824E-2
1.681378433E1,8.778851032E-1,1.715541840E0,-5.648015738E-1
1.683045100E1,1.212200165E0,2.137672424E0,-2.746928930E-1
1.684711766E1,8.421902657E-1,2.750407219E0,3.995568752E-1
1.686378433E1,-4.140841961E-2,3.985808372E0,8.412359953E-1
1.688045100E1,-7.816620469E-1,4.945365906E0,3.056367636E-1
1.689711766E1,-2.017247438E0,5.710395813E0,-8.955252767E-1
1.691378433E1,-2.886723757E0,5.649205208E0,-1.504613638E0
1.693045099E1,-2.347087622E0,4.034140587E0,-1.029075623E0
1.694711766E1,-1.082041025E0,2.658600807E0,-5.659151077E-2
1.696378433E1,-7.001365423E-1,1.068609238E0,1.461083531E0
1.698045099E1,-9.823354483E-1,-6.170749664E-2,2.444613218E0
1.699711766E1,-1.277717352E0,-1.246319771E0,3.557074547E0
1.701378432E1,-1.604485512E0,-1.423239708E0,3.883264542E0
1.703045099E1,-1.717140794E0,-6.042470932E-1,3.415809393E0
1.704711766E1,-1.268714666E0,-4.385471344E-2,2.216168165E0
1.706378432E1,-2.958965600E-1,1.450700760E-1,2.432320118E-1
1.708045099E1,1.979116797E-1,-5.207061768E-3,-1.081054926E0
1.709711765E1,3.402221799E-1,-1.692132950E-1,-2.335199833E0
1.711378432E1,6.216657162E-2,-2.481613159E-1,-2.795666933E0
1.713045099E1,-2.165537179E-1,-2.411966324E-1,-1.800050259E0
1.714711765E1,-1.226137877E-1,8.017826080E-2,4.958200455E-1
1.716378432E1,-2.387951314E-1,2.998886108E-1,2.758599043E0
1.718045098E1,-8.179758191E-1,-1.321105957E-1,2.565806627E0
1.719711765E1,-9.917591810E-1,-7.493152618E-1,-2.318184376E-1
1.721378432E1,-5.857151747E-1,-8.590755463E-1,-2.266132593E0
1.723045098E1,4.858613014E-2,-6.959238052E-1,-3.188848019E0
1.724711765E1,-3.378084898E-1,2.112379074E-1,-2.628622055E0
1.726378431E1,-6.125756502E-1,8.227043152E-1,-2.575294256E0
1.728045098E1,-6.300839186E-1,-4.763822556E-1,-1.663988113E0
1.729711765E1,-7.389521599E-1,-2.270143986E0,-2.198629379E-1
1.731378431E1,-8.553416729E-1,-3.389687538E0,6.548404694E-3
1.733045098E1,-1.330041647E0,-3.230171680E0,-7.937035561E-1
1.734711764E1,-1.719014406E0,-2.761703491E0,-8.995981216E-1
1.736378431E1,-1.899959207E0,-2.351712227E0,-6.686825752E-1
1.738045098E1,-1.998902082E0,-1.976237297E0,-1.184958458E0
1.739711764E1,-1.713977933E0,-1.748879433E0,-1.218825340E0
1.741378431E1,-1.189402819E0,-1.473009109E0,-1.092116356E0
1.743045097E1,-1.056005001E0,-1.157684803E0,-9.444732666E-1
1.744711764E1,-1.143633842E0,-9.017448425E-1,-7.960591316E-1
1.746378431E1,-1.173835635E0,-9.613180161E-1,-9.498329163E-1
1.748045097E1,-7.987439632E-1,-1.335364819E0,-1.795406342E0
1.749711764E1,-3.829185963E-1,-1.646460533E0,-2.124489307E0
1.751378430E1,9.750103951E-2,-1.961722374E0,-1.523890972E0
1.753045097E1,4.866795540E-1,-2.115502357E0,-3.498477936E-1
1.754711764E1,8.277912140E-1,-2.328136921E0,1.365572453E0
1.756378430E1,5.224690437E-1,-2.325286388E0,1.970041275E0
1.758045097E1,3.237907887E-1,-1.976640701E0,1.792825222E0
1.759711763E1,9.001703262E-1,-1.888655663E0,1.805737019E0
1.761378430E1,7.713985443E-1,-1.771100998E0,2.203841209E-1
1.763045097E1,-3.109529018E-1,-9.043316841E-1,2.099275589E-2
1.764711763E1,-2.573369503E0,2.311858654E0,2.627467155E0
1.766378430E1,6.298227310E-1,3.499101162E0,6.696382999E0
1.768045096E1,4.404642582E-1,2.928623676E0,-3.812130690E0
1.769711763E1,-6.305046082E-1,3.374058723E0,-2.209253311E0
1.771378430E1,-6.019346714E-1,4.659518242E0,-9.666867256E-1
1.773045096E1,-6.019346714E-1,4.659518242E0,-9.666867256E-1
1.773045096E1,-1.781599522E-1,5.415224075E0,3.197967052E0
1.776378429E1,-1.618599892E-2,2.889401436E0,-1.865198374E0
1.778045096E1,2.304723263E-1,3.220460892E0,-4.010062695E0
1.779711763E1,1.989850998E-1,2.296977043E0,-3.241977692E0
1.781378429E1,2.561304569E-1,8.175754547E-1,-2.157116652E0
1.783045096E1,3.856430054E-1,-1.128149986E0,-2.227935791E-1
1.784711762E1,2.328140736E-1,-1.853918076E0,9.528493881E-1
1.786378429E1,-3.546302319E-1,-1.555822849E0,6.266784668E-1
1.788045096E1,-7.265896797E-1,-9.593191147E-1,-3.506047726E-1
1.789711762E1,-5.552656651E-1,-9.039688110E-2,-1.429745197E0
1.791378429E1,-3.425464630E-1,-1.686744690E-1,-1.270464182E0
1.793045095E1,-1.583150625E-1,-8.600530624E-1,-7.931435108E-1
1.794711762E1,-1.648736000E-1,-1.129908085E0,-8.552587032E-1
1.796378429E1,-2.602499723E-1,-1.027102470E0,-1.039363146E0
1.798045095E1,-2.571446896E-1,-7.192239761E-1,-9.351508617E-1
1.799711762E1,1.976573467E-2,-3.906841278E-1,-7.363858223E-1
1.801378428E1,-2.401893139E-1,-2.733373642E-1,-5.826551914E-1
1.803045095E1,-6.847276092E-1,-3.783378601E-1,-2.710692883E-1
1.804711762E1,-5.242452621E-1,-6.699733734E-1,-5.092835426E-2
1.806378428E1,1.575497389E-1,-1.014928818E0,-2.769827843E-2
1.808045095E1,4.473030567E-1,-1.068387032E0,-5.795478821E-3
1.809711761E1,1.990849972E-1,-1.114250183E0,-1.893332005E-1
1.811378428E1,1.691229343E-1,-1.211522102E0,-4.791576862E-1
1.813045095E1,3.177033663E-1,-1.347227097E0,-9.107841253E-1
1.814711761E1,4.855657816E-1,-1.506970406E0,-1.056113005E0
1.816378428E1,7.596359849E-1,-1.454889297E0,-7.644886971E-1
1.818045094E1,6.179553866E-1,-1.153469086E0,-2.192463875E-1
1.819711761E1,6.233370900E-1,-4.156723022E-1,4.286766052E-1
1.821378428E1,5.603871346E-1,-5.702590942E-2,4.450988770E-1
1.823045094E1,7.440143824E-1,-9.480953217E-2,3.024890423E-1
1.824711761E1,7.992236614E-1,-1.597785950E-2,5.179762840E-3
1.826378427E1,7.619266510E-1,1.106700897E-1,-1.707544327E-1
1.828045094E1,6.562032104E-1,1.989927292E-1,-1.777005196E-2
1.829711761E1,5.570601821E-1,4.777908325E-4,3.249734640E-1
1.831378427E1,5.301771760E-1,-2.420482635E-1,3.468759060E-1
1.833045094E1,4.756098390E-1,-2.932481766E-1,2.650433779E-1
1.834711760E1,4.833935499E-1,-2.051811218E-1,3.580849171E-1
1.836378427E1,4.229467511E-1,-7.287979126E-3,3.384077549E-1
1.838045094E1,3.076598644E-1,1.353454590E-1,4.448444843E-1
1.839711760E1,2.199499607E-1,1.023759842E-1,7.474722862E-1
1.841378427E1,2.573353052E-1,7.631397247E-2,8.261457682E-1
1.843045093E1,3.844889402E-1,1.441087723E-1,7.788599133E-1
1.844711760E1,4.393993616E-1,4.830808640E-1,1.243489146E0
1.846378427E1,7.850959301E-1,8.691215515E-1,1.116344810E0
1.848045093E1,1.033822775E0,1.169621468E0,9.974151850E-1
1.849711760E1,9.862259626E-1,1.328779221E0,1.103609562E0
1.851378426E1,1.128221631E0,1.786514282E0,9.238713980E-1
1.853045093E1,9.184662104E-1,2.397578239E0,1.084995031E0
1.854711760E1,7.131389976E-1,3.362994194E0,1.105334640E0
1.856378426E1,6.533250809E-1,3.969405174E0,9.078299999E-2
1.858045093E1,2.560077012E-1,4.481600761E0,-3.308201432E-1
1.859711759E1,-7.971495390E-2,4.463725090E0,1.793705821E-1
1.861378426E1,-3.717389703E-1,4.216484070E0,7.168027163E-1
1.863045093E1,-3.844236732E-1,3.833329201E0,7.774648070E-1
1.864711759E1,-4.261789620E-1,2.451079369E0,5.891817808E-1
1.866378426E1,-2.365616709E-1,9.923553467E-1,2.512022257E-1
1.868045092E1,-1.938682497E-1,-8.252878189E-1,-2.633126974E-1
1.869711759E1,-5.794678926E-1,-1.574813843E0,-4.396853447E-1
1.871378426E1,-1.508814573E0,-1.134580612E0,4.299342632E-3
1.873045092E1,-1.754463434E0,3.280467987E-1,7.294023037E-1
1.874711759E1,-1.186664820E0,5.550699234E-1,9.756872058E-1
1.876378425E1,-6.972490251E-2,-1.382350922E-2,-1.564025879E-3
1.878045092E1,4.815943837E-1,-3.437442780E-1,-2.650904655E-2
1.879711759E1,6.380175948E-1,-6.288213730E-1,7.896026373E-1
1.881378425E1,5.710913539E-1,-6.884565353E-1,2.110351801E0
1.883045092E1,1.070962548E-1,-7.423744202E-1,1.659498930E0
1.884711758E1,-3.278965056E-1,-1.109490395E0,2.395312786E-1
1.886378425E1,-5.203984976E-1,-1.738769054E0,-1.363166332E0
1.888045092E1,-5.920006037E-1,-1.916916847E0,-2.027303696E0
1.889711758E1,-5.920006037E-1,-1.916916847E0,-2.027303696E0
1.891378425E1,-1.000104070E0,-1.419373512E0,-4.596109390E-1
1.893045091E1,-4.372344315E-1,-1.301329613E0,-1.502132893E0
1.894711758E1,6.984061003E-2,-1.342442989E0,-2.689874649E0
1.896378425E1,1.946528554E-1,-1.592202663E0,-3.076194763E0
1.898045091E1,1.116038561E-1,-1.936295986E0,-2.723900557E0
1.899711758E1,-2.477251291E-1,-2.232052803E0,-1.868103743E0
1.901378424E1,-5.162911415E-1,-2.349896908E0,-1.248546362E0
1.903045091E1,-8.788352609E-1,-2.509172440E0,-9.452478886E-1
1.904711758E1,-1.254467964E0,-2.475930691E0,-7.199387550E-1
1.906378424E1,-2.172417641E0,-2.051027298E0,-5.592422485E-1
1.908045091E1,-2.078720093E0,-1.841168880E0,-8.706831932E-1
1.909711757E1,-1.171194077E0,-1.680552959E0,-1.711894989E0
1.911378424E1,-7.308348417E-1,-1.526741028E0,-1.896451950E0
1.913045091E1,-5.766029358E-1,-1.700266361E0,-1.227031469E0
1.914711757E1,-6.057372093E-1,-1.815476418E0,-5.988988876E-1
1.916378424E1,-2.722302675E-1,-1.844182014E0,-3.610992432E-2
1.918045090E1,2.854132652E-2,-1.815576553E0,1.986217499E-1
1.919711757E1,5.135155916E-1,-1.588110447E0,2.441377640E-1
1.921378424E1,9.916164875E-1,-1.442322731E0,5.527915955E-1
1.923045090E1,1.604472637E0,-1.119975090E0,1.215905666E0
1.924711757E1,1.812500000E0,-6.021814346E-1,2.093430519E0
1.926378423E1,1.708085060E0,1.016740799E-1,2.492410660E0
1.928045090E1,1.457931995E0,8.890247345E-1,2.579610348E0
1.929711757E1,1.256677866E0,1.272309303E0,2.569588661E0
1.931378423E1,8.247955441E-1,1.172972679E0,1.887148857E0
1.933045090E1,2.306925654E-1,7.903718948E-1,1.785463810E0
1.934711756E1,-4.508866072E-1,3.922023773E-1,2.412886143E0
1.936378423E1,-4.850155115E-1,1.073446274E-1,2.745678425E0
1.938045090E1,-3.917532563E-1,-4.523849487E-2,2.259650946E0
1.939711756E1,-1.983517408E-2,-6.443977356E-2,1.440249205E0
1.941378423E1,1.004815102E-2,1.311370850E0,1.338861227E0
1.943045089E1,5.728853345E-1,2.631906509E0,6.259989738E-1
1.944711756E1,3.146412969E-1,3.434617996E0,-3.721201420E-1
1.946378423E1,1.424971819E-1,3.368318558E0,-1.673653841E0
1.948045089E1,-5.450665951E-3,2.375305176E0,-2.512767315E0
1.949711756E1,-6.384319663E-1,1.225072861E0,-2.542787552E0
1.951378422E1,-1.693826437E0,2.292690277E-1,-2.092867136E0
1.953045089E1,-1.666283011E0,-4.629983902E-1,-1.261091232E0
1.954711756E1,-9.576281309E-1,-1.357048512E0,-1.119083643E0
1.956378422E1,-2.078698874E-1,-2.116440773E0,-2.096593380E0
