Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
68.10648278094091,-1.8685249802745967,13.957193279369767,0.16343828616663503,14.083658013729995
68.12649022616364,-2.3330588392584906,9.871795918808823,2.397535832199111,10.403137477762154
68.14649767138637,-1.7072473678042719,8.187205287321847,1.623264988442076,8.555031055204426
68.16650511660909,-1.0369004669642912,8.357170346609001,0.3564505074366917,8.404217286442776
68.18651256183182,-0.5187430103317243,8.763605907293117,-0.8841266850452122,8.839907587775803
68.20652000705455,0.9675320228306818,9.633332051755486,-1.4593460675352643,9.783492685115048
68.22652745227728,1.2622641971826263,10.418871952165242,-0.36833963555280175,10.499809973394813
68.2465348975,0.9683205761438907,10.726475002035233,-0.026234427587808317,10.778890918733213
68.26654234272273,0.015141695145811322,9.791263200528032,-0.767667289266271,9.809982822064269
68.28654978794546,-1.4403255292486994,8.725378173196724,-2.815602547349734,9.288551856556037
68.30655723316818,-1.9468834700402453,8.469010735527574,-4.25367015806187,9.673919648999945
68.32656467839091,-0.6749283730842257,7.981700848775378,-3.4633445447703437,8.726449114982904
68.34657212361364,-0.7233811825974288,7.8426592064895395,-2.384709331759142,8.228195718224203
68.36657956883637,-0.5019925016986163,7.933919063507289,-1.732726854393161,8.142765552907028
68.38658701405909,-0.10021759785681303,8.1538189018632,-0.8926030531920849,8.195944849638988
68.40659445928182,-0.009102724717108174,8.72832385220538,-0.6290110148902404,8.758613298304441
68.42660190450455,0.7386355554564933,9.703325508913274,-0.7904355685096245,9.753576291005622
68.44660934972727,0.9341719935802713,10.15266408023132,-0.7750927856257804,10.236612035768239
68.46661679495,0.40163809967500436,9.823490426257932,-0.3056371266183527,9.823650869194259
68.48662424017273,0.20532717248604077,9.213680205172164,0.10430749899746937,9.23121359897968
68.50663168539546,0.29747833709004223,8.766111796567884,0.056903550085657666,8.755845325275402
68.52663913061818,-0.3592212411039403,8.896867726965302,-0.7204065552529775,8.945536031534221
68.54664657584091,-0.5001209259664444,9.282378162867008,-1.0654204547340889,9.347053689420159
68.56665402106364,-0.528919345874496,9.561177992448442,-0.7889206137632626,9.618134880055704
68.58666146628637,-0.4209304663937617,10.119576322382168,-1.1502879995530968,10.18402521532323
68.60666891150909,-0.5150897815369575,10.67827633256065,-2.29613352067198,10.943233573146992
68.62667635673182,-0.5251266974430456,11.454893427189182,-3.2596579224509634,11.913307401833874
68.64668380195455,-0.13979324387355047,11.542457828150694,-3.118278371972902,11.966120404165471
68.66669124717727,-0.29551694446097704,11.442531307935788,-2.3913690132565604,11.682086571993045
68.6866986924,-1.0802624932714535,11.368278021627162,-1.5537092374862913,11.538813125000695
68.70670613762273,-1.1366893624887098,11.79727067732101,-0.865813175012628,11.870087505518805
68.72671358284546,0.05507803053208549,13.716130038629085,-1.928313892654448,13.858048830944325
68.74672102806818,2.0228834179401773,14.069980697206477,-2.978325309737735,14.52554249070922
68.76672847329091,2.877188867239518,13.457849486016132,-3.485426770013631,14.189266899997108
68.78673591851364,0.1490527008039413,12.33100934114626,-2.9511152112743204,12.682995668157151
68.80674336373636,-2.74427748802756,10.586591448585716,-2.155929161013802,11.156199565987961
68.82675080895909,-4.0279679861554065,10.034010540362205,-2.8727759131536783,11.172694960297262
68.84675825418182,-4.945317993296099,10.812326177929124,-5.163149088475156,12.976613518191167
68.86676569940455,-4.77442960558643,11.560481805151712,-4.957814728405207,13.44287016182878
68.88677314462727,-2.958173107005497,9.959631081371917,-2.058497373339315,10.609936039265294
68.90678058985,-2.589426138860198,8.586283145277235,0.6499316652246018,8.964646631609009
68.92678803507273,-1.3923589303132065,9.409633382388082,0.2720169575922553,9.577963098927912
68.94679548029546,-0.3041032077538453,7.97961013892476,0.6250901108745116,7.967088879287947
68.96680292551818,-1.092658261152855,7.71706953322547,3.6955428108171553,8.633988814716934
68.98681037074091,0.5569511992906241,6.565406220764058,4.305917073521494,7.854115461505833
69.00681781596364,0.03589299294371994,4.9063557649276826,2.6186473338969964,5.588607378039096
69.02682526118636,-0.7756168623041552,5.091252719621599,2.063628427421314,5.5298071042658075
69.04683270640909,-1.5705432549246892,5.749461967958909,2.354373192643843,6.425418889893681
69.06684015163182,-2.3162188930455265,6.393030889598018,2.8128906193242926,7.342304764955154
