time,X,Y,Z
4.009393366004899,-2.057192808596589,4.190090008254496,8.133665571116907
4.0294042073265315,-1.960236447014192,4.099147986858871,8.5962174224985
4.0494150486481635,-1.799394177146886,3.8754124058689556,9.01107916783728
4.069425889969796,-1.814806562741147,3.742301160701931,9.214065242847248
4.089436731291429,-2.0258164502823024,3.782849068255529,9.123124378376552
4.109447572613062,-2.229461048536228,3.9313835573392932,8.857979514404656
4.129458413934694,-2.239159883986899,4.005105996094861,8.592321156386383
4.149469255256327,-1.979317493919903,4.0650750204036665,8.450752127400422
4.16948009657796,-1.5576323640880876,4.1909147972304455,8.483172178142256
4.189490937899593,-1.2448495302294926,4.254533068730142,8.516105343804462
4.209501779221225,-1.1400894540429767,4.20541279191393,8.463917567721575
4.229512620542858,-1.1889164293761088,4.256595250875097,8.408953353469105
4.249523461864491,-1.2945314906082641,4.325932263984289,8.358071035704043
4.2695343031861235,-1.37307558096787,4.266863236654502,8.432703271357129
4.2895451445077555,-1.368622273668137,4.232356549365302,8.677115493782216
4.309555985829388,-1.3767392399739788,4.237716129940038,8.984050974208714
4.329566827151021,-1.2654870604776738,4.1150698850478795,9.166155924472367
4.349577668472653,-1.390172922336525,4.1708358328460715,9.301577852766906
4.369588509794286,-1.6332151305027973,4.374279128477147,9.441838792483482
4.389599351115919,-1.8505855288630422,4.529658366349502,9.639228956622938
4.409610192437552,-1.9855865976250797,4.712321505218972,10.000577686818119
4.429621033759184,-1.7315765532936538,4.82103027586125,10.380469545685061
4.449631875080817,-1.060528697048954,4.777119508608033,10.361097568378389
4.46964271640245,-0.7520377596131002,4.696717008191521,9.9707422496346
4.489653557724083,-1.038818044021914,4.567447386519942,9.48300838359925
4.509664399045715,-1.3178236309100677,4.443863460287479,9.05525010836506
4.5296752403673475,-1.4146882901416817,4.163245009190648,9.990857538862139
4.54968608168898,-1.1623934938218345,3.735814716459907,10.915265610024152
4.569696923010613,-0.7956239602248921,2.829085055755214,11.770336273914332
4.589707764332245,-1.254668722953453,2.466114444430922,11.254270521282015
4.609718605653878,-1.766487760234349,2.347139694484878,10.049465404530217
4.629729446975511,-1.8560498298216532,2.28142648281346,9.151484681359001
4.649740288297144,-1.6836856030263951,2.3578333288920725,7.766731542366456
4.669751129618776,-1.0936906907223218,2.4825665644959054,6.711385567055246
4.689761970940409,-0.23413513909790218,2.6883355190932194,6.50500705276432
4.709772812262042,0.35947085664161094,2.861098594105055,7.0080197638206085
4.729783653583674,0.3384161627951963,2.7768557674000527,7.8239120564888776
4.749794494905307,-0.15658315015401403,2.5410142009897783,8.233733475506918
4.7698053362269395,-0.8913700800321834,2.560880302702596,8.747269493515496
4.789816177548572,-1.62006202483666,2.678943927072754,9.293990945244262
4.809827018870204,-2.044590041648253,2.745520876484952,9.403537656721515
4.829837860191837,-2.0069629622657343,2.9969081910464292,9.06838190147359
4.84984870151347,-1.6054868284387396,3.316615998759735,8.506779042478746
4.869859542835103,-1.3132845102355342,3.616487967990626,8.042734508668577
4.889870384156735,-1.194747986552784,3.8489654413693835,8.018877310724452
4.909881225478368,-1.1761264657790713,4.015932933391875,8.33110763470555
4.929892066800001,-1.0570416024499663,3.8372080756971823,8.797805474297357
4.949902908121634,-1.3207624826470914,3.7534489323128457,9.227924880085489
4.969913749443266,-1.576304844744539,3.7687420530821587,9.478601220566327
4.989924590764899,-1.435083059463795,3.768614051653081,9.453104839157628
5.0099354320865315,-1.084534743489684,3.9458084018968353,9.456978116156279
5.029946273408164,-0.9437954040940238,4.224054194267779,9.517099450469832
5.049957114729796,-0.8530448039876616,4.366633570931788,9.866271471735923
5.069967956051429,-0.9638405953134013,4.557082384989224,10.307547577976022
5.089978797373062,-1.081962354609765,4.624234668273447,10.283970814264137
5.109989638694695,-1.06233467713613,4.5739393803261414,9.447395883340107
5.130000480016327,-1.0574916750905012,4.503265685473391,9.306287633470232
5.15001132133796,-1.1654367137346302,4.3642522639602435,9.586074395799209
5.170022162659593,-1.0530969113139321,4.087891455789649,9.759469195230103
5.190033003981225,-1.0023019424667976,3.8955079266864416,9.393714942711348
5.210043845302858,-1.5733739517080623,4.210734935363326,8.449631235475891
5.230054686624491,-1.7923367143075866,4.301353948406239,8.804952265315102
5.2500655279461235,-1.2434491214688252,3.6178453849038226,10.027382489957684
5.2700763692677555,-0.9620747216821396,3.106357735132243,11.697879066200809
5.290087210589388,-0.5658762082465734,2.080070499904595,12.896756250231698
5.310098051911021,-0.5648329418664227,1.3154886027620374,12.621672864342157
5.330108893232654,-1.1035517653170075,1.0306423134358424,11.48980659169636
5.350119734554286,-1.5711208234371716,1.1197179146093605,9.938628665956685
5.370130575875919,-2.093316220833225,1.9732128485022513,8.58642082794411
5.390141417197552,-1.895664821729549,2.3998495530524315,7.697749594985155
5.410152258519185,-1.2968909634156935,2.376076949532654,7.695596421409533
5.430163099840817,-0.9928048375028978,2.394835451685517,7.927669706968841
5.45017394116245,-1.3268825997922293,2.3435712754829767,8.04604778600924
5.470184782484083,-1.7353493945163285,2.304509884538762,8.01404293660728
5.4901956238057155,-1.885971813376041,2.52163546545073,8.443552822868558
5.5102064651273475,-1.8102828367208956,2.6740030983097234,8.518877508041747
5.53021730644898,-1.746949060316907,2.7930827477965297,8.470327928060984
5.550228147770613,-1.1968411998650836,2.8803528614090155,8.335507256230079
5.570238989092246,-1.2281754877102045,3.1619039163254308,8.815985236192013
5.590249830413878,-1.566838165976231,3.3978145800440505,9.276952179218293
5.610260671735511,-0.9756974735318924,3.146267815991896,8.9977184972848
5.630271513057144,-0.7705134665313603,3.2489520793321236,8.66722154404848
5.650282354378776,-0.5430559680156286,3.5029411646856383,8.375531841772759
5.670293195700409,-0.6426996571354284,3.6622411519706604,8.205495634995788
5.690304037022042,-1.0541675379933606,3.9380599107405856,8.489408489317444
5.710314878343675,-1.4766298857185298,4.075252412232689,8.880715704497492
5.730325719665307,-1.337754671340758,4.060169339976662,9.350966024399472
5.7503365609869395,-0.8697354774904559,4.0382447914451065,9.315861843376497
5.770347402308572,-0.753626459871689,4.25298021329486,9.264793734818358
5.790358243630205,-0.8863623281520258,4.355206935233235,9.70111358268604
5.810369084951837,-1.2475227156989988,4.233564015359054,10.273630625818381
5.83037992627347,-1.4750369688153633,4.120500717395813,10.304903103014452
5.850390767595103,-1.6513602955876163,4.127134301562951,10.280915018304327
5.870401608916736,-1.9193747694514067,4.37750551282841,9.89387649645015
5.890412450238368,-1.5793538280565367,4.52797965514771,9.56040227670879
5.910423291560001,-1.200015374888945,4.73931332173101,9.189679456891305
5.930434132881634,-0.8010711186916153,4.998481211616129,8.973337571583631
5.950444974203267,-0.6495983127262667,4.8912382615033385,8.78393607792595
5.970455815524899,-0.7689818448816468,4.62904925178441,9.043606347571686
5.9904666568465315,-1.3665164118340283,3.403357110462056,10.907243319178143
6.010477498168164,-2.337567136463738,1.9786302455933196,11.277130041429201
6.030488339489796,-2.9048026048298867,1.5392416971042682,10.384701779279771
6.050499180811429,-3.256562904008434,2.3481482297698086,9.280380980099018
6.070510022133062,-2.3136026598553365,2.744624665248147,8.729810055375852
6.090520863454695,-1.3286039627774315,3.0316430399120913,8.009218611199174
6.110531704776327,-0.73357171064159,3.133063416067445,7.0760575981146925
6.13054254609796,-1.1320858837886782,3.3467371074245778,6.440222098035374
6.150553387419593,-1.5887076245896712,3.193857988182097,6.900078057165869
6.170564228741226,-2.1555003011381624,3.18409388277383,7.631890846675194
6.190575070062858,-2.2437609736057116,3.3481877795020925,8.199814639247117
6.210585911384491,-1.7116103340418254,3.385122174001121,8.023163735632767
6.2305967527061235,-1.515558718176751,3.5593330753667782,7.8905936890312045
6.250607594027756,-1.4511825281097193,3.783234967323261,8.314941659490357
6.270618435349388,-1.4553519027400201,3.9503098429856447,8.592926230009839
6.290629276671021,-1.3305551629651213,3.841625726071578,8.478079363697171
6.310640117992654,-1.6263157959928318,4.134396394918688,8.162856632149365
6.330650959314287,-1.8422526245180317,4.334456065396575,8.287358274377766
6.350661800635919,-1.958470387921847,4.497099489739167,8.438477018758581
6.370672641957552,-1.589077502874313,4.678885535331553,8.626905645566314
