"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.248229800E-2,-2.500947237E0,3.431629419E0,1.006675816E1,1.092567789E1
9.489886000E-2,-2.486582518E0,3.422053099E0,1.007154560E1,1.092380752E1
9.731542300E-2,-2.522494078E0,3.414870739E0,1.004521084E1,1.090552976E1
9.973198500E-2,-2.546435118E0,3.434023619E0,1.002845287E1,1.090168414E1
1.021485480E-1,-2.560799599E0,3.436417818E0,9.992540359E0,1.087278827E1
1.045651100E-1,-2.575164318E0,3.424447298E0,9.949446678E0,1.083281126E1
1.069816730E-1,-2.579952478E0,3.436417818E0,9.872836113E0,1.076745165E1
1.093982350E-1,-2.599105358E0,3.450782299E0,9.844106674E0,1.075033410E1
1.118147980E-1,-2.608681440E0,3.443599939E0,9.784255028E0,1.069557132E1
1.142313600E-1,-2.639804840E0,3.457964420E0,9.700460434E0,1.063132260E1
1.166479230E-1,-2.630228519E0,3.501058578E0,9.650184631E0,1.059724382E1
1.190644850E-1,-2.646987200E0,3.510634661E0,9.585543633E0,1.054579270E1
1.214810480E-1,-2.644593000E0,3.541758060E0,9.520903587E0,1.049692943E1
1.238976100E-1,-2.670928240E0,3.568093300E0,9.465838432E0,1.046265954E1
1.263141730E-1,-2.661351681E0,3.565699100E0,9.410775185E0,1.040959617E1
1.287307350E-1,-2.658957720E0,3.587245941E0,9.389227867E0,1.039692212E1
1.311427140E-1,-2.663745880E0,3.556122780E0,9.322194099E0,1.032689954E1
1.335306830E-1,-2.630228519E0,3.584851742E0,9.283887863E0,1.029367951E1
1.358995890E-1,-2.599105358E0,3.589639902E0,9.259946823E0,1.026584037E1
1.382692770E-1,-2.615863800E0,3.613580942E0,9.200093269E0,1.022459910E1
1.406389640E-1,-2.584740639E0,3.604004860E0,9.168971062E0,1.018527199E1
1.430078700E-1,-2.575164318E0,3.618369341E0,9.130665779E0,1.015347849E1
1.453767770E-1,-2.582346439E0,3.635128021E0,9.101935387E0,1.013547713E1
1.477464640E-1,-2.589528799E0,3.644704342E0,9.089965820E0,1.013000532E1
1.501161520E-1,-2.603893280E0,3.647098541E0,9.054053307E0,1.010234969E1
1.524850580E-1,-2.596710920E0,3.632733822E0,9.030112267E0,1.007385677E1
1.548539640E-1,-2.642199039E0,3.630339861E0,9.008566856E0,1.006552831E1
1.572236520E-1,-2.620651960E0,3.627945423E0,9.003777504E0,1.005474087E1
1.595933390E-1,-2.644593000E0,3.630339861E0,9.001383781E0,1.005972910E1
1.619622450E-1,-2.646987200E0,3.604004860E0,9.020536423E0,1.006804200E1
1.643311520E-1,-2.661351681E0,3.613580942E0,9.032507896E0,1.008597833E1
1.667008390E-1,-2.637410879E0,3.604004860E0,9.001383781E0,1.004836789E1
1.690705270E-1,-2.632622480E0,3.582457781E0,9.010960579E0,1.004799062E1
1.714393810E-1,-2.620651960E0,3.565699100E0,8.989413261E0,1.001955975E1
1.738082870E-1,-2.618257999E0,3.592034340E0,8.951107979E0,9.994014193E0
1.761780270E-1,-2.594316959E0,3.568093300E0,8.898437500E0,9.931966584E0
1.785477140E-1,-2.565587759E0,3.582457781E0,8.845767975E0,9.882502485E0
1.809165680E-1,-2.520100117E0,3.587245941E0,8.797885895E0,9.829650770E0
1.832854750E-1,-2.529676199E0,3.587245941E0,8.773944855E0,9.810693320E0
1.856552140E-1,-2.512917519E0,3.611186981E0,8.747610092E0,9.791634603E0
1.880248500E-1,-2.488976717E0,3.673433542E0,8.738032341E0,9.800118789E0
1.903937560E-1,-2.477006197E0,3.678221703E0,8.742821693E0,9.803152848E0
1.927626620E-1,-2.486582518E0,3.683010101E0,8.694939613E0,9.764713560E0
1.951324020E-1,-2.448276997E0,3.692586184E0,8.718880653E0,9.779986341E0
1.975020370E-1,-2.383636236E0,3.690192223E0,8.687756538E0,9.735314788E0
1.998709430E-1,-2.333360195E0,3.666251183E0,8.680574417E0,9.707643367E0
2.022398500E-1,-2.292660475E0,3.625551462E0,8.678180695E0,9.680482200E0
2.046095370E-1,-2.235202312E0,3.606398821E0,8.637480736E0,9.623321427E0
2.069792250E-1,-2.182532072E0,3.582457781E0,8.635087013E0,9.600113422E0
2.093481310E-1,-2.134649992E0,3.563304901E0,8.627904892E0,9.575730533E0
2.117170370E-1,-2.105920792E0,3.536969662E0,8.647057533E0,9.576881578E0
2.140867250E-1,-2.058038712E0,3.503452539E0,8.637480736E0,9.545458422E0
2.164564120E-1,-2.038886070E0,3.498664141E0,8.673392296E0,9.572117900E0
2.188253180E-1,-2.046068192E0,3.479511499E0,8.649451256E0,9.544967383E0
2.211942250E-1,-2.036492109E0,3.505846500E0,8.647057533E0,9.550385530E0
2.235639120E-1,-2.043674231E0,3.513028860E0,8.659028053E0,9.565392985E0
2.259336000E-1,-2.058038712E0,3.493875980E0,8.675786972E0,9.576636794E0
2.283024540E-1,-2.070009232E0,3.508240700E0,8.718880653E0,9.623490576E0
2.306713600E-1,-2.077191830E0,3.508240700E0,8.773944855E0,9.674946357E0
2.330411000E-1,-2.086768150E0,3.484299660E0,8.776338577E0,9.670525542E0
2.354107870E-1,-2.072403431E0,3.460358858E0,8.831402779E0,9.708893575E0
2.377796410E-1,-2.084373951E0,3.438811779E0,8.881678581E0,9.749577203E0
2.401485480E-1,-2.101132870E0,3.398112297E0,8.915196419E0,9.769475611E0
2.425182870E-1,-2.110708952E0,3.362200737E0,8.953501701E0,9.794114498E0
2.448879750E-1,-2.108314991E0,3.343047857E0,9.013354301E0,9.841824874E0
2.472568290E-1,-2.115497351E0,3.316712856E0,9.022931099E0,9.843231117E0
2.496257350E-1,-2.149014473E0,3.331077337E0,9.068418503E0,9.896997200E0
2.519954750E-1,-2.182532072E0,3.333471537E0,9.101935387E0,9.935829433E0
2.543651100E-1,-2.206473112E0,3.343047857E0,9.123482704E0,9.964056866E0
2.567340160E-1,-2.237596273E0,3.378959179E0,9.149817467E0,1.000716553E1
2.591029230E-1,-2.271113873E0,3.405294418E0,9.171364784E0,1.004330226E1
2.614726620E-1,-2.268719435E0,3.429235458E0,9.168971062E0,1.004872002E1
2.638422980E-1,-2.299842834E0,3.448388338E0,9.178547859E0,1.007106747E1
2.662112040E-1,-2.338148594E0,3.505846500E0,9.164182663E0,1.008663187E1
2.685801100E-1,-2.321389675E0,3.524999142E0,9.180941582E0,1.010466018E1
2.709497980E-1,-2.340542555E0,3.527393579E0,9.214458466E0,1.014035945E1
2.733194850E-1,-2.335754395E0,3.541758060E0,9.231217384E0,1.015948685E1
2.756883910E-1,-2.347724676E0,3.560910702E0,9.264734268E0,1.019937239E1
2.780572980E-1,-2.297448874E0,3.544152260E0,9.274312019E0,1.019078751E1
2.804269850E-1,-2.287872314E0,3.517817020E0,9.288675308E0,1.019258972E1
2.827966730E-1,-2.249566793E0,3.479511499E0,9.300646782E0,1.018182604E1
2.851655790E-1,-2.218443632E0,3.450782299E0,9.322194099E0,1.018492481E1
2.875344850E-1,-2.204078913E0,3.453176498E0,9.288675308E0,1.015193975E1
2.899041730E-1,-2.204078913E0,3.448388338E0,9.326981544E0,1.018537828E1
2.922738600E-1,-2.180138111E0,3.455570459E0,9.336557388E0,1.019143136E1
2.946427660E-1,-2.220837593E0,3.491482019E0,9.362893105E0,1.023651960E1
2.970116730E-1,-2.211261272E0,3.491482019E0,9.367680550E0,1.023882620E1
2.993813600E-1,-2.208867073E0,3.527393579E0,9.338952065E0,1.022436428E1
3.017510480E-1,-2.194502592E0,3.536969662E0,9.312616348E0,1.020053034E1
3.041199540E-1,-2.192108631E0,3.572881222E0,9.291069984E0,1.019287996E1
3.064888600E-1,-2.153802872E0,3.568093300E0,9.250370979E0,1.014591149E1
3.088585480E-1,-2.125073433E0,3.568093300E0,9.200093269E0,1.009400530E1
3.112282350E-1,-2.115497351E0,3.577669621E0,9.166576385E0,1.006484831E1
3.135971410E-1,-2.103526831E0,3.563304901E0,9.140241623E0,1.003324394E1
3.159660480E-1,-2.108314991E0,3.563304901E0,9.104331017E0,1.000154874E1
3.183357350E-1,-2.079585791E0,3.536969662E0,9.054053307E0,9.940357777E0
3.207054230E-1,-2.077191830E0,3.539364100E0,9.008566856E0,9.899298002E0
3.230742770E-1,-2.084373951E0,3.544152260E0,8.951107979E0,9.850277359E0
3.254431830E-1,-2.065221310E0,3.551334620E0,8.929560661E0,9.829250747E0
3.278129230E-1,-2.077191830E0,3.558516741E0,8.888861656E0,9.797429706E0
3.301826100E-1,-2.072403431E0,3.539364100E0,8.884072304E0,9.785126208E0
3.325514640E-1,-2.108314991E0,3.544152260E0,8.862526894E0,9.774987994E0
3.349203700E-1,-2.125073433E0,3.536969662E0,8.872102737E0,9.784697158E0
3.372901100E-1,-2.134649992E0,3.536969662E0,8.900832176E0,9.812833353E0
3.396597980E-1,-2.129861832E0,3.532181740E0,8.874496460E0,9.786179371E0
3.420286520E-1,-2.151408672E0,3.541758060E0,8.862526894E0,9.783506139E0
3.443975580E-1,-2.158591032E0,3.532181740E0,8.840979576E0,9.762107506E0
3.467672980E-1,-2.175349712E0,3.536969662E0,8.817038536E0,9.745894998E0
3.491369330E-1,-2.187320232E0,3.532181740E0,8.843373299E0,9.770666760E0
3.515058390E-1,-2.177743673E0,3.524999142E0,8.855343819E0,9.776773527E0
3.538747450E-1,-2.194502592E0,3.520211220E0,8.833796501E0,9.759287335E0
3.562444850E-1,-2.194502592E0,3.517817020E0,8.836191177E0,9.760591823E0
3.586141200E-1,-2.163379192E0,3.484299660E0,8.821826935E0,9.728575647E0
3.609830270E-1,-2.156197071E0,3.481905460E0,8.814644814E0,9.719609798E0
3.633519330E-1,-2.110708952E0,3.462752819E0,8.795492172E0,9.685372059E0
3.657216200E-1,-2.089162350E0,3.436417818E0,8.793097496E0,9.669132863E0
3.680913080E-1,-2.077191830E0,3.429235458E0,8.723669052E0,9.600874099E0
3.704602140E-1,-2.084373951E0,3.407688618E0,8.757185936E0,9.625240880E0
3.728291200E-1,-2.079585791E0,3.412476778E0,8.745215416E0,9.615012610E0
3.751988080E-1,-2.072403431E0,3.412476778E0,8.750003815E0,9.617817866E0
3.775684950E-1,-2.089162350E0,3.419658899E0,8.747610092E0,9.621816286E0
3.799374020E-1,-2.086768150E0,3.424447298E0,8.759579659E0,9.633881689E0
3.823063080E-1,-2.062827110E0,3.424447298E0,8.745215416E0,9.615658462E0
3.846759950E-1,-2.079585791E0,3.414870739E0,8.754791260E0,9.624572158E0
3.870456830E-1,-2.055644751E0,3.417264938E0,8.761973381E0,9.626814246E0
3.894145890E-1,-2.062827110E0,3.405294418E0,8.778732300E0,9.639368577E0
3.917834950E-1,-2.065221310E0,3.402900219E0,8.750003815E0,9.612878638E0
3.941531830E-1,-2.050856590E0,3.400506258E0,8.752397537E0,9.611135116E0
3.965228700E-1,-2.053250790E0,3.414870739E0,8.735638618E0,9.601487543E0
3.988917770E-1,-2.031703711E0,3.410082817E0,8.716486931E0,9.577767444E0
4.012606830E-1,-2.065221310E0,3.414870739E0,8.687756538E0,9.560522731E0
4.036303700E-1,-2.079585791E0,3.402900219E0,8.702121735E0,9.572425484E0
4.060000580E-1,-2.096344471E0,3.388535738E0,8.709303856E0,9.577515766E0
4.083689640E-1,-2.098738432E0,3.426841259E0,8.711697578E0,9.593832327E0
4.107378700E-1,-2.139438391E0,3.443599939E0,8.718880653E0,9.615324072E0
4.131075580E-1,-2.168167591E0,3.431629419E0,8.742821693E0,9.639188884E0
4.154772450E-1,-2.175349712E0,3.434023619E0,8.752397537E0,9.650343374E0
4.178461520E-1,-2.204078913E0,3.436417818E0,8.738032341E0,9.644694939E0
4.202150580E-1,-2.192108631E0,3.419658899E0,8.781126976E0,9.675101974E0
4.225847450E-1,-2.199290752E0,3.426841259E0,8.764369011E0,9.664071864E0
4.249544330E-1,-2.184926033E0,3.426841259E0,8.761973381E0,9.658639672E0
4.273232870E-1,-2.196896553E0,3.395718098E0,8.776338577E0,9.663403887E0
4.296921930E-1,-2.211261272E0,3.400506258E0,8.800279617E0,9.690100132E0
4.320619330E-1,-2.208867073E0,3.407688618E0,8.805068016E0,9.696425023E0
4.344316200E-1,-2.249566793E0,3.424447298E0,8.826614380E0,9.731213258E0
4.368004750E-1,-2.251960754E0,3.405294418E0,8.874496460E0,9.768523160E0
4.391693810E-1,-2.283084393E0,3.412476778E0,8.903225899E0,9.804330855E0
4.415391200E-1,-2.307025194E0,3.450782299E0,8.910408974E0,9.829834780E0
4.439088080E-1,-2.311813354E0,3.445993900E0,8.931954384E0,9.848815363E0
4.462776620E-1,-2.297448874E0,3.441205978E0,8.979836464E0,9.887245968E0
4.486465680E-1,-2.302237034E0,3.465147018E0,8.987019539E0,9.903234795E0
4.510163080E-1,-2.304630995E0,3.438811779E0,9.010960579E0,9.916358254E0
4.533859950E-1,-2.302237034E0,3.426841259E0,9.042083740E0,9.939960500E0
4.557548500E-1,-2.283084393E0,3.426841259E0,9.085177422E0,9.974776395E0
4.581237560E-1,-2.268719435E0,3.422053099E0,9.087572098E0,9.972035997E0
4.604934950E-1,-2.247172832E0,3.422053099E0,9.099541664E0,9.978070537E0
4.628631830E-1,-2.247172832E0,3.414870739E0,9.097147942E0,9.973426120E0
4.652320370E-1,-2.232808113E0,3.398112297E0,9.125876427E0,9.990706672E0
4.676009430E-1,-2.225625753E0,3.400506258E0,9.125876427E0,9.989918586E0
4.699706830E-1,-2.187320232E0,3.410082817E0,9.142635345E0,1.000004078E1
4.723403180E-1,-2.177743673E0,3.393323898E0,9.142635345E0,9.992246777E0
4.747092250E-1,-2.172955513E0,3.402900219E0,9.145030022E0,9.996651422E0
4.770781310E-1,-2.177743673E0,3.410082817E0,9.128272057E0,9.984817628E0
4.794478700E-1,-2.163379192E0,3.429235458E0,9.118694305E0,9.979501550E0
4.818175060E-1,-2.158591032E0,3.431629419E0,9.113906860E0,9.974913231E0
4.841864120E-1,-2.156197071E0,3.462752819E0,9.101935387E0,9.974220304E0
4.865553180E-1,-2.149014473E0,3.455570459E0,9.094753265E0,9.963622201E0
4.889250580E-1,-2.132256031E0,3.455570459E0,9.109118462E0,9.973140034E0
4.912946930E-1,-2.101132870E0,3.460358858E0,9.106724739E0,9.966006133E0
4.936636000E-1,-2.055644751E0,3.445993900E0,9.116300583E0,9.960295458E0
4.960325060E-1,-2.029309750E0,3.434023619E0,9.097147942E0,9.933212821E0
4.984022450E-1,-2.000580549E0,3.429235458E0,9.073206902E0,9.903790277E0
5.007718810E-1,-1.988610029E0,3.436417818E0,9.075600624E0,9.906061980E0
5.031407870E-1,-1.952698469E0,3.434023619E0,9.063631058E0,9.887110674E0
5.055096930E-1,-1.959880829E0,3.422053099E0,9.070813179E0,9.890967192E0
5.078794330E-1,-1.940727949E0,3.448388338E0,9.030112267E0,9.859043293E0
5.102490680E-1,-1.955092430E0,3.448388338E0,9.039690018E0,9.870651658E0
5.126179750E-1,-1.952698469E0,3.479511499E0,9.049265862E0,9.889855622E0
5.149868810E-1,-1.974245548E0,3.474723339E0,9.077994347E0,9.918736267E0
5.173566200E-1,-1.979033470E0,3.486693859E0,9.075600624E0,9.921700168E0
5.197262560E-1,-1.969457388E0,3.496270180E0,9.051659584E0,9.901273090E0
5.220951620E-1,-1.983821869E0,3.517817020E0,9.101935387E0,9.957701220E0
5.244640680E-1,-2.000580549E0,3.513028860E0,9.113906860E0,9.970305540E0
5.268338080E-1,-1.995792389E0,3.520211220E0,9.118694305E0,9.976254815E0
5.292034430E-1,-1.976639509E0,3.501058578E0,9.104331017E0,9.952555359E0
5.315723500E-1,-1.983821869E0,3.493875980E0,9.106724739E0,9.953650288E0
5.339412560E-1,-1.986216068E0,3.501058578E0,9.085177422E0,9.936946927E0
5.363109430E-1,-2.005368710E0,3.513028860E0,9.097147942E0,9.955951793E0
5.386806310E-1,-1.993398190E0,3.505846500E0,9.085177422E0,9.940072676E0
5.410495370E-1,-2.007762671E0,3.489088058E0,9.068418503E0,9.921746850E0
5.434184430E-1,-2.017339230E0,3.498664141E0,9.085177422E0,9.942371805E0
5.457881310E-1,-2.043674231E0,3.503452539E0,9.087572098E0,9.951620506E0
5.481578180E-1,-2.038886070E0,3.510634661E0,9.080389977E0,9.946612200E0
5.505267250E-1,-2.046068192E0,3.491482019E0,9.094753265E0,9.954465264E0
5.528956310E-1,-2.043674231E0,3.484299660E0,9.085177422E0,9.942705731E0
5.552653180E-1,-2.029309750E0,3.479511499E0,9.099541664E0,9.951218862E0
5.576350060E-1,-2.036492109E0,3.462752819E0,9.097147942E0,9.944649711E0
5.600039120E-1,-2.002974510E0,3.469934940E0,9.089965820E0,9.933772395E0
5.623728180E-1,-2.002974510E0,3.460358858E0,9.089965820E0,9.930431457E0
5.647425060E-1,-1.976639509E0,3.457964420E0,9.070813179E0,9.906779164E0
5.671121930E-1,-1.979033470E0,3.434023619E0,9.075600624E0,9.903313505E0
5.694811000E-1,-1.962275028E0,3.419658899E0,9.061236382E0,9.881831563E0
5.718500060E-1,-1.976639509E0,3.417264938E0,9.068418503E0,9.890450826E0
5.742196930E-1,-1.976639509E0,3.419658899E0,9.051659584E0,9.875915753E0
5.765893810E-1,-1.964668989E0,3.412476778E0,9.058842659E0,9.877628881E0
5.789582870E-1,-1.983821869E0,3.419658899E0,9.075600624E0,9.899300121E0
5.813271930E-1,-1.976639509E0,3.438811779E0,9.051659584E0,9.882564011E0
5.836968810E-1,-1.979033470E0,3.436417818E0,9.058842659E0,9.888790180E0
5.860665680E-1,-1.974245548E0,3.414870739E0,9.051659584E0,9.873779868E0
5.884354750E-1,-1.981427670E0,3.405294418E0,9.032507896E0,9.854353585E0
5.908043810E-1,-1.962275028E0,3.402900219E0,9.022931099E0,9.840911482E0
5.931740680E-1,-1.943122149E0,3.400506258E0,9.018142700E0,9.831890167E0
5.955437560E-1,-1.938333988E0,3.369383097E0,8.989413261E0,9.793846634E0
5.979126620E-1,-1.914392948E0,3.352624178E0,8.953501701E0,9.750393938E0
6.002815680E-1,-1.928757429E0,3.350230217E0,8.963078499E0,9.761194799E0
6.026512560E-1,-1.940727949E0,3.398112297E0,8.941532135E0,9.760358040E0
6.050209430E-1,-1.967062950E0,3.407688618E0,8.934350014E0,9.762391538E0
6.073898500E-1,-1.986216068E0,3.407688618E0,8.905619621E0,9.739992650E0
6.097587560E-1,-1.993398190E0,3.400506258E0,8.924772263E0,9.756466527E0
6.121284430E-1,-2.029309750E0,3.417264938E0,8.910408974E0,9.756597040E0
6.144981310E-1,-2.031703711E0,3.429235458E0,8.919984818E0,9.770036077E0
6.168670370E-1,-2.041280270E0,3.419658899E0,8.915196419E0,9.764303319E0
6.192359430E-1,-2.058038712E0,3.422053099E0,8.898437500E0,9.753366634E0
6.216056310E-1,-2.067615271E0,3.417264938E0,8.908013344E0,9.762450220E0
6.239753180E-1,-2.081979752E0,3.431629419E0,8.881678581E0,9.746534491E0
6.263442250E-1,-2.084373951E0,3.429235458E0,8.888861656E0,9.752749978E0
6.287131310E-1,-2.120285511E0,3.414870739E0,8.915196419E0,9.779451927E0
6.310828180E-1,-2.113103390E0,3.441205978E0,8.874496460E0,9.750066253E0
6.334525060E-1,-2.096344471E0,3.445993900E0,8.874496460E0,9.748139388E0
6.358214120E-1,-2.098738432E0,3.438811779E0,8.852950096E0,9.726502705E0
6.381903180E-1,-2.103526831E0,3.453176498E0,8.838585854E0,9.719560327E0
6.405600060E-1,-2.058038712E0,3.450782299E0,8.826614380E0,9.698069046E0
6.429296930E-1,-2.048462629E0,3.453176498E0,8.845767975E0,9.714331585E0
6.452986000E-1,-2.010157108E0,3.450782299E0,8.838585854E0,9.698929321E0
6.476675060E-1,-2.005368710E0,3.431629419E0,8.864920616E0,9.715163491E0
6.500371930E-1,-1.952698469E0,3.431629419E0,8.843373299E0,9.684748994E0
6.524068810E-1,-1.938333988E0,3.424447298E0,8.845767975E0,9.681507579E0
6.547757870E-1,-1.907210827E0,3.407688618E0,8.872102737E0,9.693503074E0
6.571446930E-1,-1.892846107E0,3.414870739E0,8.879284859E0,9.699789078E0
6.595143810E-1,-1.890452147E0,3.417264938E0,8.908013344E0,9.726469591E0
6.618840680E-1,-1.885663748E0,3.414870739E0,8.934350014E0,9.748829679E0
6.642529750E-1,-1.900028229E0,3.407688618E0,8.939137459E0,9.753493092E0
6.666218810E-1,-1.895240307E0,3.422053099E0,8.963078499E0,9.779527566E0
6.689915680E-1,-1.943122149E0,3.431629419E0,8.984625816E0,9.811998024E0
6.713612560E-1,-1.935939789E0,3.419658899E0,8.991807938E0,9.812978133E0
6.737301620E-1,-1.947910309E0,3.422053099E0,9.010960579E0,9.833728313E0
6.760990680E-1,-1.952698469E0,3.414870739E0,9.015748978E0,9.836569682E0
6.784687560E-1,-1.993398190E0,3.429235458E0,9.046872139E0,9.878217839E0
6.808384430E-1,-2.012551069E0,3.443599939E0,9.068418503E0,9.906813640E0
6.832073500E-1,-2.022127628E0,3.445993900E0,9.063631058E0,9.905214892E0
6.855762560E-1,-2.041280270E0,3.460358858E0,9.087572098E0,9.936039211E0
6.879459430E-1,-2.058038712E0,3.486693859E0,9.094753265E0,9.955254611E0
6.903156310E-1,-2.079585791E0,3.491482019E0,9.094753265E0,9.961408571E0
6.926845370E-1,-2.077191830E0,3.496270180E0,9.116300583E0,9.982262639E0
6.950534430E-1,-2.077191830E0,3.481905460E0,9.116300583E0,9.977240493E0
6.974231310E-1,-2.060433149E0,3.503452539E0,9.089965820E0,9.957260822E0
6.997928180E-1,-2.084373951E0,3.496270180E0,9.080389977E0,9.950979955E0
7.021617250E-1,-2.091556311E0,3.481905460E0,9.109118462E0,9.973680995E0
7.045306310E-1,-2.077191830E0,3.474723339E0,9.097147942E0,9.957235000E0
7.069003180E-1,-2.084373951E0,3.477117538E0,9.109118462E0,9.970506521E0
7.092700060E-1,-2.081979752E0,3.479511499E0,9.128272057E0,9.988342740E0
7.116389120E-1,-2.062827110E0,3.484299660E0,9.137847900E0,9.994791847E0
7.140078180E-1,-2.060433149E0,3.484299660E0,9.142635345E0,9.998675409E0
7.163775580E-1,-2.077191830E0,3.479511499E0,9.137847900E0,9.996098760E0
7.187471930E-1,-2.055644751E0,3.489088058E0,9.171364784E0,1.002563429E1
7.211161000E-1,-2.058038712E0,3.477117538E0,9.185729980E0,1.003511360E1
7.234850060E-1,-2.048462629E0,3.491482019E0,9.190517426E0,1.004252241E1
7.258546930E-1,-2.048462629E0,3.489088058E0,9.164182663E0,1.001759345E1
7.282243810E-1,-2.043674231E0,3.498664141E0,9.164182663E0,1.001995504E1
7.305932870E-1,-2.029309750E0,3.496270180E0,9.171364784E0,1.002277084E1
7.329621930E-1,-2.019733191E0,3.481905460E0,9.168971062E0,1.001364160E1
7.353318810E-1,-2.007762671E0,3.481905460E0,9.164182663E0,1.000684868E1
7.377015680E-1,-2.005368710E0,3.496270180E0,9.180941582E0,1.002671916E1
7.400704750E-1,-1.964668989E0,3.493875980E0,9.159394264E0,9.998079660E0
7.424393810E-1,-1.964668989E0,3.527393579E0,9.180941582E0,1.002956221E1
7.448091200E-1,-1.962275028E0,3.515423059E0,9.166576385E0,1.001173537E1
7.471787560E-1,-1.950304508E0,3.510634661E0,9.176153183E0,1.001648794E1
7.495476620E-1,-1.945516348E0,3.517817020E0,9.142635345E0,9.987384618E0
7.519165680E-1,-1.926363468E0,3.510634661E0,9.121088982E0,9.961410349E0
7.542863080E-1,-1.902422428E0,3.484299660E0,9.099541664E0,9.927800044E0
7.566559430E-1,-1.864116669E0,3.489088058E0,9.080389977E0,9.904652874E0
7.590248500E-1,-1.854540586E0,3.486693859E0,9.042083740E0,9.866895825E0
7.613937560E-1,-1.825811386E0,3.472329140E0,9.032507896E0,9.847682761E0
7.637634950E-1,-1.852146387E0,3.462752819E0,9.039690018E0,9.855815488E0
7.661331310E-1,-1.835387707E0,3.477117538E0,9.018142700E0,9.837982119E0
7.685020370E-1,-1.832993507E0,3.465147018E0,9.008566856E0,9.824529804E0
7.708709430E-1,-1.823417187E0,3.474723339E0,8.991807938E0,9.810767682E0
7.732406830E-1,-1.799476385E0,3.474723339E0,8.984625816E0,9.799761150E0
7.756103180E-1,-1.811446667E0,3.472329140E0,8.965473175E0,9.783563662E0
7.779792250E-1,-1.777929306E0,3.462752819E0,8.929560661E0,9.741085325E0
7.803481310E-1,-1.821022987E0,3.460358858E0,8.936743736E0,9.754773024E0
7.827178700E-1,-1.818629026E0,3.450782299E0,8.905619621E0,9.722415896E0
7.850875060E-1,-1.823417187E0,3.460358858E0,8.888861656E0,9.711374527E0
7.874564120E-1,-1.813840866E0,3.445993900E0,8.869709015E0,9.686930920E0
7.898253180E-1,-1.823417187E0,3.457964420E0,8.833796501E0,9.660141241E0
7.921950580E-1,-1.873693228E0,3.455570459E0,8.829009056E0,9.664527636E0
7.945646930E-1,-1.854540586E0,3.457964420E0,8.836191177E0,9.668252854E0
7.969336000E-1,-1.883269787E0,3.457964420E0,8.805068016E0,9.645384689E0
7.993025060E-1,-1.919181347E0,3.453176498E0,8.778732300E0,9.626724560E0
8.016722450E-1,-1.923969269E0,3.455570459E0,8.788309097E0,9.637271488E0
8.040418810E-1,-1.959880829E0,3.460358858E0,8.805068016E0,9.661492590E0
