time,X,Y,Z
7.003745070731818,-1.2522289276470973,9.636878686911285,-1.2501366965843541
7.023752515954546,-1.5804564023119283,9.444753897146397,-1.1610676900015275
7.0437599611772725,-1.7618664469604617,9.210327017811666,-1.2371907448254476
7.0637674064,-1.6781587223483116,9.479662940374334,-1.5288684881695374
7.083774851622727,-1.768032133213832,9.757130403137653,-1.6165030489887249
7.103782296845455,-1.8280498958993827,9.895236381507178,-1.2324798998834947
7.1237897420681815,-1.8835707376634394,9.901220712860749,-0.8222129933250262
7.143797187290909,-1.7280907255685465,9.750410431970796,-0.5172656099864757
7.163804632513636,-1.408217686904907,9.904324345910176,-0.6785315911480605
7.183812077736364,-1.5662155809890341,9.729677219827238,-0.5436510781448286
7.203819522959091,-1.551057152495524,9.679634304215053,-0.8187966854031767
7.223826968181818,-1.1217137156793668,9.592904258738574,-1.5711273488584918
7.243834413404546,-1.0716423712284262,9.204149832688158,-1.4981819409847492
7.263841858627273,-1.1533894642069875,8.965433014071822,-1.0198694492059046
7.28384930385,-1.2258535070195629,9.144724334581507,-0.597885786179684
7.303856749072727,-1.408159969913731,9.523491669328612,-0.3035672265633367
7.323864194295455,-1.340645801379819,9.674733995441242,-0.3358094707187369
7.343871639518182,-1.2218111699201957,9.447029201766588,-0.7870698765173476
7.363879084740909,-1.019421480222459,9.424139838617558,-0.926361406177325
7.383886529963636,-1.1946331184582015,9.480269084897381,-0.9382012381819986
7.403893975186364,-1.096664788435793,9.289759509314907,-0.9181090735084644
7.4239014204090905,-1.1479657596505084,9.352842247068201,-0.7082911636232525
7.443908865631818,-1.064815523598432,9.254143037000752,-0.5745950239730359
7.463916310854546,-1.17460111025818,9.26928581363332,-0.9173428255044865
7.483923756077273,-1.1271969206512171,9.080309132496629,-0.8145956090673147
7.5039312013,-1.339610291490294,9.228815200801352,-1.0949635410756764
7.523938646522727,-1.7070626559070514,9.57691377906895,-1.5431010816202888
7.543946091745455,-1.9429026431620822,9.76729640502665,-1.5557762099539283
7.563953536968182,-1.94428077712905,10.589970116411154,-1.4212737406052618
7.583960982190909,-1.8212851057151953,11.789411980361992,-0.725856369454331
7.603968427413636,-1.103432871847521,12.28424712598478,-1.0150764723040897
7.623975872636364,-0.9841327890310102,13.607456991460001,-2.5686554523511673
7.643983317859091,-1.1685685427712311,15.668711962640913,-3.9332042435593304
7.663990763081818,-0.8123926433748474,16.425192507634943,-4.01828462496944
7.683998208304545,-0.2519876480684435,15.155681783458093,-2.4711545544416054
